time,bid,ask
15,104.84,107.17
15,105.74,107.17
15,106.36,107.17
15,104.84,107.17
15,104.84,105.90
16,0.00,105.90
16,0.00,104.35
16,0.00,105.90
16,0.00,103.42
16,0.00,105.90
16,0.00,107.17
17,0.00,107.95
17,107.35,107.95
17,107.67,108.40
17,107.35,108.40
17,107.35,107.53
17,107.35,108.40
17,0.00,108.40
17,0.00,0.00
17,0.00,105.42
18,0.00,0.00
18,105.69,0.00
18,0.00,0.00
18,105.76,0.00
18,106.24,0.00
18,106.43,0.00
18,106.24,0.00
19,105.76,0.00
19,0.00,0.00
19,105.93,0.00
19,105.82,0.00
19,106.13,0.00
19,105.82,0.00
19,106.53,0.00
20,106.81,0.00
20,107.52,0.00
20,106.81,0.00
20,107.90,0.00
20,106.81,0.00
20,108.46,0.00
21,108.82,0.00
21,108.79,0.00
21,109.54,0.00
21,108.79,0.00
21,108.79,108.81
21,108.79,0.00
21,109.45,0.00
21,109.36,0.00
21,108.79,0.00
21,108.46,0.00
21,106.81,0.00
22,106.15,0.00
22,106.88,0.00
22,106.15,0.00
22,107.80,0.00
22,107.15,0.00
22,106.15,0.00
22,107.90,0.00
22,107.63,0.00
22,106.15,0.00
22,105.82,0.00
23,106.76,0.00
23,105.82,0.00
23,0.00,0.00
23,0.00,105.44
23,0.00,0.00
23,106.16,0.00
23,0.00,0.00
23,0.00,107.68
23,0.00,0.00
23,0.00,105.44
23,0.00,107.44
24,106.32,107.44
24,106.32,0.00
24,106.32,106.95
24,106.32,107.27
24,106.32,106.34
24,106.32,107.27
24,106.32,0.00
24,106.32,107.01
24,0.00,107.01
24,0.00,0.00
24,0.00,101.46
25,0.00,106.41
25,101.89,106.41
25,102.40,106.41
25,102.12,106.41
25,102.12,0.00
25,106.80,0.00
25,102.12,0.00
25,107.55,0.00
26,107.08,0.00
26,106.90,0.00
26,102.12,0.00
26,102.12,106.06
26,102.12,105.98
26,102.12,106.06
26,101.89,106.06
26,102.84,106.06
26,102.84,104.37
26,101.89,104.37
27,101.89,102.48
27,101.89,104.37
27,0.00,104.37
27,0.00,106.06
28,0.00,0.00
28,0.00,106.60
28,0.00,0.00
28,0.00,106.00
28,0.00,0.00
28,0.00,105.50
28,0.00,105.08
29,0.00,105.43
29,0.00,105.50
29,0.00,0.00
29,0.00,101.82
29,0.00,104.64
29,0.00,100.94
29,0.00,104.64
30,100.94,104.64
30,102.81,104.64
30,101.71,104.64
30,103.20,104.64
30,103.20,0.00
30,104.81,0.00
30,103.20,0.00
30,101.71,0.00
31,103.74,0.00
31,103.66,0.00
31,101.71,0.00
31,101.71,101.75
31,100.94,101.75
31,100.94,101.55
31,100.94,101.75
31,101.38,0.00
31,101.91,0.00
31,101.38,0.00
31,100.94,0.00
32,100.94,101.09
32,100.94,0.00
32,0.00,0.00
32,0.00,106.17
32,101.21,106.17
32,101.21,0.00
32,0.00,0.00
32,0.00,101.45
32,0.00,0.00
33,103.05,0.00
33,102.95,0.00
33,0.00,0.00
33,0.00,103.33
33,0.00,102.82
33,0.00,0.00
33,0.00,103.25
33,0.00,103.20
33,0.00,103.25
34,103.01,103.25
34,0.00,103.25
34,0.00,101.96
35,0.00,103.25
35,0.00,0.00
35,0.00,102.90
35,0.00,104.05
35,0.00,102.33
35,0.00,102.12
35,0.00,102.33
35,0.00,101.36
36,0.00,102.33
36,0.00,104.05
36,0.00,0.00
36,0.00,103.77
36,0.00,0.00
36,0.00,104.15
36,0.00,0.00
36,0.00,103.53
36,0.00,0.00
37,0.00,102.71
37,0.00,102.54
37,0.00,0.00
37,0.00,101.86
37,0.00,105.95
37,0.00,0.00
37,105.96,0.00
37,0.00,0.00
37,0.00,105.15
37,0.00,0.00
37,105.72,0.00
37,105.91,0.00
37,105.72,0.00
37,106.26,0.00
38,106.21,0.00
38,105.93,0.00
38,105.72,0.00
39,0.00,99.94
39,0.00,104.97
39,0.00,99.81
39,0.00,0.00
39,105.44,0.00
39,105.79,0.00
40,106.31,0.00
40,105.79,0.00
40,0.00,0.00
40,106.56,0.00
40,0.00,0.00
40,0.00,99.95
40,0.00,0.00
40,0.00,105.37
40,100.19,105.37
40,0.00,105.37
41,0.00,99.65
41,0.00,105.37
41,0.00,98.77
41,0.00,0.00
41,106.25,0.00
41,106.37,0.00
41,106.25,0.00
41,105.78,0.00
41,0.00,0.00
42,106.54,0.00
42,0.00,0.00
42,0.00,105.80
42,0.00,0.00
42,0.00,100.03
42,0.00,0.00
42,100.54,0.00
43,0.00,0.00
43,0.00,99.63
43,0.00,0.00
43,0.00,103.13
43,0.00,0.00
43,0.00,102.77
43,0.00,102.77
44,0.00,102.77
44,0.00,102.42
44,0.00,102.46
44,0.00,101.53
44,0.00,102.46
44,101.61,102.46
44,101.61,102.77
44,101.61,102.22
44,0.00,102.22
44,101.98,102.22
45,0.00,102.22
45,0.00,101.34
45,0.00,102.22
45,101.79,102.22
45,0.00,102.22
45,0.00,102.77
45,0.00,102.87
45,0.00,0.00
45,0.00,102.22
45,0.00,0.00
46,0.00,99.76
46,0.00,101.65
46,0.00,99.29
46,0.00,101.65
46,99.59,101.65
46,0.00,101.65
46,0.00,99.33
46,0.00,101.65
46,0.00,0.00
46,0.00,101.05
46,0.00,100.76
46,0.00,101.05
46,0.00,0.00
46,0.00,100.75
46,0.00,0.00
47,0.00,99.11
47,0.00,0.00
47,99.64,0.00
47,99.78,0.00
48,99.83,0.00
48,99.78,0.00
48,100.09,0.00
48,99.78,0.00
49,99.64,0.00
49,0.00,0.00
49,0.00,109.57
49,100.28,109.57
49,100.28,105.27
49,102.79,105.27
50,102.79,109.57
50,102.79,0.00
50,102.79,108.99
50,100.28,108.99
50,100.28,0.00
50,108.77,0.00
50,108.71,0.00
51,109.71,0.00
51,108.71,0.00
51,100.28,0.00
51,100.28,109.78
51,100.28,109.59
51,99.87,109.59
51,0.00,109.59
51,0.00,99.00
51,0.00,99.40
52,0.00,98.18
52,0.00,98.44
52,0.00,97.88
52,0.00,98.44
52,0.00,109.59
52,0.00,109.78
52,0.00,0.00
52,0.00,109.69
52,0.00,0.00
53,0.00,108.73
53,0.00,0.00
53,0.00,105.08
53,0.00,108.57
53,105.61,108.57
54,0.00,108.57
54,106.39,108.57
54,106.39,108.01
54,106.31,108.01
54,106.06,108.01
54,106.06,107.32
54,0.00,107.32
54,0.00,105.39
54,0.00,107.32
54,106.00,107.32
54,0.00,107.32
55,0.00,108.01
55,107.90,108.01
55,0.00,108.01
55,0.00,107.16
55,0.00,108.01
55,0.00,106.79
55,0.00,108.01
56,0.00,106.44
56,0.00,108.01
56,107.01,108.01
56,0.00,108.01
56,0.00,108.57
56,0.00,107.02
56,0.00,108.57
56,0.00,0.00
56,0.00,108.16
57,0.00,108.25
57,0.00,108.50
57,0.00,0.00
58,0.00,105.18
58,0.00,0.00
58,0.00,105.11
58,0.00,0.00
58,0.00,104.85
58,0.00,0.00
58,0.00,104.18
58,0.00,0.00
58,0.00,105.35
58,0.00,103.82
59,0.00,105.35
59,104.83,105.35
59,104.35,105.35
59,0.00,105.35
59,0.00,0.00
59,0.00,103.05
59,0.00,104.79
59,103.23,104.79
59,103.23,0.00
60,0.00,0.00
60,103.78,0.00
60,0.00,0.00
60,0.00,106.38
60,0.00,102.94
60,0.00,106.38
60,103.94,106.38
60,103.88,106.38
60,103.08,106.38
61,104.32,106.38
61,104.32,0.00
61,104.15,0.00
61,103.08,0.00
61,0.00,0.00
61,0.00,102.40
61,0.00,102.11
61,0.00,102.40
62,0.00,101.36
62,0.00,102.40
62,0.00,0.00
62,0.00,101.99
62,0.00,0.00
63,0.00,101.75
63,0.00,101.58
63,0.00,101.75
63,0.00,101.95
63,0.00,0.00
63,0.00,102.48
63,0.00,0.00
63,0.00,100.14
63,0.00,102.01
64,100.48,102.01
64,101.41,102.01
64,0.00,102.01
64,0.00,100.52
65,0.00,102.01
65,0.00,100.73
65,0.00,102.01
65,0.00,100.40
65,0.00,102.01
66,0.00,99.57
66,0.00,102.01
66,0.00,0.00
66,0.00,101.34
66,0.00,0.00
66,0.00,102.29
66,101.73,102.29
66,0.00,102.29
67,0.00,100.86
67,0.00,0.00
67,101.50,0.00
67,101.25,0.00
67,102.05,0.00
68,102.16,0.00
68,103.06,0.00
68,102.84,0.00
68,102.16,0.00
68,101.25,0.00
68,102.89,0.00
68,103.17,0.00
68,102.89,0.00
69,103.51,0.00
69,102.89,0.00
69,102.17,102.89
69,102.17,102.85
69,102.17,102.59
69,102.17,102.85
69,101.25,102.85
69,101.25,102.89
69,101.25,102.54
69,100.91,102.54
69,101.78,102.54
69,102.11,102.54
70,102.12,102.54
70,102.47,102.54
70,102.12,102.89
70,102.12,0.00
70,102.11,0.00
70,102.62,0.00
70,102.99,0.00
70,102.11,0.00
70,101.85,0.00
70,101.78,0.00
71,102.56,0.00
71,101.78,0.00
71,102.70,0.00
71,102.07,0.00
71,101.71,0.00
71,102.61,0.00
71,101.71,0.00
72,100.91,101.60
72,100.91,102.49
72,100.91,101.58
72,0.00,101.58
72,0.00,102.49
72,0.00,0.00
73,0.00,101.76
73,0.00,0.00
73,0.00,100.87
73,0.00,0.00
73,0.00,99.43
73,0.00,0.00
73,100.23,0.00
73,100.40,0.00
74,100.23,0.00
74,0.00,99.67
74,0.00,0.00
74,0.00,101.74
74,100.33,101.74
74,100.33,0.00
74,102.61,0.00
75,102.09,0.00
75,100.33,0.00
75,0.00,0.00
75,0.00,100.14
75,0.00,0.00
75,0.00,102.89
76,0.00,99.92
76,0.00,102.89
76,100.52,102.89
76,0.00,102.89
76,0.00,0.00
76,0.00,103.29
76,0.00,0.00
77,104.91,0.00
77,104.87,0.00
77,0.00,0.00
77,0.00,104.36
78,0.00,0.00
78,0.00,105.29
78,0.00,103.52
78,0.00,103.56
78,0.00,105.29
78,104.83,105.29
78,0.00,105.29
78,0.00,0.00
78,0.00,105.98
79,105.73,105.98
79,105.73,0.00
79,106.70,0.00
79,105.73,0.00
79,105.73,105.90
79,0.00,105.90
80,0.00,0.00
80,0.00,90.78
80,0.00,0.00
80,0.00,101.99
80,0.00,0.00
80,0.00,101.82
81,0.00,0.00
81,0.00,103.03
81,102.07,103.03
81,0.00,103.03
81,0.00,102.05
81,0.00,103.03
81,0.00,0.00
82,0.00,102.58
82,0.00,0.00
82,0.00,102.07
82,0.00,0.00
82,0.00,101.61
82,0.00,0.00
82,0.00,103.32
82,102.33,103.32
82,0.00,103.32
82,0.00,0.00
83,103.62,104.42
83,0.00,104.42
83,103.96,104.42
83,0.00,104.42
83,103.98,104.42
83,103.98,104.26
84,0.00,104.26
84,104.17,104.26
84,104.17,104.42
84,104.17,0.00
84,0.00,0.00
84,0.00,103.66
84,0.00,103.22
84,0.00,103.66
84,0.00,102.82
84,0.00,103.66
85,0.00,0.00
85,104.50,105.73
85,0.00,105.73
85,0.00,105.23
85,0.00,104.21
85,0.00,105.23
85,0.00,103.25
85,0.00,105.23
85,0.00,105.73
85,105.55,105.73
85,105.36,105.73
86,0.00,105.73
86,0.00,104.65
86,0.00,105.73
86,105.58,105.73
86,0.00,105.73
86,0.00,0.00
86,106.73,0.00
86,0.00,0.00
86,0.00,106.39
86,0.00,0.00
86,0.00,105.94
86,0.00,0.00
86,0.00,99.86
87,0.00,0.00
87,0.00,104.41
87,0.00,99.85
87,0.00,104.41
87,0.00,99.85
87,0.00,0.00
87,0.00,103.50
87,0.00,0.00
88,0.00,101.11
88,0.00,102.62
88,0.00,0.00
88,103.23,0.00
88,103.33,0.00
88,103.23,0.00
88,0.00,0.00
88,103.98,0.00
88,0.00,0.00
88,0.00,103.63
89,0.00,103.35
89,0.00,103.63
89,103.60,103.63
89,0.00,103.63
89,0.00,102.59
89,0.00,103.63
89,0.00,0.00
89,0.00,99.74
90,0.00,99.66
90,99.75,102.93
90,0.00,102.93
90,99.75,102.93
90,0.00,99.26
90,0.00,102.93
90,0.00,103.04
90,0.00,103.25
90,0.00,0.00
91,0.00,101.57
91,0.00,102.72
91,0.00,102.52
91,0.00,101.12
91,0.00,101.04
91,0.00,101.12
91,0.00,102.52
92,0.00,102.72
92,0.00,0.00
92,102.97,0.00
92,103.51,103.84
92,102.97,103.84
92,103.51,103.84
92,103.42,103.84
92,103.42,0.00
93,103.42,103.71
93,102.97,103.71
93,102.97,0.00
93,102.97,103.70
93,102.97,0.00
93,102.83,0.00
93,103.39,0.00
93,102.83,0.00
93,103.43,0.00
94,0.00,0.00
94,0.00,105.16
94,0.00,0.00
94,0.00,104.88
94,0.00,104.41
94,0.00,104.88
94,0.00,0.00
95,0.00,102.75
95,0.00,0.00
95,0.00,103.28
95,0.00,102.40
95,0.00,102.57
95,0.00,103.28
95,0.00,101.70
95,0.00,101.64
95,0.00,101.70
96,0.00,103.28
96,0.00,0.00
96,0.00,100.99
96,0.00,102.43
96,0.00,100.74
96,0.00,100.65
96,0.00,100.74
96,0.00,102.43
96,100.99,102.43
97,101.75,102.43
97,101.75,0.00
97,101.75,101.86
97,101.68,101.86
97,101.68,0.00
97,101.68,101.75
98,0.00,101.75
98,102.47,0.00
98,0.00,0.00
98,0.00,106.50
98,107.17,0.00
98,0.00,0.00
98,107.70,0.00
98,0.00,0.00
98,0.00,107.65
98,0.00,107.32
98,0.00,107.65
98,0.00,106.87
99,0.00,107.09
99,0.00,107.65
99,0.00,106.79
99,0.00,107.65
99,106.87,107.65
99,0.00,107.65
99,107.56,107.65
99,107.25,107.65
99,107.25,107.38
99,106.89,107.38
100,106.89,107.03
100,0.00,107.03
100,0.00,105.88
100,0.00,107.03
100,0.00,106.38
100,0.00,106.52
101,0.00,107.03
101,0.00,105.59
101,106.44,107.03
101,0.00,107.03
101,106.61,107.03
101,106.44,107.03
101,106.44,107.11
101,106.44,107.38
101,106.44,107.65
102,0.00,0.00
102,107.23,0.00
102,106.75,0.00
102,108.05,0.00
102,106.75,0.00
102,108.36,0.00
102,106.75,0.00
103,106.75,108.11
103,106.59,108.11
103,0.00,108.11
103,0.00,108.16
103,0.00,105.69
103,0.00,108.16
103,106.06,108.16
103,106.71,108.16
103,106.06,107.33
104,106.06,106.60
104,0.00,107.33
104,0.00,105.46
104,0.00,106.04
104,0.00,107.33
104,0.00,105.83
105,0.00,105.88
105,0.00,107.33
105,105.88,107.33
105,0.00,106.59
105,105.76,106.59
105,105.76,107.33
105,0.00,107.33
105,106.37,107.33
105,0.00,107.33
105,106.72,107.33
105,106.71,107.33
105,106.71,107.36
105,106.71,107.06
106,0.00,107.06
106,0.00,107.36
106,0.00,108.16
106,0.00,107.18
106,0.00,106.37
106,0.00,107.18
107,0.00,108.16
107,0.00,106.24
107,0.00,106.75
107,0.00,105.64
107,0.00,105.84
107,0.00,106.75
107,0.00,105.59
108,0.00,105.15
108,0.00,106.75
108,106.02,106.75
108,106.02,108.16
108,106.99,108.16
108,106.02,108.16
108,0.00,108.16
109,0.00,105.24
109,0.00,108.16
109,105.65,108.16
109,0.00,108.16
109,0.00,104.85
109,0.00,0.00
109,0.00,103.82
109,0.00,0.00
109,103.86,0.00
110,104.65,0.00
110,103.86,0.00
110,103.86,103.99
111,103.86,0.00
111,104.47,0.00
111,104.88,0.00
111,0.00,0.00
111,0.00,104.16
111,0.00,0.00
111,0.00,103.43
111,0.00,0.00
111,0.00,103.08
112,0.00,102.43
112,0.00,103.08
112,0.00,101.68
112,0.00,101.45
112,0.00,101.68
113,0.00,100.80
113,0.00,100.89
113,0.00,101.83
113,101.18,101.83
113,101.44,101.83
113,101.18,103.08
113,102.14,103.08
113,102.14,0.00
114,102.14,102.16
114,102.14,102.79
114,101.18,102.79
114,0.00,102.79
114,101.78,102.79
114,101.78,0.00
115,101.78,101.96
115,101.37,0.00
115,0.00,0.00
115,0.00,105.42
115,102.13,105.42
115,103.86,105.42
115,102.13,105.42
115,104.49,105.42
115,105.21,105.42
115,104.49,105.42
115,0.00,105.42
116,0.00,101.76
116,0.00,105.16
116,0.00,100.83
116,0.00,105.16
116,0.00,0.00
116,0.00,104.81
116,0.00,104.51
117,0.00,104.81
117,104.76,104.81
117,104.76,0.00
117,0.00,0.00
118,0.00,104.79
118,0.00,0.00
118,0.00,98.65
118,0.00,104.29
118,0.00,98.65
118,99.27,104.29
118,101.66,104.29
118,99.27,104.29
118,102.53,104.29
118,102.53,0.00
118,104.66,0.00
119,104.91,0.00
119,104.38,0.00
119,102.53,0.00
119,99.27,0.00
119,99.27,101.74
119,99.27,102.30
119,101.18,102.30
119,101.18,102.50
119,99.27,102.50
120,98.86,0.00
120,98.86,102.15
120,98.86,102.18
120,98.86,0.00
120,98.77,0.00
121,100.01,0.00
121,100.29,0.00
122,100.06,0.00
122,100.01,0.00
122,100.27,0.00
122,101.00,0.00
122,100.27,0.00
122,100.01,0.00
122,99.57,0.00
123,100.92,0.00
123,100.67,0.00
123,101.34,0.00
123,100.67,0.00
123,99.57,0.00
123,98.77,0.00
123,0.00,0.00
124,0.00,98.21
124,0.00,98.31
124,0.00,98.60
124,0.00,0.00
124,0.00,98.49
124,0.00,0.00
125,0.00,97.57
125,0.00,102.73
125,98.09,0.00
125,98.09,102.46
125,98.09,101.73
125,98.09,102.46
125,100.23,102.46
125,98.09,102.46
126,100.46,102.46
126,100.28,101.50
126,100.28,100.70
126,100.28,101.50
126,100.89,101.50
126,100.89,101.37
126,100.89,101.50
126,100.28,101.50
127,98.09,101.50
127,100.93,101.50
127,98.09,101.50
127,98.09,102.46
127,98.09,101.01
127,97.62,101.01
128,97.62,98.48
128,97.62,101.01
128,97.62,97.66
128,98.68,101.01
128,97.87,101.01
128,97.62,101.01
128,99.43,101.01
128,100.16,102.46
128,101.81,102.46
128,101.81,0.00
129,102.67,0.00
129,101.81,0.00
129,103.21,0.00
129,101.81,0.00
129,101.81,102.73
129,101.81,102.38
129,101.81,0.00
129,100.16,0.00
129,100.16,101.05
129,99.43,101.05
130,97.62,100.27
130,97.62,101.05
130,97.62,0.00
130,101.55,0.00
130,97.62,0.00
131,102.50,0.00
131,102.07,0.00
131,102.07,102.25
131,102.07,0.00
131,101.97,0.00
131,102.92,0.00
131,101.97,0.00
131,103.06,0.00
131,101.97,0.00
132,101.97,102.10
132,101.97,102.05
132,102.01,0.00
132,102.72,0.00
132,102.01,0.00
132,102.01,102.51
132,102.01,102.13
132,101.97,102.13
132,101.73,102.13
132,101.73,0.00
133,101.73,102.07
133,97.62,102.07
133,97.62,0.00
133,102.17,0.00
133,97.62,0.00
133,0.00,0.00
134,0.00,102.26
134,0.00,104.63
134,0.00,101.61
134,0.00,101.44
134,0.00,101.45
134,0.00,101.61
134,0.00,101.24
134,0.00,101.61
135,0.00,101.88
135,0.00,0.00
135,0.00,104.24
135,0.00,0.00
135,0.00,101.07
135,0.00,102.98
135,101.17,102.98
136,101.17,0.00
136,101.17,102.96
136,0.00,102.96
136,101.55,102.96
136,102.49,102.96
136,102.49,0.00
137,103.42,0.00
137,102.49,0.00
137,0.00,0.00
137,0.00,101.84
137,0.00,101.58
137,0.00,101.52
137,0.00,101.58
137,0.00,100.97
137,0.00,101.46
138,0.00,101.58
138,0.00,101.65
138,0.00,0.00
138,0.00,101.53
138,102.14,0.00
138,0.00,0.00
138,103.09,0.00
138,0.00,0.00
138,0.00,106.73
139,0.00,0.00
139,0.00,98.26
139,0.00,106.20
139,0.00,0.00
139,103.69,0.00
139,0.00,102.47
139,0.00,0.00
139,0.00,101.56
139,0.00,103.18
139,102.46,103.18
139,0.00,103.18
140,0.00,0.00
140,0.00,102.88
140,0.00,0.00
140,0.00,102.51
140,0.00,0.00
140,0.00,101.13
141,0.00,101.75
141,0.00,100.93
141,101.48,101.75
141,101.48,103.15
141,0.00,101.75
141,101.48,101.67
141,0.00,101.67
141,101.64,103.15
142,0.00,103.15
142,0.00,0.00
142,0.00,102.45
142,0.00,102.59
142,0.00,102.88
143,0.00,0.00
143,0.00,102.35
143,0.00,102.98
143,0.00,0.00
143,103.09,0.00
143,103.50,0.00
143,103.62,0.00
143,103.64,0.00
143,103.62,0.00
143,103.50,0.00
144,0.00,0.00
144,103.64,0.00
144,0.00,0.00
144,104.13,0.00
144,104.71,0.00
144,104.99,0.00
144,104.80,0.00
145,104.67,0.00
145,104.49,0.00
145,104.13,0.00
145,104.67,0.00
145,104.13,0.00
145,0.00,0.00
145,0.00,103.03
146,0.00,103.14
146,0.00,103.55
146,0.00,103.73
146,0.00,103.24
146,0.00,102.85
146,0.00,103.24
146,0.00,102.43
147,0.00,103.24
147,0.00,0.00
147,104.28,0.00
147,104.44,0.00
147,104.28,0.00
147,104.26,0.00
147,103.83,0.00
147,104.45,0.00
147,0.00,0.00
147,104.18,0.00
147,0.00,0.00
148,0.00,103.15
148,0.00,0.00
148,103.31,104.36
148,0.00,104.36
148,0.00,0.00
148,0.00,103.55
148,0.00,0.00
148,0.00,103.00
148,0.00,102.92
149,0.00,103.00
149,102.98,0.00
149,102.98,106.49
149,102.98,104.82
149,0.00,104.82
149,0.00,106.49
149,105.70,106.49
149,105.05,106.49
149,105.72,105.76
150,105.49,105.76
150,105.91,106.49
150,105.49,106.49
150,105.49,0.00
150,105.05,0.00
151,106.01,0.00
151,0.00,0.00
151,105.50,106.76
151,0.00,106.76
151,0.00,104.57
151,0.00,106.76
151,104.70,106.81
152,104.70,105.83
152,104.70,105.46
152,105.06,105.46
152,104.70,105.46
152,104.70,105.83
152,104.70,105.17
152,104.70,105.83
152,0.00,105.83
152,0.00,104.41
152,0.00,104.37
152,0.00,104.41
152,0.00,103.82
153,0.00,103.94
153,0.00,103.14
153,0.00,103.94
153,0.00,102.18
153,0.00,102.23
154,0.00,101.66
154,0.00,103.94
154,0.00,101.07
154,0.00,103.94
154,101.72,102.89
154,0.00,104.41
154,0.00,102.53
154,0.00,104.41
154,0.00,102.04
155,0.00,105.83
155,104.72,105.83
155,0.00,105.83
155,0.00,104.19
155,0.00,104.12
155,0.00,104.19
155,0.00,105.83
155,104.87,105.83
155,104.87,105.85
155,0.00,105.85
155,0.00,104.35
156,104.13,104.20
156,104.13,104.35
156,0.00,104.35
156,0.00,103.57
156,0.00,103.57
156,0.00,103.87
156,0.00,103.56
157,0.00,103.12
157,0.00,103.77
157,103.15,103.77
157,103.15,104.35
157,103.15,105.85
157,0.00,105.85
157,104.08,105.85
157,0.00,105.85
157,0.00,105.94
158,0.00,106.81
158,0.00,105.30
158,0.00,106.81
158,0.00,104.65
158,0.00,106.81
158,105.27,106.81
158,0.00,106.81
158,0.00,0.00
158,0.00,106.57
159,0.00,106.30
159,0.00,0.00
159,106.30,0.00
159,0.00,0.00
159,0.00,101.23
159,0.00,0.00
159,101.67,0.00
160,101.64,0.00
160,101.37,0.00
160,101.80,0.00
160,102.40,0.00
160,101.80,0.00
160,102.50,0.00
160,101.80,0.00
160,101.37,0.00
161,101.37,102.32
161,101.37,102.25
161,101.37,102.05
162,101.37,102.32
162,101.37,102.22
162,101.37,101.60
162,101.10,102.15
162,101.10,102.22
163,101.69,102.35
163,101.69,102.10
163,101.10,102.00
163,101.69,102.00
163,101.30,102.00
163,101.30,102.10
163,102.04,102.10
163,102.04,0.00
163,101.30,0.00
164,101.30,101.31
164,101.10,101.31
164,101.10,0.00
164,101.29,0.00
164,101.10,0.00
164,101.42,0.00
164,101.10,0.00
164,101.10,101.10
164,101.10,0.00
164,99.95,0.00
164,0.00,0.00
165,0.00,99.33
165,0.00,99.38
165,0.00,99.38
165,0.00,99.71
165,0.00,0.00
166,0.00,98.74
166,0.00,0.00
166,0.00,98.28
166,0.00,98.58
166,0.00,0.00
166,0.00,104.45
166,99.10,104.45
166,0.00,0.00
166,99.77,0.00
167,99.11,0.00
167,99.77,0.00
167,0.00,0.00
167,99.95,0.00
167,99.55,0.00
167,100.10,0.00
168,99.55,0.00
168,100.15,0.00
168,99.55,0.00
168,0.00,100.10
168,99.55,100.10
168,102.78,0.00
168,100.68,0.00
168,100.68,102.58
168,0.00,102.58
168,101.20,102.58
168,101.20,0.00
169,0.00,0.00
169,101.36,0.00
169,0.00,0.00
169,102.26,0.00
169,0.00,0.00
169,0.00,103.56
169,0.00,101.46
169,0.00,103.56
169,0.00,100.62
170,0.00,103.56
170,0.00,0.00
170,0.00,102.82
170,0.00,102.55
170,102.51,102.55
170,0.00,102.55
170,0.00,102.82
170,0.00,101.84
171,0.00,0.00
171,0.00,107.27
171,0.00,101.59
171,0.00,107.27
171,102.07,107.27
171,0.00,107.27
171,0.00,101.41
171,0.00,107.27
171,0.00,100.52
171,0.00,100.84
171,0.00,107.27
171,101.13,107.27
171,0.00,107.27
172,101.60,107.27
172,102.21,107.27
172,0.00,107.27
172,102.87,107.27
172,102.91,107.27
172,102.91,105.09
173,102.91,104.05
173,102.91,105.09
173,104.47,105.09
173,104.47,104.75
173,102.91,104.75
173,104.42,105.09
173,102.91,105.09
174,102.87,105.09
174,103.29,105.09
174,103.19,107.27
174,105.43,107.27
174,105.43,106.79
174,103.19,106.79
174,105.72,107.27
174,103.19,107.27
174,102.87,105.35
174,102.87,107.27
175,105.93,107.27
175,105.93,106.60
175,105.93,106.30
175,105.93,106.02
175,105.93,106.30
175,105.67,106.30
175,105.67,106.32
175,102.87,106.32
175,105.84,106.32
175,105.84,106.60
176,105.84,106.11
176,0.00,105.99
176,0.00,106.11
176,0.00,106.60
176,0.00,105.37
176,0.00,106.60
176,106.21,106.60
176,106.21,106.37
177,105.99,106.60
177,0.00,106.60
177,0.00,105.43
177,0.00,105.85
177,0.00,104.78
177,0.00,106.60
