time,TRADER_FUNDAMENTAL_00,TRADER_FUNDAMENTAL_01,TRADER_FUNDAMENTAL_02,TRADER_FUNDAMENTAL_03,TRADER_FUNDAMENTAL_04,TRADER_FUNDAMENTAL_05,TRADER_FUNDAMENTAL_06,TRADER_FUNDAMENTAL_07,TRADER_FUNDAMENTAL_08,TRADER_FUNDAMENTAL_09,TRADER_FUNDAMENTAL_10,TRADER_FUNDAMENTAL_11,TRADER_FUNDAMENTAL_12,TRADER_FUNDAMENTAL_13,TRADER_FUNDAMENTAL_14,TRADER_FUNDAMENTAL_15,TRADER_FUNDAMENTAL_16,TRADER_FUNDAMENTAL_17,TRADER_FUNDAMENTAL_18,TRADER_FUNDAMENTAL_19,TRADER_MAO_00,TRADER_MAO_01,TRADER_MAO_02,TRADER_MAO_03,TRADER_MAO_04,TRADER_MAO_05,TRADER_MAO_06,TRADER_MAO_07,TRADER_MAO_08,TRADER_MAO_09,TRADER_MAO_10,TRADER_MAO_11,TRADER_MAO_12,TRADER_MAO_13,TRADER_MAO_14,TRADER_MAO_15,TRADER_MAO_16,TRADER_MAO_17,TRADER_MAO_18,TRADER_MAO_19,TRADER_MAO_50,TRADER_MAO_51,TRADER_MAO_52,TRADER_MAO_53,TRADER_MAO_54,TRADER_MAO_55,TRADER_MAO_56,TRADER_MAO_57,TRADER_MAO_58,TRADER_MAO_59,TRADER_MAO_60,TRADER_MAO_61,TRADER_MAO_62,TRADER_MAO_63,TRADER_MAO_64,TRADER_MAO_65,TRADER_MAO_66,TRADER_MAO_67,TRADER_MAO_68,TRADER_MAO_69,TRADER_Q_LEARNING_00,TRADER_Q_LEARNING_01,TRADER_Q_LEARNING_02,TRADER_Q_LEARNING_03,TRADER_Q_LEARNING_04,TRADER_RANDOM_00,TRADER_RANDOM_01,TRADER_RANDOM_02,TRADER_RANDOM_03,TRADER_RANDOM_04,TRADER_RANDOM_05,TRADER_RANDOM_06,TRADER_RANDOM_07,TRADER_RANDOM_08,TRADER_RANDOM_09,TRADER_RANDOM_10,TRADER_RANDOM_11,TRADER_RANDOM_12,TRADER_RANDOM_13,TRADER_RANDOM_14,TRADER_RANDOM_15,TRADER_RANDOM_16,TRADER_RANDOM_17,TRADER_RANDOM_18,TRADER_RANDOM_19
2550,164.670200,107.190180,190.823680,282.175570,104.106080,199.326350,124.771720,168.648130,230.098600,321.061960,224.710670,217.577510,336.371780,157.775800,216.744240,111.851170,244.610410,295.276780,127.028720,293.997250,-2.490550,14.643980,-7.544620,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-5.466610,10.214140,-11.330410,9.373150,-4.398430,-0.393020,-4.176320,-16.358480,1.700000,7.592350,-18.164320,-7.106530,-10.990560,-6.760350,-5.752770,-7.895360,-8.452060,-3.134020,-5.687940,-4.042600,7.148030,-5.563800,0.745140,-1.479790,-9.950650,0.000000,-3.912880,-8.781490,-3.097840,-12.827200,-15.079460,-127.360410,-309.889070,208.947240,-325.684570,-228.259610,-225.130410,-272.867320,-104.584140,1.580640,-89.551080,-188.043290,-260.048680,8.334020,-216.468060,-291.532950,-129.065260,-148.027070,-280.586640,0.717540,-160.904520,-81.753360,-189.489490,-194.117600,-185.274970,-212.188920
2600,93.734720,-16.503830,72.814080,355.313980,-143.502080,-51.611580,470.987190,-136.681750,159.960300,192.626460,180.967090,450.697500,528.951760,-22.309080,155.837920,-128.890500,175.148690,181.681860,35.131660,128.664590,-2.490550,14.643980,-2.866200,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-6.477360,10.214140,-9.188090,9.373150,-0.113790,1.749300,-4.176320,-14.216160,0.011000,11.876990,-16.022000,-0.679570,-13.132880,-6.760350,-3.610450,-3.610720,-8.452060,-5.276340,-5.687940,-1.900280,7.148030,-5.563800,-0.060800,-0.712270,-2.570790,0.000000,-3.912880,-4.496850,-0.955520,-5.447340,-16.614500,1164.644340,-1108.823180,-213.715750,1538.363770,-489.030970,-311.371150,-291.236220,-114.569590,-2.726480,-128.095660,-260.806370,-312.974210,-38.157030,-66.879140,-337.515990,-36.075790,-139.996500,-325.446900,36.294250,-5.072720,-206.277000,-303.723350,-256.200910,-196.244560,-181.236250
2650,61.923240,-60.492370,38.807510,377.162810,-234.609980,-144.589190,609.138160,-255.098510,137.786220,141.277480,166.712300,539.673050,600.638580,-87.603450,133.378870,-225.605170,150.952610,141.395190,1.923340,68.331970,-2.490550,14.643980,-10.902410,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-1.798940,10.214140,-8.382150,9.373150,1.498090,2.555240,-4.176320,-13.410220,-0.440000,13.488870,-15.216060,1.738250,-13.938820,-6.760350,-2.804510,-1.998840,-8.452060,-6.082280,-5.687940,-1.094340,7.148030,-5.563800,0.691760,-8.092130,-3.343460,0.000000,-3.912880,-2.884970,-0.149580,-6.220010,-1.854780,1659.103570,-1410.263560,-388.152510,2249.327430,-572.503810,-356.018110,-299.104950,-127.944090,-9.728890,-153.879680,-289.899130,-333.265730,-52.014710,-16.265700,-352.934690,10.029370,-139.512900,-330.063260,54.331610,62.893540,-266.652310,-350.706200,-280.129650,-205.811230,-173.850850
2700,103.019790,-14.640290,82.226810,352.695250,-144.734240,-53.093130,492.590200,-144.831680,162.222280,194.121600,192.606000,464.385980,536.394520,-20.956430,168.240080,-132.287730,184.119610,179.711470,47.199090,126.865190,-2.490550,14.643980,-11.669930,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-9.835150,10.214140,-9.134710,9.373150,-0.007030,1.802680,-4.176320,-14.162780,0.431460,11.983750,-15.968620,-0.519430,-13.186260,-6.760350,-3.557070,-3.503960,-8.452060,-5.329720,-5.687940,-1.846900,7.148030,-5.563800,-0.418720,-7.319460,-4.332660,0.000000,-3.912880,-4.390090,-0.902140,-7.209210,-3.400120,1200.327060,-1127.862330,-218.659690,1610.500640,-504.164110,-355.786920,-303.265850,-121.444660,-9.520910,-137.951590,-258.921300,-298.805820,-49.957020,-79.048960,-341.985050,-29.415810,-158.557050,-324.407450,36.508720,9.521630,-222.876070,-318.062440,-267.645310,-216.844410,-191.917850
2750,59.206690,-75.095480,32.858630,412.306680,-274.041090,-189.474010,688.357690,-319.454770,139.636780,126.633190,165.360290,583.300200,641.103860,-105.252910,141.958400,-266.653990,146.896410,119.814730,-6.887650,41.073820,-2.490550,14.643980,-4.290070,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-10.602670,10.214140,-8.024230,9.373150,2.213930,2.913160,-4.176320,-13.052300,1.500720,14.204710,-14.858140,2.812010,-14.296740,-6.760350,-2.446590,-1.283000,-8.452060,-6.440200,-5.687940,-0.736420,7.148030,-5.563800,0.310750,-6.330260,-4.122920,0.000000,-3.912880,-2.169130,0.208340,-6.999470,-5.378520,1879.827700,-1551.257470,-471.635670,2608.764910,-565.459120,-409.952510,-316.849910,-119.528960,-36.345760,-160.959360,-309.854360,-324.843770,-90.569820,8.216280,-393.481620,48.207200,-146.840990,-345.499470,64.455200,71.391790,-305.572420,-395.473490,-313.800490,-220.937660,-179.140680
2800,95.918750,-35.804100,72.689150,380.498310,-174.460660,-97.953740,571.257960,-204.927980,158.274250,173.584730,196.031560,509.075210,573.017620,-38.746180,159.224540,-172.525420,172.150060,162.089090,35.933210,111.200810,-2.490550,14.643980,-5.062740,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-3.222810,10.214140,-8.753700,9.373150,0.754990,2.183690,-4.176320,-13.781770,2.044150,12.745770,-15.587610,0.623600,-13.567270,-6.760350,-3.176060,-2.741940,-8.452060,-5.710730,-5.687940,-1.465890,7.148030,-5.563800,1.676350,-6.540000,-5.276910,0.000000,-3.912880,-3.628070,-0.521130,-8.153460,-4.959040,1435.784140,-1262.619660,-270.201700,1933.343270,-549.260510,-384.838620,-312.984400,-136.403900,-35.406870,-136.888770,-271.889780,-302.342780,-64.645710,-55.805560,-376.457770,-0.831500,-164.043990,-344.170410,54.490180,12.466420,-257.694800,-361.186360,-298.251230,-204.635310,-200.249830
2850,166.372990,48.593580,142.851590,311.200670,-1.157230,71.980660,319.641480,16.089180,181.615960,277.313140,233.583960,374.428360,437.438810,66.915970,190.981970,-1.825420,229.354560,240.303600,117.375890,234.985140,-2.490550,14.643980,-6.051940,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-3.995480,10.214140,-10.119300,9.373150,-1.976210,0.818090,-4.176320,-15.147370,-4.609980,10.014570,-16.953210,-3.473200,-12.201670,-6.760350,-4.541660,-5.473140,-8.452060,-4.345130,-5.687940,-2.831490,7.148030,-5.563800,0.665600,-5.386010,-8.792450,0.000000,-3.912880,-6.359270,-1.886730,-11.669000,-7.267020,569.810700,-718.705570,92.043580,663.519230,-529.503820,-324.166650,-295.059670,-144.053250,-20.632480,-121.385470,-206.659150,-262.272900,-30.349280,-148.058370,-333.463800,-86.570900,-179.458500,-331.110760,25.094400,-90.833730,-159.835180,-276.343500,-257.677060,-182.520640,-204.394370
2900,122.758370,-1.961760,95.649770,363.188370,-130.494130,-43.896560,511.272650,-152.282260,160.415140,212.051710,204.156130,481.787210,542.378480,-7.742700,173.039680,-127.424570,184.369890,183.303260,40.630260,152.092840,-2.490550,14.643980,-5.842200,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-4.984680,14.272020,-9.108550,9.373150,0.045290,1.828840,-4.176320,-14.136620,-1.980000,12.036070,-15.942460,-0.440950,-13.212420,-6.760350,-3.530910,-3.451640,-8.452060,-5.355880,-5.687940,-1.820740,7.148030,-5.563800,5.344020,-1.870470,-0.686430,0.000000,-3.912880,-4.337770,-0.875980,-3.562980,-14.298100,1198.476540,-1146.171330,-201.778310,1586.726500,-538.488350,-355.915710,-300.783210,-123.530280,-32.355610,-128.199570,-255.034930,-297.728160,-57.117230,-69.913160,-375.674570,-29.000020,-172.391360,-328.225510,43.595300,-12.619930,-231.546190,-344.354500,-289.982190,-203.724940,-202.204840
2950,349.248660,287.558390,333.376470,113.392210,481.938900,524.499870,-358.089100,641.986110,215.582630,540.971910,341.767700,-5.778250,71.091090,335.148590,267.683820,487.086810,395.872370,449.808020,358.629580,535.426470,-2.490550,14.643980,-6.996190,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-4.774940,14.272020,-13.786970,9.373150,-9.311550,-2.849580,-4.176320,-18.815040,2.933800,2.679230,-20.620880,-14.476210,-8.534000,-6.760350,-8.209330,-12.808480,-8.452060,-0.677460,-5.687940,-6.499160,7.148030,-5.563800,-2.692190,-9.976490,-1.885090,0.000000,-3.912880,-13.694610,-5.554400,-4.761640,1.913940,-1837.717190,811.748000,1194.725910,-2739.631850,-625.505510,-136.533110,-235.935050,-201.760450,32.710630,-75.221210,-7.508240,-175.167560,83.772500,-457.346620,-233.639620,-304.493670,-186.275380,-304.273250,-61.764010,-314.673240,110.234650,-78.578700,-111.084610,-147.251670,-223.898580
3000,-27.029210,-194.807900,-67.924450,550.564370,-557.287620,-438.903310,1155.595180,-742.729610,142.443900,3.810320,107.123190,853.193680,881.287540,-256.777340,115.954990,-557.164870,27.010540,-4.043680,-198.843070,-115.351490,-2.490550,14.643980,-10.511730,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-5.928930,14.272020,-5.750760,9.373150,6.760870,5.186630,-4.176320,-10.778830,2.933800,18.751650,-12.584670,9.632420,-16.570210,-6.760350,-0.173120,3.263940,-8.452060,-8.713670,-5.687940,1.537050,7.148030,-5.563800,-3.459710,-8.777830,-4.057580,0.000000,-3.912880,2.377810,2.481810,-6.934130,-0.483380,3433.213780,-2639.116480,-1243.914340,4746.736230,-420.570740,-533.219050,-381.088970,-84.009800,-108.887270,-152.196330,-410.317250,-384.747580,-158.662990,174.891430,-498.639220,165.723460,-160.446050,-356.558940,115.597570,151.329200,-463.965910,-521.182600,-435.411210,-237.987640,-210.918140
3050,-94.117380,-214.771830,-111.180220,606.907290,-658.967880,-502.006390,1332.392970,-871.962920,141.720840,-30.016760,129.785190,938.590140,974.161910,-313.281420,107.185620,-660.520490,0.750990,-36.853080,-304.956810,-174.284130,-2.490550,14.643980,-2.405710,9.978800,-8.438570,-1.450470,-1.994090,1.877660,-3.894250,-9.444470,14.272020,-4.983240,9.373150,8.295910,5.954150,-4.176320,-10.011310,2.984270,20.286690,-11.817150,11.934980,-17.337730,-6.760350,0.594400,4.798980,-8.452060,-9.481190,-5.687940,2.304570,7.148030,-5.563800,3.920150,-6.605340,-2.242920,0.000000,-3.912880,3.912850,3.249330,-5.119470,-4.828360,4012.382010,-3061.224440,-1633.464620,5604.115280,-322.168580,-583.284320,-405.997270,-101.685900,-110.225020,-148.646080,-438.178490,-384.897760,-183.392220,209.609370,-533.319920,177.513870,-174.435880,-411.265080,140.569240,189.257900,-532.507850,-577.623880,-469.669700,-278.024530,-187.914650
3100,296.237330,215.379630,293.914050,228.626130,332.600570,385.436760,-93.144830,442.382240,182.500110,438.104640,335.480360,166.840400,235.578420,270.849050,291.313340,358.039630,368.232000,408.963630,293.253400,451.888650,-2.490550,14.643980,-3.604370,9.978800,-8.438570,-0.309160,-1.994090,1.877660,-3.894250,-1.338450,17.978960,-12.363100,9.373150,-6.463810,-1.425710,-4.176320,-17.391170,-4.428220,5.526970,-19.197010,-10.204600,-9.957870,-6.760350,-6.785460,-9.960740,-8.452060,-2.101330,-5.687940,-5.075290,7.148030,-5.563800,3.147480,-8.420000,-3.931920,0.000000,-3.912880,-10.846870,-4.130530,-6.808470,-1.199040,-1085.396320,281.847620,965.839200,-1653.564950,-740.459590,-233.419170,-296.788290,-210.091080,-31.077050,-67.511830,-77.341520,-229.178470,49.342950,-371.066680,-302.620580,-216.368160,-197.475320,-297.956610,-74.238150,-241.962280,41.067910,-198.097710,-194.240940,-154.551390,-239.271380
3150,258.002150,171.546900,263.369190,280.742110,234.873710,295.612970,87.931330,319.676830,189.471560,390.143620,316.455060,258.680340,330.914630,201.894820,279.672300,254.154860,336.128200,367.904430,231.289530,400.024620,-2.490550,14.643980,-3.791530,9.978800,-8.156040,-2.481650,-1.994090,1.877660,-3.894250,-2.537110,17.978960,-11.590430,9.373150,-4.918470,-0.653040,-4.176320,-16.618500,-4.585400,7.072310,-18.424340,-7.886590,-10.730540,-6.760350,-6.012790,-8.415400,-8.452060,-2.874000,-5.687940,-4.302620,7.148030,-5.563800,2.158280,-6.731000,-4.382920,0.000000,-3.912880,-9.301530,-3.357860,-7.259470,-4.577040,-574.475620,-62.030100,697.864720,-1019.121870,-779.415830,-252.541900,-291.901790,-212.280130,-37.928590,-87.163640,-95.151600,-234.919030,33.883420,-342.921800,-318.365210,-150.251590,-195.424040,-316.086850,-25.784890,-167.685820,-25.084660,-232.724840,-233.518440,-192.713100,-232.576940
3200,194.931730,122.843820,214.973220,337.186980,106.348270,186.002250,278.846930,142.586620,191.799910,336.499640,297.344500,361.925320,436.513170,123.973760,258.944800,120.762880,290.468920,317.429170,171.272130,315.973570,-2.490550,14.643980,-0.162210,9.978800,-10.328530,-0.666990,-1.994090,1.877660,-3.894250,-4.709600,17.978960,-10.601230,9.373150,-2.940070,0.336160,-4.176320,-15.629300,-4.585400,9.050710,-17.435140,-4.918990,-11.719740,-6.760350,-5.023590,-6.437000,-8.452060,-3.863200,-5.687940,-3.313420,7.148030,-5.563800,2.368020,-6.280000,-3.511460,0.000000,-3.912880,-7.323130,-2.368660,-6.388010,-5.479040,132.060140,-508.932070,354.699730,-56.893600,-766.384560,-297.354200,-309.297080,-182.762940,-54.500500,-105.565820,-143.145400,-255.640300,-4.254340,-254.595240,-343.157230,-105.501160,-177.244460,-335.922250,-13.027400,-115.041720,-126.798420,-296.800450,-281.484270,-210.891810,-237.915220
3250,210.668080,150.108870,222.708870,328.686340,135.411740,211.307810,240.984990,186.298570,189.469390,355.587660,308.332630,340.504390,420.008610,144.950620,276.108290,156.842320,298.797220,334.247320,197.803710,336.448140,-2.490550,14.643980,-3.540210,9.978800,-8.513870,-2.355990,-1.994090,1.877660,-3.894250,-2.894940,17.978960,-10.810970,9.373150,-3.359550,0.126420,-4.176320,-15.839040,-4.585400,8.631230,-17.644880,-5.548210,-11.510000,-6.760350,-5.233330,-6.856480,-8.452060,-3.653460,-5.687940,-3.523160,7.148030,-5.563800,1.214030,-7.151460,-2.442200,0.000000,-3.912880,-7.742610,-2.578400,-5.318750,-3.736120,-26.119380,-403.016850,451.600890,-310.312540,-810.596090,-291.417730,-304.678070,-186.495680,-40.420640,-109.707160,-132.663100,-249.752860,0.495730,-272.649090,-323.555900,-115.391160,-182.141960,-333.656300,-29.384490,-140.647630,-117.674040,-275.410740,-274.516360,-213.292780,-241.497220
3300,116.325070,88.837230,164.004700,389.266630,-14.026740,84.813000,468.185210,-31.123340,191.762350,283.593130,274.517660,463.890000,529.808600,72.530850,243.774180,-3.766310,251.895760,266.315880,71.174760,249.163940,-2.490550,14.643980,-4.442210,9.978800,-10.202870,-2.806990,-1.994090,1.877660,-3.894250,-4.583940,17.978960,-9.656980,9.373150,-1.051570,1.280410,-4.176320,-14.685050,-4.585400,10.939210,-16.490890,-2.086240,-12.663990,-6.760350,-4.079340,-4.548500,-8.452060,-4.807450,-5.687940,-2.369170,7.148030,-5.563800,-2.301510,-8.220720,-1.898770,0.000000,-3.912880,-5.434630,-1.424410,-4.775320,-1.597600,805.945080,-1002.514460,-52.031610,949.642060,-651.539790,-349.568780,-318.104590,-157.840890,-59.381220,-119.985050,-207.336370,-284.522090,-44.201160,-208.873910,-368.858570,-54.508220,-194.320020,-342.856040,-1.691040,-87.111790,-183.052650,-344.128110,-324.990520,-227.146670,-231.131630
3350,-164.479430,-131.116500,-26.861360,559.656070,-497.579110,-315.612410,1181.293660,-694.073880,201.379360,79.117630,151.090280,839.033140,867.452190,-208.961000,102.674600,-506.581390,114.727980,20.044050,-313.836360,-37.728650,-2.490550,14.643980,-2.699290,9.978800,-10.653870,-1.935530,-1.994090,1.877660,-3.894250,-5.034940,17.978960,-6.141440,9.373150,5.979510,4.795950,-4.176320,-11.169510,-4.585400,17.970290,-12.975350,8.460380,-16.179530,-6.760350,-0.563800,2.482580,-8.452060,-8.322990,-5.687940,1.146370,7.148030,-5.563800,5.804510,-8.764150,-8.552900,0.000000,-3.912880,1.596450,2.091130,-11.429450,-0.510740,3390.603350,-2812.109840,-1635.976630,4939.343020,-126.625230,-565.453860,-380.455070,-72.724010,-110.029700,-177.276470,-414.310730,-371.035860,-155.724410,60.343030,-476.226940,161.646250,-234.138100,-409.552440,120.531270,64.243320,-410.355580,-569.948020,-486.064160,-268.365300,-214.297640
3400,516.592330,406.146400,449.853870,196.697370,636.816550,624.909750,-482.022650,872.085360,175.888190,600.376160,424.398250,12.726420,115.310750,457.492950,440.590820,681.041880,477.549610,620.363010,593.648300,650.457440,-2.490550,14.643980,-0.560770,9.978800,-9.782410,-0.866270,-1.994090,1.877660,-3.894250,-4.163480,17.978960,-14.247460,9.373150,-10.232530,-3.310070,-4.176320,-19.275530,-4.585400,1.758250,-21.081370,-15.857680,-8.073510,-6.760350,-8.669820,-13.729460,-8.452060,-0.216970,-5.687940,-6.959650,7.148030,-5.563800,4.605850,-2.110020,-5.922920,0.000000,-3.912880,-14.615590,-6.014890,-8.799470,-13.819000,-2645.960680,1362.490460,2134.166070,-4426.898550,-1404.344260,-82.141440,-214.277610,-295.165780,14.987320,-42.544450,48.783540,-177.423880,74.346210,-559.594690,-216.439010,-396.230750,-146.903940,-351.543950,-174.519520,-288.882390,114.720840,-44.514150,-115.361230,-209.550550,-281.381050
3450,430.840550,328.074620,390.926510,259.295690,472.683250,478.239160,-235.961460,653.162160,191.203030,532.410840,390.975330,137.548910,234.371310,368.341260,388.570770,515.517360,427.617740,536.341540,454.773270,556.380290,0.404190,18.037810,0.526090,9.978800,-8.713150,-0.322840,-1.994090,1.877660,-3.894250,-3.094220,14.040270,-17.196010,9.373150,-2.297950,-0.066830,-4.176320,-18.944350,-4.585400,4.155570,-21.774880,-12.261700,-9.272170,-6.760350,-7.471160,-11.332140,-8.452060,-1.415630,-5.687940,-5.760990,7.148030,-5.563800,2.433360,-4.740000,-3.242920,0.000000,-3.912880,-12.218270,-4.816230,-6.119470,-8.559040,-1762.191090,766.694880,1594.401220,-3066.564700,-1222.436710,-162.344340,-252.750980,-259.354350,4.532820,-54.348310,-37.075250,-220.631900,39.119100,-493.118330,-262.004260,-328.193430,-169.472300,-370.595410,-112.648420,-256.796680,30.195480,-124.090210,-157.000640,-238.653130,-270.047690
3500,246.169940,188.382340,254.831520,340.935770,177.834530,252.070680,217.924220,235.039440,208.113600,404.542880,330.709000,365.145850,439.947160,192.842950,289.486550,188.859200,342.971590,377.576910,198.559260,368.658740,-1.768300,15.865320,-12.782170,9.978800,-8.169720,-6.976970,-1.994090,1.877660,-3.894250,-2.550790,12.606230,-17.196010,9.373150,-0.125460,-0.066830,-4.176320,-18.944350,-4.585400,8.500550,-21.774880,-5.744230,-11.444660,-6.760350,-5.298670,-6.987160,-8.452060,-3.588120,-5.687940,-3.588500,7.148030,-5.563800,4.248020,-7.420000,-2.802670,0.000000,-3.912880,-7.873290,-2.643740,-5.679220,-3.199040,-118.143160,-391.799760,549.597400,-496.033710,-873.055640,-302.823780,-293.295000,-195.066480,-50.902540,-104.650180,-158.390990,-245.584760,-43.164760,-307.642950,-359.581200,-163.530510,-190.181810,-377.316980,-56.800930,-148.077160,-123.821810,-263.591060,-285.780710,-245.940340,-251.071140
3550,415.738740,321.886520,383.760590,284.473600,427.200490,449.766370,-185.299940,604.194100,200.334760,513.253160,390.783590,185.850920,286.792710,341.205080,372.416250,469.136910,420.989160,521.295730,421.537040,548.378500,0.046360,17.679980,-7.522210,9.978800,-14.823850,-4.346990,-1.994090,1.877660,-3.894250,-9.204920,11.937530,-17.196010,9.373150,-1.940120,-0.066830,-4.176320,-18.944350,-4.585400,4.871230,-21.774880,-11.188210,-9.630000,-6.760350,-7.113330,-10.616480,-8.452060,-1.773460,-5.687940,-5.403160,7.148030,-5.563800,2.559020,-7.860250,-3.192450,0.000000,-3.912880,-11.502610,-4.458400,-6.069000,-2.318540,-1549.299000,547.652640,1531.024390,-2738.519620,-1147.557030,-203.333770,-282.902380,-279.328910,-2.737890,-71.370020,-78.707710,-202.929990,12.093600,-468.098810,-285.564430,-317.328020,-172.264350,-348.016980,-125.429420,-227.677610,-11.485430,-126.573850,-159.837400,-249.016950,-294.347830
3600,276.153720,193.144040,275.967810,345.711250,199.841540,275.523990,195.929590,271.082350,214.811760,432.173250,341.818590,371.901480,429.721710,216.013730,289.745250,213.423660,337.522450,393.877450,209.192170,389.178570,-1.642640,15.990980,-2.162210,9.978800,-12.193870,-1.666990,-1.994090,1.877660,-3.894250,-6.574940,10.005130,-17.196010,9.373150,-0.251120,-0.066830,-4.176320,-18.944350,-4.585400,8.249230,-21.774880,-6.121210,-11.319000,-6.760350,-5.424330,-7.238480,-8.452060,-3.462460,-5.687940,-3.714160,7.148030,-5.563800,2.108020,-7.470470,-10.604940,0.000000,-3.912880,-8.124610,-2.769400,-13.481490,-3.098100,-223.939320,-339.068840,646.407250,-692.326750,-882.478110,-308.067650,-298.323400,-202.123560,-70.682340,-92.721690,-158.033950,-250.780270,-49.770340,-318.899410,-351.201450,-185.802440,-201.628360,-368.092040,-100.987620,-155.834860,-121.803890,-239.535590,-266.938860,-241.014370,-275.259990
3650,238.881080,153.198040,251.653050,351.138250,138.144320,229.012830,301.223800,172.358350,221.199140,411.024630,323.372150,418.375110,468.262710,183.021380,261.011350,145.249290,328.948430,361.324710,144.415160,357.273530,-2.093640,15.539980,-1.281710,9.978800,-14.671800,-1.226740,-1.994090,1.877660,-8.899290,-9.042050,15.337030,-17.196010,9.373150,0.199880,-0.066830,-4.176320,-18.944350,-4.585400,9.151230,-21.774880,-4.768210,-11.770000,-6.760350,-4.973330,-6.336480,-8.452060,-3.913460,-5.687940,-3.263160,7.148030,-5.563800,2.979480,-0.057980,-3.342920,0.000000,-3.912880,-7.222610,-2.318400,-6.219470,-17.923080,137.706340,-563.413130,388.654730,-130.443440,-797.238400,-329.560190,-317.534720,-183.335390,-83.554210,-99.613750,-178.198640,-267.421340,-56.287430,-284.740720,-365.849630,-159.609980,-203.332260,-382.437670,-85.142210,-138.483370,-152.773700,-284.315060,-302.559590,-228.957370,-266.368670
3700,316.755380,236.290700,317.577680,331.988200,255.828270,315.454670,117.383270,351.197870,226.961280,468.262330,351.258870,336.616020,401.577980,257.861390,308.055360,285.204500,361.830390,433.153640,267.920780,437.490300,-1.222180,16.411440,-2.061270,9.978800,-14.671800,-1.616520,-8.401660,1.877660,-9.339540,-9.042050,10.637530,-17.196010,9.373150,-0.671580,-0.066830,-4.176320,-18.944350,-4.585400,7.408310,-21.774880,-7.382590,-10.898540,-6.760350,-5.844790,-8.079400,-8.452060,-3.042000,-5.687940,-4.134620,7.148030,-5.563800,4.048740,-7.320000,-5.812920,0.000000,-3.912880,-8.965530,-3.189860,-8.689470,-3.399040,-609.497020,-149.432530,938.752230,-1243.149050,-960.729600,-291.227950,-311.550360,-209.969810,-54.870580,-72.552360,-143.204540,-242.067720,-39.181770,-364.902910,-331.364880,-231.565770,-197.821720,-380.059980,-121.799840,-185.198750,-89.150270,-226.261760,-234.945040,-216.372870,-287.137980
3750,410.079870,330.983640,396.285140,316.224460,385.238090,428.527100,-129.491480,587.567210,240.392550,538.270850,378.916690,255.128150,323.451290,350.358490,375.353700,460.806060,406.416450,517.773720,431.233220,543.822440,-0.152920,17.480700,-20.258390,9.978800,-14.671800,-9.029010,-8.401660,1.877660,-8.949760,-10.225820,11.609130,-17.196010,9.373150,-1.740840,-0.066830,-4.176320,-18.944350,-4.585400,5.269790,-21.774880,-10.590370,-9.829280,-6.760350,-6.914050,-10.217920,-8.452060,-1.972740,-5.687940,-5.203880,7.148030,-5.563800,4.592170,-4.850000,-3.804580,0.000000,-3.912880,-11.104050,-4.259120,-6.681130,-8.339040,-1546.868140,329.428230,1598.257790,-2621.935130,-1135.107590,-232.863420,-299.615290,-239.334960,-12.985130,-57.612070,-108.577960,-227.880620,-9.003410,-452.750270,-284.776710,-314.599720,-187.575140,-377.122460,-172.178060,-246.008580,-17.352810,-156.004610,-145.189810,-214.691460,-292.653520
3800,453.957080,387.807640,442.192820,320.280090,467.441520,490.574430,-266.349840,733.325350,253.633710,566.313000,400.577480,233.943850,286.440930,400.752260,409.272840,568.288590,445.313970,573.106160,527.469470,606.226700,0.390510,18.024130,3.328200,9.978800,-12.882070,-10.326990,-8.401660,1.877660,-1.537270,-17.638310,4.473730,-17.196010,9.373150,-2.284270,-0.066830,-4.176320,-18.944350,-4.585400,4.182930,-21.774880,-12.220660,-9.285850,-6.760350,-7.457480,-11.304780,-8.452060,-1.429310,-5.687940,-5.747310,7.148030,-5.563800,-2.061960,-6.858340,-4.849050,0.000000,-3.912880,-12.190910,-4.802550,-7.725600,-4.322360,-2027.436860,539.492800,1971.218010,-3334.189370,-1251.908290,-218.579510,-308.196410,-261.983400,14.605630,-49.841180,-105.542460,-204.631000,-2.982010,-497.030630,-299.374010,-363.211720,-181.170350,-374.672700,-188.409810,-283.303660,23.251870,-114.330080,-125.872260,-224.938440,-309.738850
