time,TRADER_FUNDAMENTAL_00,TRADER_FUNDAMENTAL_01,TRADER_FUNDAMENTAL_02,TRADER_FUNDAMENTAL_03,TRADER_FUNDAMENTAL_04,TRADER_FUNDAMENTAL_05,TRADER_FUNDAMENTAL_06,TRADER_FUNDAMENTAL_07,TRADER_FUNDAMENTAL_08,TRADER_FUNDAMENTAL_09,TRADER_FUNDAMENTAL_10,TRADER_FUNDAMENTAL_11,TRADER_FUNDAMENTAL_12,TRADER_FUNDAMENTAL_13,TRADER_FUNDAMENTAL_14,TRADER_FUNDAMENTAL_15,TRADER_FUNDAMENTAL_16,TRADER_FUNDAMENTAL_17,TRADER_FUNDAMENTAL_18,TRADER_FUNDAMENTAL_19,TRADER_MAO_00,TRADER_MAO_01,TRADER_MAO_02,TRADER_MAO_03,TRADER_MAO_04,TRADER_MAO_05,TRADER_MAO_06,TRADER_MAO_07,TRADER_MAO_08,TRADER_MAO_09,TRADER_MAO_10,TRADER_MAO_11,TRADER_MAO_12,TRADER_MAO_13,TRADER_MAO_14,TRADER_MAO_15,TRADER_MAO_16,TRADER_MAO_17,TRADER_MAO_18,TRADER_MAO_19,TRADER_MAO_50,TRADER_MAO_51,TRADER_MAO_52,TRADER_MAO_53,TRADER_MAO_54,TRADER_MAO_55,TRADER_MAO_56,TRADER_MAO_57,TRADER_MAO_58,TRADER_MAO_59,TRADER_MAO_60,TRADER_MAO_61,TRADER_MAO_62,TRADER_MAO_63,TRADER_MAO_64,TRADER_MAO_65,TRADER_MAO_66,TRADER_MAO_67,TRADER_MAO_68,TRADER_MAO_69,TRADER_Q_LEARNING_00,TRADER_Q_LEARNING_01,TRADER_Q_LEARNING_02,TRADER_Q_LEARNING_03,TRADER_Q_LEARNING_04,TRADER_RANDOM_00,TRADER_RANDOM_01,TRADER_RANDOM_02,TRADER_RANDOM_03,TRADER_RANDOM_04,TRADER_RANDOM_05,TRADER_RANDOM_06,TRADER_RANDOM_07,TRADER_RANDOM_08,TRADER_RANDOM_09,TRADER_RANDOM_10,TRADER_RANDOM_11,TRADER_RANDOM_12,TRADER_RANDOM_13,TRADER_RANDOM_14,TRADER_RANDOM_15,TRADER_RANDOM_16,TRADER_RANDOM_17,TRADER_RANDOM_18,TRADER_RANDOM_19
50,18.998420,-3.514330,3.225090,-27.472290,16.577280,4.914750,5.532750,-19.262700,-32.878870,-9.154910,4.845600,-19.756120,28.718210,8.978470,-2.131440,-2.670950,9.938880,14.524740,-26.695480,-27.471150,2.117540,5.827380,-2.802000,3.317540,-8.770000,3.147050,-4.426240,8.631730,-9.860000,-9.210000,6.466390,0.627540,-0.340000,0.843870,4.237540,1.511560,3.017540,0.810360,0.607540,-1.662460,1.687540,0.647540,-4.208250,0.212680,-0.112460,0.977540,6.943340,-0.530230,2.222260,4.636140,1.069000,7.877260,0.560000,-2.573040,0.828170,-3.423760,6.426050,8.347540,-5.449590,0.421090,9.004460,-19.104930,22.779430,-22.316420,-2.251350,-22.591390,-0.723060,-7.735080,-0.095170,-16.402090,9.180550,12.038080,-7.365800,-14.224140,-4.620290,24.234710,14.244750,40.535010,1.072850,6.489930,2.231600,5.174140,-3.715030,14.806620,-42.521450
100,38.381350,11.484180,-0.678230,-20.507920,11.773510,6.385620,19.712420,-10.685120,-42.511220,-12.227550,24.632480,-21.747800,30.973820,16.791070,-15.834840,9.814350,38.950830,17.154740,-14.697830,-10.633700,-0.287810,3.422030,-0.590000,0.912190,-3.122000,5.359050,-4.426240,6.226380,-4.212000,-3.562000,10.214140,-1.777810,-0.340000,-1.561480,1.832190,-0.893790,0.612190,1.630000,-1.797810,-4.067810,-0.717810,-1.757810,-0.769960,-2.192670,-2.517810,-1.427810,4.537990,-2.935580,-0.183090,4.636140,-1.336350,7.877260,-2.230120,0.865250,0.828170,0.014530,4.020700,5.942190,-2.011300,-2.369030,-21.766360,-1.915620,6.812330,-5.900020,10.804950,-26.530590,-0.558280,17.029970,-10.455670,-10.836040,2.633800,-6.565150,3.473060,-21.086530,-5.336570,24.522510,9.692910,17.661440,-13.379550,6.491040,-27.516180,-23.656250,7.459130,32.597810,-51.793980
150,52.603850,5.044610,3.392060,-23.478320,17.792070,9.772950,42.107350,-1.398770,-56.507210,-4.990040,26.731480,-18.932270,35.835610,16.268350,-13.074230,10.422010,37.864710,29.460890,-39.866690,-9.605720,-0.258710,3.451130,-0.810000,0.941290,-0.910000,5.139050,-4.426240,6.255480,-2.000000,-1.350000,10.214140,-1.748710,-0.340000,-1.532380,1.861290,-0.864690,0.641290,1.630000,-1.768710,-4.038710,-0.688710,-1.728710,-1.968130,-2.163570,-2.488710,-1.398710,4.567090,-2.906480,-0.153990,4.636140,-1.307250,7.877260,1.208170,-0.332920,0.828170,-1.183640,4.049800,5.971290,-3.209470,1.069260,-51.970000,-0.679110,22.219060,-7.585750,-21.175740,-20.613730,-9.501370,38.550440,7.853900,-5.062080,-7.625500,7.739880,-23.696030,-44.804620,5.320080,35.992110,-15.644500,-0.098310,-6.952700,11.380960,-20.502010,-39.490880,20.140970,59.128700,-64.594340
200,49.686660,6.417280,15.268990,-10.493240,17.137190,17.552330,43.876210,3.620580,-51.705140,6.136630,37.843660,-5.777610,42.764520,21.046470,-10.370950,8.257750,45.497640,39.137870,-33.516260,4.242700,-0.972770,2.737070,-3.600120,0.227230,-1.130000,2.348930,-4.426240,5.541420,-2.220000,-1.570000,10.214140,-2.462770,-0.340000,-2.246440,1.147230,-1.578750,-0.072770,1.630000,-2.482770,-4.752770,-1.402770,-2.442770,-2.105430,-2.877630,-3.202770,-2.112770,3.853030,-3.620540,-0.868050,4.636140,-2.021310,7.877260,0.010000,-0.470220,0.828170,-1.320940,3.335740,5.257230,-3.346770,-0.128910,-35.930340,-8.282810,2.854310,-13.753900,-51.146370,-8.690880,-18.963300,31.698530,-6.718760,-14.892260,-8.905280,-8.145020,-21.467510,-49.131100,11.821080,17.211100,-4.249820,-14.141770,-9.672360,13.960200,-15.666290,-28.756750,20.266540,49.440040,-71.879120
250,20.633370,37.398380,45.107810,45.844030,-34.821600,40.615940,26.285190,47.525270,26.065530,34.104860,18.020020,34.941060,35.331780,37.661310,26.207870,37.290540,43.673290,37.621600,18.564540,49.317740,-4.531740,-0.821900,-0.161830,-3.331740,-3.920120,5.787220,-4.426240,1.982450,-5.010120,-4.360120,10.214140,-6.021740,-0.340000,-5.805410,-2.411740,-5.137720,-3.631740,1.630000,-6.041740,-8.311740,-4.961740,-6.001740,-3.119370,-6.436600,-6.761740,-5.671740,0.294060,-7.179510,-4.427020,4.636140,-5.580280,7.877260,-0.127300,-1.484160,0.828170,-2.334880,-0.223230,1.698260,-4.360710,-0.266210,17.072700,30.943670,-118.966250,-113.488350,-74.829660,52.399650,-52.330170,-10.632340,-28.185370,0.030540,16.627430,-45.295470,-11.614170,-12.477110,9.833490,-24.668690,-17.085700,-22.360530,-17.332830,-46.005960,3.136080,-18.757780,-27.569560,14.737620,-48.790990
300,34.147750,36.213840,39.795400,50.797700,-26.979170,42.815950,30.638460,40.152890,42.264090,43.711170,31.563890,42.487780,50.525950,37.431870,25.874280,37.517480,59.132610,49.232210,16.842080,65.517370,-4.297090,-0.587250,-1.360000,-3.097090,-0.481830,4.589050,-4.426240,2.217100,-1.571830,-0.921830,10.214140,-5.787090,-0.340000,-5.570760,-2.177090,-4.903070,-3.397090,1.630000,-5.807090,-8.077090,-4.727090,-5.767090,-1.875650,-6.201950,-6.527090,-5.437090,0.528710,-6.944860,-4.192370,4.636140,-5.345630,7.877260,-1.141240,-0.240440,0.828170,-1.091160,0.011420,1.932910,-3.116990,-1.280150,-8.386530,4.118630,-94.268450,-71.229910,-75.279440,38.263640,-61.702470,-23.717390,-19.693500,2.722840,-0.773030,-40.153000,-18.956750,-11.669950,8.270910,-27.899410,-32.223620,-65.216670,-20.664990,-12.436250,-29.312060,-26.794280,-28.798810,1.574850,-58.841480
350,102.097010,5.908550,-0.498410,-37.657920,84.359720,43.094020,86.666140,-70.116190,4.089010,57.145350,66.586280,36.329640,91.888490,20.055260,-30.886800,9.064250,77.644140,56.432020,-113.150000,23.035460,0.180000,3.889840,-1.497300,1.380000,-1.680000,4.451750,-4.426240,6.694190,-2.770000,-2.120000,10.214140,-11.471820,-0.340000,-1.093670,2.300000,-11.441780,1.080000,1.630000,-1.330000,-13.778910,-0.250000,-1.290000,-4.428130,-1.724860,-2.050000,-0.960000,5.005800,-2.467770,0.284720,4.636140,-0.868540,7.877260,0.102480,-2.792920,0.828170,-3.643640,4.488510,6.410000,-5.669470,-0.036430,-136.990610,-47.880510,64.962800,140.810520,-97.922740,-115.747840,5.402380,72.312480,26.120590,-7.839130,-52.752620,-17.269230,20.387290,-51.548220,-0.108740,28.684340,-77.922520,-119.602910,-34.954840,40.034770,-107.391200,-57.347710,69.805840,85.628110,-103.639290
400,23.719740,48.818550,57.315360,92.446760,-39.268280,47.116180,30.422630,72.660310,68.772310,57.303970,29.573570,68.930610,49.356300,52.958770,60.661290,62.080640,71.419600,70.626620,43.445990,98.907460,-2.490550,-1.758160,-2.511240,-0.500740,-1.817300,3.437810,-5.873590,1.046190,-2.907300,-2.257300,10.214140,-11.471820,-0.340000,-6.741670,-0.782850,-11.441780,-9.890830,1.630000,-6.978000,-13.778910,-5.898000,-6.938000,-8.029890,-7.372860,-7.698000,-6.608000,-0.642200,-8.115770,-5.363280,4.636140,-6.516540,7.877260,-2.450000,-6.394680,0.828170,-7.245400,-1.159490,0.762000,-9.271230,-2.588910,19.062270,-9.211830,-129.714310,-150.748670,-88.803010,25.307280,-89.720220,-35.209580,-25.771080,7.476300,-3.858820,-70.837660,-12.433050,14.489930,-21.736750,-54.125970,-43.495140,-77.102410,-18.393900,-33.568350,-17.614620,-4.558350,-50.712700,-7.948880,-64.685910
450,-19.916260,78.602190,95.591020,138.724760,-85.720280,51.896030,-0.409360,149.669760,93.104310,33.238220,21.622330,67.074610,19.917240,87.307060,103.607330,93.152640,75.712420,89.576190,133.107350,149.041060,-2.490550,-3.970160,-1.267520,-0.500740,-2.831240,4.681530,-6.786140,-1.165810,-3.921240,-3.271240,10.214140,-11.471820,-0.340000,-8.953670,-0.782850,-11.441780,-9.890830,1.630000,-9.190000,-13.778910,-8.110000,-9.150000,-4.668130,-9.584860,-9.910000,-8.820000,-2.854200,-10.327770,-7.575280,4.636140,-8.728540,7.877260,-6.051760,-3.032920,0.828170,-3.883640,-3.371490,-1.450000,-5.909470,-6.190670,45.721970,-28.238340,-194.925420,-339.869680,-110.773270,84.173850,-139.089870,-54.104690,-56.343970,15.540130,21.387440,-89.039640,-22.117950,51.612890,-52.571330,-112.216460,-20.765430,-48.681290,4.601290,-73.049760,32.893470,8.602460,-86.445590,-33.918350,-31.808130
500,-13.125230,84.109180,98.384370,129.264760,-81.950280,48.352160,-0.395280,152.508230,90.508960,29.485340,27.475370,66.754610,19.867240,89.247150,110.502710,92.232640,76.672420,104.482310,128.353370,156.122150,-2.490550,-3.750160,-3.820000,-0.500740,-1.587520,2.129050,-6.451790,-0.945810,-2.677520,-2.027520,10.214140,-11.471820,-0.340000,-8.733670,-0.782850,-11.441780,-9.890830,1.630000,-8.970000,-13.778910,-7.890000,-8.720000,-8.700900,-6.943660,-7.270960,-7.606610,-2.634200,-10.107770,-7.355280,4.636140,-6.117170,3.917900,-2.690000,-7.065690,0.828170,-7.916410,-3.151490,-1.230000,-9.942240,-2.828910,32.700960,-12.606980,-184.108510,-333.325270,-120.239870,74.480060,-133.261620,-59.645070,-71.063000,16.331500,9.827800,-76.602030,-18.230640,53.871190,-59.324540,-110.903620,-14.491310,-65.480960,-4.309550,-67.323310,24.766040,5.262020,-84.970080,-28.217110,-48.131420
550,53.837410,39.547450,65.090940,85.952060,-12.547420,57.430550,47.283150,63.701670,78.855640,86.657120,45.155640,77.117980,74.803230,49.911090,63.979260,74.929810,83.304150,75.126270,15.908450,100.189750,-2.490550,-0.960040,-7.421760,-0.500740,-4.140000,-1.472710,-5.485590,1.844310,-5.230000,-4.580000,10.214140,-11.471820,-0.340000,-5.943550,-0.782850,-11.441780,-9.890830,1.630000,-6.179880,-13.778910,-5.099880,-8.720000,-3.948490,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-4.565160,4.636140,-6.117170,7.356190,-6.722770,-2.313280,0.828170,-3.164000,-7.341760,-5.040000,-5.189830,-6.861680,35.896470,-81.874130,-108.276880,-95.237940,-50.660970,5.889990,-92.661440,-24.297430,2.291950,-8.756150,-14.025050,-83.312240,-15.536160,-10.549470,-55.650110,-27.122520,-66.416750,-113.951290,-19.366640,-34.030920,-38.825950,-32.382040,-48.798130,-10.639670,-82.167010
600,-10.833290,113.657200,121.970390,140.313980,-89.788090,64.252600,-20.665390,191.159800,96.443090,12.614860,46.609810,60.959810,-0.071500,121.168040,135.304940,97.030940,72.961230,128.620150,165.602840,184.834980,-2.490550,-4.398330,-4.060000,-0.500740,-7.741760,1.889050,-8.151540,-1.593980,-8.831760,-8.181760,10.214140,-11.471820,-0.340000,-9.381840,-0.782850,-11.441780,-9.890830,1.630000,-9.618170,-13.778910,-8.538170,-8.720000,-3.325000,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-8.003450,4.636140,-6.117170,6.158020,-1.970360,-1.689790,0.828170,-2.540510,-7.341760,-5.040000,-4.566340,-2.109270,23.210310,67.814570,-203.359670,-418.461120,-135.229940,94.417630,-143.557010,-63.987510,-88.779880,11.002940,-25.215870,-98.201560,-11.974020,36.524750,-56.798880,-126.741970,-21.350280,-66.055490,12.124230,-100.722260,51.903280,-24.316450,-119.163760,-43.825110,-46.259340
650,10.926490,96.007180,104.225520,124.899600,-60.160180,63.882070,-0.473820,145.416000,92.848580,50.913290,56.636220,70.735170,29.784690,106.830230,115.273700,97.608260,82.403910,115.301170,116.501530,164.661680,-2.490550,-3.200160,-8.092770,-0.500740,-4.380000,-2.143720,-5.801790,-0.395810,-5.470000,-4.820000,10.214140,-11.471820,-0.340000,-8.183670,-0.782850,-11.441780,-9.890830,1.630000,-8.420000,-13.778910,-7.340000,-8.720000,-5.288130,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-6.805280,4.636140,-6.117170,6.020720,-1.346870,-3.652920,0.828170,-4.503640,-7.341760,-5.040000,-6.529470,-1.485780,41.722840,7.873780,-173.809190,-288.323570,-99.030800,64.269330,-146.012710,-53.693400,-66.139130,-3.564200,-27.017340,-96.600950,-8.922750,6.563620,-81.018610,-104.903580,-54.533660,-77.316600,4.174730,-80.059340,23.943570,-39.349070,-106.324480,-29.107810,-54.708970
700,14.777510,96.777850,104.379350,128.734360,-52.504980,68.104680,4.909340,145.467860,94.963980,54.884990,58.460530,74.845470,36.963040,110.089630,114.429600,99.970960,87.434650,113.833350,114.748980,165.113780,-2.490550,-3.062860,-3.340360,-0.500740,-8.412770,2.608690,-6.287590,-0.258510,-9.502770,-8.852770,10.214140,-11.471820,-0.340000,-8.046370,-0.782850,-11.441780,-9.890830,1.630000,-8.282700,-13.778910,-7.202700,-8.720000,-3.558130,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-6.667980,4.636140,-6.117170,5.006780,-3.310000,-1.922920,0.828170,-2.773640,-7.341760,-5.040000,-4.799470,-3.448910,46.553080,-27.772710,-175.052220,-249.016170,-102.333000,64.454930,-155.496570,-42.211240,-65.485400,-15.029680,-35.323890,-99.469970,6.724650,9.040870,-84.348120,-104.463730,-64.142380,-94.291850,6.312860,-89.761780,26.276860,-55.263800,-103.986880,-29.951790,-59.190200
750,25.757490,72.668020,88.047190,128.780220,-25.742900,71.938750,32.216540,106.884580,108.005830,99.575780,55.643140,95.602530,78.654160,81.395720,114.027050,111.529750,103.087660,97.616210,71.242260,136.600100,-2.490550,-2.048920,-5.196560,-0.500740,-8.438570,-0.260950,-2.719890,0.755430,-3.307190,-1.073920,10.214140,-11.471820,-0.340000,-7.032430,-0.782850,-11.441780,-9.890830,1.630000,-7.268760,-13.778910,-6.188760,-8.720000,-2.346820,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-5.654040,4.636140,-6.117170,6.250500,-1.580000,-0.711610,0.828170,-1.562330,-7.341760,-5.040000,-3.588160,-1.718910,70.907980,-155.487860,-152.270550,-99.533970,-87.079670,41.074680,-148.211900,-32.833700,-54.759820,-34.785700,-61.887620,-92.993700,18.733240,6.371220,-105.173810,-79.415550,-86.894950,-119.124350,-1.511940,-61.420470,-0.886640,-78.432670,-102.282490,-30.491210,-55.898190
800,13.469740,110.948080,115.770360,136.892430,-51.729780,83.366860,-13.372310,169.064770,115.448480,61.789960,70.700790,85.229020,38.307970,125.305770,143.852080,118.397290,98.286500,125.609290,132.094680,170.707330,-2.490550,-3.292640,-5.372200,-0.500740,-8.438570,-1.450470,-1.994090,-0.488290,-3.894250,-2.341810,10.214140,-11.471820,-0.340000,-8.276150,-0.782850,-11.441780,-9.890830,1.630000,-8.512480,-13.778910,-7.432480,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-6.897760,5.459660,-6.117170,3.698020,-9.951310,-5.661770,0.828170,-3.912880,-7.341760,-5.040000,-8.538320,1.863580,1.861980,-34.873250,-182.444360,-305.495180,-114.441510,66.785220,-151.651300,-42.874740,-84.084880,-12.320040,-48.723280,-86.540200,5.757450,4.919610,-98.692070,-112.256780,-75.328950,-92.784470,-5.547120,-97.786090,35.263920,-78.275990,-109.816510,-26.188980,-62.823670
850,22.279960,48.107730,71.512250,133.903940,-9.031980,63.391260,89.748020,62.555930,103.783290,159.599330,40.508550,134.256870,132.064880,38.747630,97.960920,102.470590,97.294170,78.751450,11.738940,101.208970,-2.490550,-0.740160,-3.642200,-0.500740,-8.438570,-1.450470,-1.994090,2.064190,-3.894250,-4.304940,10.214140,-11.471820,-0.340000,-5.723670,-0.782850,-11.441780,-9.890830,1.630000,-5.960000,-13.778910,-4.880000,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-4.345280,7.148030,-6.117170,0.096260,-5.001150,-4.116980,0.828170,-3.912880,-7.341760,-5.040000,-6.993530,-8.036740,200.137980,-258.094960,-118.261390,163.621520,-61.389520,-19.063920,-153.632960,-8.012810,-23.075380,-82.980500,-71.916300,-124.070030,16.429110,-1.008330,-151.958030,-51.039340,-94.293950,-142.327560,-23.457900,-34.809800,-42.083560,-124.701890,-89.797630,-48.609550,-79.363000
900,-12.312180,-65.267790,-2.939050,127.662060,37.719570,13.717540,270.663210,-98.050900,58.144340,299.574330,-6.366090,202.112910,277.540950,-109.964530,19.194550,44.029760,45.390660,1.907060,-177.348620,-12.162960,-2.490550,2.861600,-2.430890,-0.500740,-8.438570,-1.450470,-1.994090,5.665950,-3.894250,-2.574940,10.214140,-11.471820,-0.340000,-2.121910,-0.782850,-11.441780,-9.890830,1.630000,-2.358240,-13.778910,-1.278240,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-0.743520,7.148030,-6.117170,3.458020,-6.545940,-5.457460,0.828170,-3.912880,-7.341760,-5.040000,-8.334010,-4.947160,591.855870,-681.006100,-1.827860,906.884390,18.298040,-115.547780,-142.884250,17.836740,94.273990,-159.555210,-92.470970,-201.385000,36.748520,-32.072980,-195.695980,73.392360,-108.059870,-180.735530,-8.843320,73.201330,-166.689590,-169.535320,-83.722610,-81.519600,-125.480530
950,15.744260,40.144960,70.299910,141.759100,-2.812180,65.318690,104.215220,66.263520,106.847170,177.684050,51.782510,149.844750,148.684070,31.076480,99.732090,93.012220,91.374940,84.276150,5.746670,104.797260,-2.490550,-0.500160,-7.381050,-0.500740,-8.438570,-1.450470,-1.994090,2.304190,-3.894250,-1.363630,10.214140,-11.471820,-0.340000,-5.483670,-0.782850,-11.441780,-9.890830,1.630000,-5.720000,-13.778910,-4.640000,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-4.105280,7.148030,-6.117170,-0.574750,-5.205460,-3.865250,0.828170,-3.912880,-7.341760,-5.040000,-6.741800,-7.628120,210.656080,-266.871500,-133.592530,220.090060,-57.018140,-36.647390,-164.890760,2.261010,0.464250,-94.311700,-55.223810,-152.309150,15.758830,-18.153230,-156.020720,-52.362880,-90.697350,-158.341920,-20.333020,-47.477140,-48.408470,-137.700800,-100.616610,-64.801490,-80.710460
1000,-41.543680,-135.537370,-6.997350,143.356900,28.214640,-11.674140,328.563950,-152.171380,1.085100,340.977350,-13.684580,219.871580,341.653570,-159.349680,1.161220,-6.258430,11.365560,-23.024150,-230.230130,-41.340340,-2.490550,3.532610,-5.836260,-0.500740,-8.438570,-1.450470,-1.994090,6.336960,-3.894250,-6.313790,10.214140,-11.471820,-0.340000,-1.450900,-0.782850,-11.441780,-9.890830,1.630000,-1.687230,-13.778910,-0.607230,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-0.072510,7.148030,-6.117170,4.177660,-6.797670,-4.924190,0.828170,-3.912880,-7.341760,-5.040000,-7.800740,-4.443700,838.312120,-1009.574210,38.564170,1141.350940,42.634260,-134.322770,-134.824370,-8.873380,126.343370,-162.626400,-174.956990,-179.130280,69.588170,9.353070,-239.052110,100.273950,-115.424350,-191.507590,43.766140,155.544030,-166.540210,-162.400890,-33.792160,-131.757500,-132.656030
1050,35.097710,75.168070,107.019580,149.598330,3.560860,101.449510,79.768190,121.602280,125.759040,169.118490,75.979160,148.493680,121.133750,89.989190,128.138580,110.627480,110.892100,123.467970,68.149110,138.908780,-2.490550,-1.219800,-7.176740,-0.500740,-8.438570,-1.450470,-1.994090,1.584550,-3.894250,-4.769000,10.214140,-12.620610,-0.340000,-6.203310,-0.782850,-11.441780,-9.890830,1.630000,-6.439640,-14.872430,-5.359640,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-4.824920,7.148030,-6.117170,4.801150,-5.738730,-4.746970,0.828170,-3.912880,-7.341760,-5.040000,-7.623520,-6.561580,99.328770,-158.298720,-200.131160,63.757710,-70.420330,-11.456380,-190.951820,-23.659540,-40.972640,-93.846340,-74.523180,-145.103960,9.561990,-48.133400,-163.384850,-80.832300,-117.405820,-167.724120,-28.188890,-87.243430,-28.234870,-137.087140,-119.306920,-46.702930,-67.005880
1100,50.999080,102.601630,129.531770,160.320300,7.436250,130.483050,43.004550,160.411570,143.520760,150.034360,89.063440,143.076280,125.732500,139.312290,144.835940,131.203930,137.012880,159.040640,116.750260,167.956120,-2.490550,-5.100870,-5.584530,-0.500740,-8.438570,-1.450470,-1.994090,-0.646660,-3.894250,-6.109480,10.214140,-13.244100,7.357620,-8.225810,-2.306710,-16.723710,-18.272170,1.630000,-9.472260,-20.078010,-5.983130,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-5.448410,7.148030,-6.117170,2.838020,-5.915950,-5.277080,0.828170,-3.912880,-7.341760,-5.040000,-8.153630,-6.207140,-13.369290,-35.733450,-269.628760,-113.352100,-63.024670,-10.476840,-240.731830,-21.949260,-48.050080,-100.418730,-67.631000,-128.257480,0.809540,-42.229010,-144.924760,-112.293010,-122.830690,-176.593960,-46.703980,-137.796820,-25.320590,-122.047910,-116.497130,-30.867060,-65.789730
1150,19.089360,18.384270,74.540390,166.993430,-7.562530,96.592460,155.562150,69.500940,81.997110,234.456620,65.660440,196.534010,219.705110,23.844950,95.453890,70.879430,90.434000,111.093640,-8.766450,94.530310,-2.490550,-1.174610,-6.643470,0.396740,-8.438570,-1.450470,-1.994090,1.901280,-3.894250,-4.517270,10.214140,-11.280970,5.394490,-4.299550,-0.343580,-14.760580,-16.309040,1.630000,-3.582870,-18.114880,-4.020000,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-3.485280,7.148030,-6.117170,4.568020,-5.385840,-7.428280,0.828170,-3.912880,-7.341760,-5.040000,-10.304830,-7.267360,357.510290,-458.597000,-96.384400,398.200860,-45.110960,-56.330270,-215.010100,-28.416850,19.913490,-120.953560,-118.330110,-176.268070,-1.005650,-17.575390,-181.938560,-44.338120,-138.507390,-203.991840,-31.967810,-33.345200,-88.517660,-152.320100,-93.183580,-74.387460,-107.092750
1200,62.599360,106.168060,128.750320,168.011160,13.560610,134.258910,57.230910,165.820610,162.140720,174.815420,93.797140,155.035620,135.327140,131.064950,139.653890,137.096810,133.684000,160.096250,109.920640,162.050650,-2.490550,-4.634610,-6.466250,-1.333260,-8.438570,-1.450470,-1.994090,-1.558720,-3.894250,-5.576210,10.214140,-13.010970,7.124490,-7.759550,-2.073580,-16.490580,-18.039040,1.630000,-8.772870,-19.844880,-5.750000,-8.720000,-6.760350,-6.943660,-7.270960,-7.606610,-1.587720,-7.302860,-5.215280,7.148030,-6.117170,5.779330,-3.234640,-4.757990,0.828170,-3.912880,-7.341760,-5.040000,-7.634540,-11.569760,18.968730,-1.825840,-264.942520,-110.537480,-29.096190,-38.672120,-239.402960,-26.449200,-32.745730,-98.930840,-100.762520,-159.403940,-9.348900,-50.844120,-170.611170,-104.566010,-126.582190,-208.543310,-56.683620,-122.941040,-31.157980,-139.630420,-131.065570,-51.840190,-70.382700
1250,73.806810,178.302170,170.090150,161.096990,41.034780,181.355000,-28.800880,239.087900,206.441810,129.285640,106.168160,122.551350,64.291190,214.382660,184.637720,188.243520,171.308150,185.265870,195.388240,212.069460,-2.490550,-7.057230,-6.996360,-2.544570,-8.438570,-1.450470,-1.994090,-3.981340,-3.894250,-5.398990,10.214140,-14.222280,8.335800,-10.182170,-3.284890,-17.701890,-19.250350,1.630000,-12.406800,-21.056190,-10.370830,-8.098690,-6.760350,-8.644640,-8.537790,-8.452060,-1.587720,-2.730820,-5.132000,7.148030,-7.547720,0.829170,-5.904930,-4.516210,4.800560,-3.912880,-8.733070,-5.989710,-7.392760,-6.229180,-220.978200,347.553560,-375.062170,-498.326260,3.595140,-22.702240,-254.171360,-26.753740,-74.166080,-99.908270,-80.337120,-142.627660,-13.229810,-68.544480,-147.632060,-165.506620,-117.032070,-208.066170,-72.424280,-181.653570,3.354730,-123.273160,-160.702170,-36.348280,-67.781990
1300,-2.634600,-111.861040,7.533940,188.738620,-56.527420,10.362430,314.258370,-65.750370,37.660580,318.280190,68.226880,260.257620,341.623900,-100.797150,45.510500,-20.891370,42.988510,67.864490,-141.438740,26.825550,-2.490550,2.843090,-9.147560,2.405590,-8.438570,-1.450470,-1.994090,5.918980,-3.894250,-5.929100,10.214140,-9.272120,3.385640,-0.281850,1.665270,-12.751730,-14.300190,1.630000,2.443680,-16.106030,-0.931660,-13.048850,-6.760350,-3.694480,-3.778780,-8.452060,-5.192310,-5.687940,-1.984310,7.148030,-5.563800,2.373960,-6.146710,-6.023930,-2.233720,-3.912880,-4.664910,-1.039550,-8.900480,-5.745620,756.940110,-1063.697760,123.982170,1034.326360,-97.077270,-97.384360,-191.824000,-57.590440,101.929730,-121.708710,-139.331530,-225.539050,0.773450,-10.703240,-197.264730,51.112480,-152.066260,-246.879700,6.671990,76.699050,-145.445020,-176.775660,-82.006640,-104.035380,-135.501240
