time,price,fastEma,slowEma
1,102.16,102.16,102.16
2,103.77,102.192,102.176
3,104.98,102.247,102.204
4,104.76,102.297,102.229
5,104.57,102.342,102.253
6,104.67,102.388,102.277
7,104.64,102.433,102.3
8,104.31,102.47,102.32
9,104.26,102.505,102.34
10,104.11,102.537,102.357
11,103.3,102.552,102.367
12,103.99,102.581,102.383
13,104.2,102.613,102.401
14,103.88,102.638,102.415
15,103.46,102.654,102.426
16,103.88,102.678,102.44
17,103.654,102.698,102.452
18,104.32,102.73,102.471
19,104.31,102.761,102.489
20,104.37,102.793,102.508
21,104.17,102.82,102.525
22,104.33,102.85,102.542
23,104.58,102.884,102.563
24,104.38,102.914,102.581
25,104.83,102.952,102.603
26,104.68,102.986,102.624
27,105.03,103.027,102.648
28,104.93,103.064,102.671
29,104.81,103.099,102.692
30,105.16,103.14,102.716
31,105.04,103.177,102.74
32,105.27,103.219,102.765
33,105.31,103.26,102.79
34,105.54,103.305,102.817
35,105.83,103.355,102.847
36,106.09,103.409,102.88
37,106.43,103.469,102.915
38,106.71,103.533,102.953
39,106.184,103.586,102.985
40,106.26,103.639,103.017
41,106.26,103.691,103.05
42,106.14,103.739,103.08
43,106.56,103.795,103.115
44,106.36,103.846,103.147
45,106.48,103.898,103.181
46,106.58,103.951,103.214
47,106.8,104.008,103.25
48,106.772,104.062,103.285
49,106.6,104.113,103.318
50,106.13,104.153,103.346
51,106.01,104.189,103.373
52,105.99,104.225,103.399
53,105.85,104.257,103.423
54,105.93,104.29,103.448
55,105.55,104.315,103.469
56,105.34,104.336,103.487
57,105.16,104.352,103.504
58,104.92,104.363,103.518
59,104.79,104.372,103.531
60,104.74,104.379,103.543
61,104.455,104.38,103.552
62,104.45,104.382,103.561
63,103.96,104.373,103.565
64,103.8,104.362,103.567
65,103.58,104.347,103.567
66,102.98,104.319,103.561
67,102.85,104.29,103.554
68,101.77,104.24,103.537
69,100.99,104.176,103.511
70,101.75,104.128,103.494
71,102.21,104.09,103.481
72,103.17,104.072,103.478
