time,bid,ask
0,0.00,0.00
1,0.00,21.90
1,0.00,0.00
1,0.00,24.88
1,24.79,24.88
1,0.00,24.58
2,0.00,24.88
3,0.00,24.89
3,0.00,0.00
3,0.00,24.14
4,0.00,24.33
4,0.00,0.00
4,0.00,20.38
4,0.00,0.00
4,0.00,19.71
4,20.63,0.00
5,0.00,0.00
5,0.00,20.55
5,0.00,0.00
5,0.00,21.83
5,0.00,22.60
5,0.00,23.85
6,0.00,0.00
6,0.00,25.64
68,0.00,0.00
68,0.00,24.73
69,0.00,0.00
69,0.00,21.20
69,0.00,22.89
69,0.00,0.00
69,0.00,23.74
70,0.00,0.00
70,0.00,24.46
71,0.00,0.00
71,0.00,22.64
71,0.00,0.00
71,0.00,20.97
71,0.00,0.00
71,0.00,23.44
71,0.00,0.00
71,0.00,20.07
71,0.00,0.00
71,0.00,20.07
71,0.00,0.00
71,0.00,23.02
71,0.00,0.00
71,0.00,20.47
71,0.00,0.00
71,0.00,20.92
72,0.00,20.48
72,0.00,0.00
72,0.00,19.84
72,0.00,22.71
72,0.00,0.00
72,0.00,23.36
72,0.00,0.00
72,0.00,19.75
72,0.00,0.00
72,0.00,21.47
73,0.00,0.00
73,0.00,21.92
73,0.00,23.67
73,0.00,0.00
73,0.00,23.13
73,0.00,0.00
73,0.00,20.22
73,0.00,0.00
73,0.00,23.68
74,0.00,0.00
74,0.00,20.63
74,0.00,0.00
74,0.00,20.21
74,0.00,0.00
74,0.00,23.31
74,0.00,0.00
74,0.00,23.63
74,0.00,0.00
74,0.00,24.16
75,0.00,0.00
75,0.00,23.31
75,0.00,0.00
75,0.00,24.84
76,0.00,0.00
76,0.00,22.34
76,0.00,24.00
76,0.00,0.00
76,0.00,23.14
77,21.78,23.14
77,21.78,21.94
77,21.78,0.00
77,0.00,0.00
77,0.00,23.99
78,0.00,0.00
78,0.00,24.24
78,23.95,24.24
78,23.95,0.00
78,0.00,0.00
78,0.00,23.62
79,0.00,0.00
79,0.00,21.33
79,0.00,0.00
79,0.00,23.90
79,0.00,26.14
81,0.00,0.00
81,0.00,22.70
82,0.00,0.00
82,0.00,19.98
82,0.00,0.00
82,0.00,24.21
82,0.00,0.00
82,0.00,21.59
82,0.00,0.00
82,0.00,21.85
82,0.00,0.00
82,0.00,21.03
82,21.78,0.00
82,0.00,0.00
82,0.00,23.61
83,0.00,0.00
83,0.00,21.09
83,0.00,0.00
83,0.00,21.55
83,24.19,24.33
83,0.00,24.33
83,0.00,0.00
83,0.00,23.33
83,0.00,0.00
84,0.00,19.42
84,0.00,0.00
84,0.00,18.82
84,0.00,20.67
84,0.00,23.54
84,0.00,0.00
84,0.00,25.42
84,0.00,0.00
84,0.00,21.85
84,0.00,0.00
84,0.00,23.60
85,0.00,0.00
85,0.00,18.78
85,18.39,21.54
85,18.39,0.00
85,0.00,0.00
85,0.00,24.45
85,0.00,0.00
85,0.00,23.57
85,0.00,0.00
85,0.00,22.92
86,0.00,0.00
86,0.00,20.79
86,0.00,0.00
86,0.00,19.72
86,0.00,0.00
86,0.00,24.05
86,0.00,24.38
88,0.00,0.00
88,0.00,23.72
88,23.40,23.72
89,0.00,23.72
89,0.00,0.00
89,0.00,22.05
89,22.15,0.00
89,0.00,0.00
89,0.00,22.53
89,0.00,0.00
89,0.00,24.65
90,0.00,0.00
90,0.00,21.19
90,0.00,0.00
90,0.00,23.27
90,22.62,23.27
90,22.62,0.00
90,0.00,20.94
91,0.00,0.00
91,0.00,21.30
91,0.00,0.00
91,0.00,24.99
91,0.00,0.00
91,0.00,21.06
91,0.00,0.00
91,0.00,24.30
91,0.00,0.00
92,0.00,21.52
92,0.00,0.00
92,0.00,21.67
92,0.00,0.00
92,0.00,20.73
92,0.00,21.92
92,0.00,0.00
92,0.00,23.76
92,0.00,0.00
92,0.00,24.51
92,0.00,0.00
92,0.00,24.65
93,0.00,0.00
93,0.00,22.38
93,0.00,0.00
93,0.00,23.29
93,0.00,0.00
93,0.00,20.93
93,0.00,0.00
93,0.00,22.25
93,0.00,0.00
93,0.00,22.46
93,0.00,0.00
93,0.00,19.79
93,0.00,0.00
93,0.00,24.86
93,0.00,0.00
94,0.00,21.92
94,0.00,0.00
94,0.00,20.42
94,0.00,21.45
94,0.00,23.48
94,0.00,0.00
94,0.00,22.90
94,0.00,0.00
94,0.00,25.02
94,0.00,0.00
95,0.00,22.80
95,0.00,0.00
95,0.00,20.21
95,0.00,0.00
95,0.00,18.34
95,0.00,0.00
95,0.00,20.75
95,0.00,0.00
95,0.00,21.14
96,0.00,0.00
96,0.00,21.57
96,0.00,0.00
96,0.00,18.78
96,0.00,0.00
96,0.00,21.82
96,0.00,0.00
96,0.00,20.61
96,0.00,0.00
96,0.00,22.93
97,22.89,22.93
97,0.00,22.93
97,0.00,0.00
97,0.00,20.28
97,0.00,0.00
97,0.00,22.73
97,0.00,0.00
97,0.00,21.21
97,0.00,0.00
97,0.00,23.75
97,0.00,0.00
97,0.00,23.45
98,24.34,0.00
98,0.00,21.43
98,0.00,22.74
98,0.00,0.00
98,0.00,21.64
99,0.00,22.20
99,0.00,24.29
99,0.00,0.00
99,0.00,21.15
99,0.00,21.59
99,0.00,0.00
99,0.00,21.76
99,0.00,0.00
99,0.00,20.23
99,0.00,0.00
99,0.00,23.65
99,0.00,0.00
100,0.00,23.20
100,0.00,0.00
100,0.00,21.28
100,21.27,21.28
100,0.00,21.28
100,0.00,0.00
100,0.00,24.09
100,0.00,0.00
101,0.00,25.35
101,0.00,0.00
101,0.00,23.84
101,0.00,0.00
101,0.00,24.32
101,0.00,0.00
101,0.00,24.66
101,0.00,0.00
101,0.00,24.85
102,0.00,0.00
102,0.00,20.39
102,0.00,0.00
102,0.00,22.05
102,0.00,0.00
102,0.00,21.74
102,0.00,0.00
102,0.00,20.26
102,0.00,0.00
102,0.00,25.13
102,0.00,0.00
103,0.00,19.32
103,0.00,21.26
103,0.00,0.00
103,0.00,23.40
103,24.40,0.00
103,0.00,0.00
103,0.00,19.43
103,0.00,0.00
103,0.00,21.58
103,0.00,0.00
103,0.00,19.12
103,0.00,0.00
103,0.00,21.95
103,0.00,0.00
103,0.00,20.12
103,0.00,0.00
103,0.00,23.92
104,0.00,0.00
104,0.00,23.99
104,0.00,0.00
104,0.00,21.31
104,0.00,0.00
104,0.00,21.10
104,0.00,0.00
104,0.00,23.16
104,0.00,0.00
104,0.00,23.63
104,0.00,0.00
104,0.00,19.46
104,0.00,0.00
105,0.00,20.01
105,0.00,25.13
105,0.00,0.00
105,0.00,21.53
105,0.00,0.00
105,0.00,23.69
105,0.00,0.00
105,0.00,20.05
105,0.00,0.00
105,0.00,23.57
105,0.00,0.00
105,0.00,23.57
105,0.00,0.00
106,0.00,23.92
106,0.00,0.00
106,0.00,20.72
106,0.00,0.00
106,0.00,22.69
106,0.00,24.95
106,0.00,0.00
106,0.00,20.93
106,0.00,21.86
106,0.00,0.00
106,0.00,20.93
106,0.00,0.00
106,0.00,23.32
106,0.00,0.00
106,0.00,23.61
107,0.00,25.13
107,0.00,0.00
107,0.00,18.89
107,0.00,0.00
107,0.00,21.22
107,0.00,0.00
107,0.00,23.25
107,0.00,0.00
107,0.00,20.48
107,0.00,0.00
107,0.00,20.48
107,0.00,0.00
108,0.00,19.14
108,0.00,0.00
108,0.00,18.91
108,20.76,0.00
108,0.00,0.00
108,0.00,23.03
108,22.36,23.03
108,22.93,0.00
108,0.00,0.00
108,0.00,19.42
108,0.00,0.00
108,0.00,21.72
108,0.00,0.00
108,0.00,20.21
108,0.00,21.93
108,0.00,0.00
108,0.00,24.22
109,0.00,0.00
109,0.00,18.71
109,0.00,22.08
109,0.00,0.00
109,0.00,19.14
109,0.00,19.55
109,0.00,0.00
109,0.00,22.17
109,0.00,0.00
109,0.00,21.59
109,0.00,0.00
109,0.00,21.07
110,0.00,0.00
110,0.00,19.63
110,0.00,20.96
110,0.00,0.00
110,0.00,20.01
110,0.00,0.00
110,0.00,22.54
110,0.00,0.00
110,0.00,20.46
110,0.00,0.00
110,0.00,19.75
110,0.00,20.22
110,0.00,0.00
110,0.00,24.71
111,0.00,0.00
111,0.00,20.80
111,0.00,0.00
111,19.57,0.00
111,0.00,0.00
111,0.00,21.18
111,0.00,23.22
111,0.00,0.00
111,0.00,19.66
111,0.00,0.00
111,0.00,25.79
111,0.00,0.00
111,0.00,23.88
112,0.00,0.00
112,0.00,20.72
112,0.00,21.03
112,0.00,0.00
112,0.00,18.36
112,20.38,21.00
112,20.77,21.00
112,20.77,0.00
112,0.00,0.00
112,0.00,22.85
112,0.00,0.00
112,0.00,19.38
112,0.00,0.00
112,0.00,22.45
113,0.00,0.00
113,0.00,17.67
113,0.00,0.00
113,0.00,20.39
113,0.00,0.00
113,0.00,23.98
113,0.00,0.00
113,0.00,23.28
113,0.00,0.00
113,0.00,22.88
113,0.00,0.00
113,0.00,21.08
113,0.00,0.00
114,0.00,20.57
114,22.74,0.00
114,0.00,0.00
114,0.00,18.84
114,0.00,21.66
114,0.00,0.00
114,0.00,22.63
114,0.00,23.46
114,0.00,0.00
114,0.00,22.37
114,0.00,0.00
114,0.00,22.78
114,0.00,0.00
114,0.00,22.48
114,0.00,0.00
114,0.00,22.48
114,0.00,0.00
114,0.00,22.17
114,0.00,0.00
115,0.00,25.17
115,0.00,0.00
115,0.00,18.94
115,0.00,19.54
115,20.72,0.00
115,0.00,0.00
115,0.00,24.08
115,0.00,0.00
115,0.00,21.55
115,0.00,22.30
115,0.00,0.00
115,0.00,20.28
115,0.00,22.09
116,0.00,0.00
116,0.00,20.34
116,0.00,0.00
116,0.00,20.57
116,0.00,22.94
116,0.00,0.00
116,0.00,20.18
116,0.00,0.00
116,0.00,21.04
116,0.00,0.00
116,0.00,19.98
116,0.00,0.00
117,0.00,21.83
117,0.00,0.00
117,0.00,19.42
117,0.00,0.00
117,0.00,21.38
117,0.00,0.00
117,0.00,19.82
117,0.00,0.00
117,0.00,20.89
117,0.00,0.00
117,0.00,22.44
117,0.00,0.00
117,0.00,23.92
117,0.00,0.00
118,0.00,21.67
118,0.00,0.00
118,0.00,19.51
118,0.00,20.94
118,0.00,0.00
118,0.00,23.77
118,0.00,0.00
118,0.00,19.78
118,0.00,20.89
118,0.00,0.00
118,0.00,21.43
118,0.00,23.68
118,0.00,0.00
118,0.00,20.11
118,0.00,20.36
118,0.00,0.00
118,0.00,22.97
119,0.00,0.00
119,0.00,23.54
119,0.00,24.39
119,0.00,0.00
119,0.00,20.27
119,0.00,0.00
119,0.00,22.57
119,0.00,0.00
119,0.00,22.57
119,22.46,22.57
119,22.20,22.57
119,0.00,22.57
120,0.00,0.00
120,0.00,22.15
120,0.00,0.00
120,0.00,20.45
120,0.00,0.00
120,0.00,23.90
120,0.00,24.96
120,0.00,0.00
120,0.00,19.41
120,0.00,0.00
120,0.00,22.51
120,0.00,0.00
120,0.00,22.21
121,0.00,0.00
121,0.00,22.28
121,0.00,22.47
121,0.00,24.26
121,0.00,0.00
121,0.00,24.65
121,0.00,0.00
121,0.00,23.44
121,0.00,0.00
121,0.00,21.59
121,0.00,0.00
121,0.00,23.34
122,0.00,0.00
122,0.00,19.18
122,0.00,21.59
122,0.00,0.00
122,0.00,24.72
122,0.00,0.00
122,0.00,24.76
122,0.00,0.00
122,0.00,24.08
122,0.00,0.00
122,0.00,23.20
122,0.00,0.00
123,0.00,21.52
123,0.00,0.00
123,0.00,23.26
123,0.00,0.00
123,0.00,24.23
123,0.00,0.00
123,0.00,20.75
123,0.00,0.00
124,0.00,19.39
124,0.00,0.00
124,0.00,19.93
124,0.00,21.28
124,0.00,0.00
124,0.00,21.92
124,0.00,19.39
124,0.00,21.92
124,0.00,0.00
124,0.00,21.92
124,0.00,0.00
124,0.00,19.96
124,0.00,0.00
124,0.00,25.44
124,0.00,0.00
125,0.00,23.06
125,0.00,0.00
125,0.00,20.52
125,0.00,21.06
125,0.00,0.00
125,0.00,21.11
125,0.00,0.00
125,0.00,23.48
125,0.00,0.00
125,0.00,23.16
125,0.00,0.00
125,0.00,24.88
126,0.00,0.00
126,0.00,25.97
126,0.00,0.00
126,0.00,20.68
126,0.00,22.36
126,0.00,22.81
126,0.00,0.00
126,0.00,18.94
126,0.00,25.15
126,0.00,0.00
126,0.00,19.87
126,0.00,0.00
126,0.00,22.60
127,0.00,0.00
127,0.00,20.92
127,0.00,0.00
127,0.00,19.68
127,0.00,21.68
127,0.00,22.76
127,0.00,20.92
127,0.00,22.76
127,0.00,0.00
127,0.00,22.19
127,0.00,0.00
127,0.00,18.94
127,0.00,0.00
127,0.00,20.93
127,0.00,0.00
127,0.00,20.82
127,0.00,0.00
127,0.00,24.85
128,0.00,0.00
128,0.00,20.82
128,0.00,22.17
128,0.00,0.00
128,0.00,20.99
128,0.00,0.00
128,0.00,22.54
128,0.00,0.00
128,0.00,24.52
128,0.00,0.00
128,0.00,19.05
128,0.00,0.00
128,0.00,24.62
128,0.00,0.00
128,0.00,19.29
128,0.00,0.00
129,0.00,23.22
129,0.00,19.61
129,0.00,23.22
129,0.00,0.00
129,0.00,20.23
129,0.00,23.24
129,0.00,24.73
129,0.00,0.00
129,0.00,23.93
130,0.00,0.00
130,0.00,19.64
130,0.00,0.00
130,0.00,23.05
130,0.00,23.63
130,0.00,0.00
130,0.00,18.82
130,0.00,0.00
130,0.00,20.78
130,20.63,20.78
130,20.63,20.73
130,0.00,20.73
130,0.00,20.78
130,0.00,0.00
130,0.00,22.57
131,0.00,0.00
131,0.00,23.64
131,0.00,0.00
131,0.00,22.35
131,22.25,22.35
131,0.00,22.35
131,0.00,22.71
131,0.00,0.00
131,0.00,21.99
131,0.00,0.00
131,0.00,22.66
131,0.00,0.00
131,0.00,22.85
131,22.71,22.85
131,0.00,22.85
132,0.00,0.00
132,0.00,23.26
132,0.00,25.46
132,0.00,0.00
132,0.00,21.98
132,0.00,0.00
132,0.00,22.57
132,0.00,0.00
132,0.00,19.52
132,0.00,0.00
132,0.00,24.16
132,0.00,21.30
132,0.00,24.16
132,0.00,0.00
132,0.00,20.03
132,0.00,0.00
132,0.00,22.61
132,0.00,0.00
133,0.00,20.91
133,0.00,21.86
133,0.00,0.00
133,0.00,19.57
133,0.00,0.00
133,0.00,20.66
133,23.50,0.00
133,0.00,0.00
133,0.00,22.60
133,0.00,0.00
133,0.00,20.39
133,0.00,0.00
133,0.00,24.60
133,0.00,0.00
133,0.00,21.58
134,0.00,0.00
134,0.00,20.39
134,0.00,0.00
134,0.00,19.47
134,0.00,0.00
134,0.00,19.67
134,21.54,21.84
134,0.00,0.00
134,0.00,21.52
134,0.00,0.00
134,0.00,21.03
134,0.00,22.98
134,0.00,0.00
134,0.00,19.14
134,0.00,0.00
134,0.00,23.95
134,0.00,0.00
135,0.00,21.87
135,0.00,0.00
135,0.00,25.04
135,0.00,0.00
135,0.00,21.77
135,0.00,25.07
135,0.00,0.00
135,0.00,22.47
135,0.00,0.00
136,0.00,21.18
136,0.00,21.58
136,0.00,0.00
136,0.00,20.99
136,0.00,0.00
136,0.00,20.44
136,0.00,0.00
136,0.00,19.57
136,0.00,0.00
136,0.00,22.88
136,0.00,0.00
136,0.00,21.58
136,0.00,0.00
136,0.00,24.72
136,0.00,0.00
136,0.00,23.55
136,0.00,0.00
137,0.00,20.85
137,0.00,0.00
137,0.00,19.05
137,0.00,0.00
137,0.00,23.39
137,0.00,0.00
137,0.00,18.84
137,0.00,0.00
137,0.00,20.20
137,0.00,0.00
138,0.00,21.29
138,0.00,0.00
138,0.00,20.89
138,0.00,21.05
138,23.24,0.00
138,0.00,0.00
138,0.00,22.48
138,0.00,0.00
138,0.00,22.29
138,0.00,0.00
138,0.00,23.45
138,0.00,22.29
138,0.00,23.45
138,0.00,0.00
138,0.00,22.83
138,0.00,0.00
138,0.00,21.59
138,0.00,0.00
138,0.00,23.66
138,0.00,0.00
139,0.00,21.99
139,0.00,24.48
139,0.00,0.00
139,0.00,21.54
139,0.00,0.00
139,0.00,20.36
139,0.00,22.34
139,0.00,0.00
139,0.00,21.56
139,0.00,0.00
139,0.00,19.94
139,0.00,0.00
139,0.00,23.89
139,0.00,0.00
139,0.00,20.37
139,0.00,0.00
140,0.00,21.91
140,0.00,0.00
140,0.00,19.11
140,0.00,21.26
140,0.00,0.00
140,0.00,21.77
140,0.00,0.00
140,0.00,21.70
140,0.00,0.00
140,0.00,26.34
140,0.00,0.00
140,0.00,22.71
140,0.00,0.00
140,0.00,23.72
140,0.00,0.00
141,0.00,20.45
141,0.00,0.00
141,0.00,20.00
141,0.00,0.00
141,0.00,21.34
141,0.00,0.00
141,0.00,19.36
141,19.02,19.36
142,0.00,19.36
142,0.00,0.00
142,0.00,20.63
142,0.00,0.00
142,0.00,19.32
142,0.00,0.00
142,0.00,21.91
142,0.00,0.00
142,0.00,23.09
142,0.00,21.91
142,0.00,23.09
142,0.00,0.00
143,0.00,22.09
143,0.00,0.00
143,0.00,21.50
143,0.00,22.63
143,0.00,0.00
143,0.00,21.38
143,0.00,22.77
143,0.00,0.00
143,0.00,20.43
143,23.24,0.00
143,0.00,0.00
143,0.00,23.24
143,0.00,0.00
144,0.00,18.84
144,0.00,20.64
144,0.00,0.00
144,0.00,22.95
144,0.00,0.00
144,0.00,20.85
144,0.00,0.00
144,0.00,22.95
144,0.00,0.00
144,0.00,22.77
144,0.00,0.00
145,0.00,19.05
145,0.00,0.00
145,0.00,23.96
145,0.00,0.00
145,0.00,22.92
145,0.00,0.00
145,0.00,22.18
145,0.00,0.00
146,0.00,24.56
146,0.00,0.00
146,0.00,21.13
146,0.00,0.00
146,0.00,23.77
146,0.00,18.54
146,0.00,20.75
146,0.00,23.77
146,0.00,0.00
146,0.00,24.10
146,0.00,0.00
146,0.00,24.58
146,0.00,0.00
146,0.00,20.71
146,0.00,0.00
146,0.00,24.14
146,0.00,0.00
147,0.00,23.66
147,0.00,0.00
147,0.00,21.76
147,0.00,0.00
147,0.00,22.74
147,0.00,0.00
147,0.00,22.74
147,0.00,0.00
147,0.00,20.36
147,0.00,0.00
147,0.00,19.30
147,0.00,0.00
147,0.00,24.84
147,0.00,0.00
147,0.00,23.48
147,0.00,0.00
147,0.00,22.47
147,0.00,0.00
147,0.00,18.69
147,0.00,0.00
148,0.00,20.05
148,0.00,19.32
148,0.00,0.00
148,0.00,17.82
148,0.00,0.00
148,0.00,19.16
148,0.00,19.64
148,0.00,19.16
148,0.00,19.64
148,0.00,0.00
148,0.00,22.70
148,0.00,0.00
148,0.00,20.21
148,0.00,0.00
148,0.00,23.66
148,0.00,0.00
148,0.00,22.75
148,0.00,0.00
148,0.00,23.44
149,0.00,0.00
149,0.00,19.14
149,0.00,22.31
149,0.00,0.00
149,0.00,20.80
149,0.00,0.00
149,0.00,21.79
149,0.00,0.00
149,0.00,20.59
149,0.00,0.00
149,0.00,21.75
149,21.09,21.75
149,0.00,21.75
149,0.00,22.18
149,0.00,0.00
149,0.00,25.25
149,0.00,0.00
150,0.00,19.80
150,0.00,0.00
150,0.00,23.93
150,0.00,0.00
150,0.00,23.35
150,0.00,0.00
150,0.00,19.01
150,0.00,0.00
150,0.00,19.34
150,0.00,0.00
150,0.00,20.68
150,0.00,0.00
151,0.00,24.78
151,0.00,0.00
151,0.00,25.26
151,0.00,0.00
151,0.00,22.36
151,0.00,0.00
151,0.00,24.71
151,0.00,0.00
152,0.00,19.82
152,0.00,0.00
152,0.00,20.54
152,0.00,0.00
152,0.00,21.34
152,0.00,0.00
152,0.00,21.85
152,0.00,0.00
152,0.00,19.36
152,0.00,0.00
152,0.00,22.21
152,0.00,0.00
152,0.00,21.68
152,0.00,0.00
152,0.00,22.71
152,0.00,0.00
152,0.00,23.68
153,0.00,0.00
153,0.00,18.39
153,0.00,0.00
153,0.00,22.48
153,0.00,0.00
153,0.00,22.27
153,0.00,0.00
153,0.00,24.98
153,0.00,0.00
153,0.00,21.45
153,0.00,0.00
153,0.00,20.32
153,0.00,0.00
153,0.00,20.80
153,0.00,0.00
154,0.00,20.35
154,0.00,0.00
154,0.00,20.50
154,0.00,21.45
154,0.00,22.66
154,0.00,0.00
154,0.00,19.38
154,0.00,0.00
154,0.00,24.97
154,0.00,0.00
154,0.00,21.74
154,0.00,0.00
154,0.00,22.10
154,0.00,0.00
154,0.00,23.40
154,0.00,0.00
154,0.00,20.73
155,0.00,0.00
155,0.00,22.22
155,0.00,0.00
155,0.00,21.79
155,0.00,20.73
155,0.00,21.79
155,24.38,0.00
155,0.00,0.00
155,0.00,21.57
155,0.00,0.00
155,0.00,20.98
155,0.00,0.00
155,0.00,21.04
156,0.00,0.00
156,0.00,19.69
156,0.00,0.00
156,0.00,21.85
156,0.00,0.00
156,0.00,22.83
156,0.00,0.00
156,0.00,21.21
156,0.00,22.49
156,0.00,0.00
156,0.00,21.14
156,0.00,0.00
157,0.00,20.80
157,0.00,0.00
157,0.00,20.05
157,0.00,0.00
157,0.00,23.56
157,0.00,0.00
157,0.00,21.24
157,0.00,21.51
157,0.00,23.56
157,0.00,0.00
157,0.00,23.75
157,0.00,0.00
157,0.00,22.01
157,0.00,0.00
157,0.00,23.11
157,0.00,0.00
157,0.00,20.47
157,0.00,0.00
157,0.00,22.27
158,0.00,0.00
158,0.00,20.75
158,0.00,0.00
158,0.00,22.66
158,0.00,0.00
158,0.00,18.80
158,0.00,20.02
158,0.00,20.75
158,0.00,0.00
158,0.00,22.66
158,0.00,21.43
158,0.00,0.00
158,0.00,22.99
158,0.00,0.00
158,0.00,21.54
158,0.00,19.93
158,0.00,21.54
158,0.00,0.00
158,0.00,23.62
158,0.00,0.00
158,0.00,18.92
158,0.00,0.00
158,0.00,20.98
159,0.00,0.00
159,0.00,20.51
159,0.00,0.00
159,0.00,22.80
159,0.00,0.00
160,0.00,21.13
160,0.00,0.00
160,0.00,21.00
160,0.00,0.00
160,0.00,20.04
160,0.00,20.05
160,19.64,20.05
160,0.00,20.05
160,0.00,22.81
160,22.62,22.81
160,0.00,22.81
160,0.00,0.00
161,0.00,19.01
161,0.00,0.00
161,0.00,18.64
161,0.00,0.00
161,0.00,23.78
161,0.00,0.00
161,0.00,21.78
161,0.00,23.10
161,0.00,0.00
161,0.00,25.10
161,0.00,0.00
161,0.00,20.11
161,0.00,0.00
162,0.00,24.56
162,0.00,0.00
162,0.00,24.68
162,0.00,0.00
162,0.00,24.56
162,0.00,0.00
162,0.00,20.12
162,0.00,0.00
163,0.00,18.93
163,0.00,20.80
163,0.00,0.00
163,22.19,0.00
163,0.00,19.42
163,0.00,0.00
163,0.00,21.77
163,22.34,0.00
163,0.00,0.00
163,0.00,24.97
163,0.00,21.17
163,0.00,24.97
163,0.00,0.00
163,0.00,23.64
163,0.00,25.15
163,0.00,0.00
163,0.00,23.86
164,0.00,0.00
164,0.00,20.91
164,0.00,0.00
164,0.00,23.85
164,0.00,0.00
164,0.00,21.15
164,0.00,22.76
164,0.00,0.00
164,0.00,22.46
164,0.00,0.00
164,0.00,22.46
164,0.00,23.72
164,0.00,0.00
164,0.00,25.44
164,0.00,0.00
165,0.00,24.33
165,0.00,0.00
165,0.00,23.04
165,0.00,0.00
165,0.00,23.57
165,0.00,0.00
165,0.00,25.38
165,0.00,0.00
165,0.00,19.98
166,0.00,0.00
166,0.00,19.72
166,0.00,0.00
166,0.00,19.32
166,0.00,20.67
166,0.00,21.88
166,0.00,0.00
166,0.00,22.15
166,0.00,0.00
166,0.00,19.85
166,0.00,0.00
166,0.00,23.25
166,0.00,0.00
167,0.00,21.59
167,22.29,24.46
167,0.00,24.46
167,0.00,0.00
167,0.00,20.46
167,0.00,0.00
167,0.00,18.78
167,0.00,0.00
167,0.00,18.91
167,0.00,21.64
167,0.00,21.92
167,0.00,22.24
167,0.00,20.46
167,0.00,22.24
167,0.00,0.00
167,0.00,20.70
167,0.00,0.00
168,0.00,18.80
168,21.30,0.00
168,0.00,0.00
168,0.00,22.65
168,0.00,0.00
168,0.00,20.78
168,0.00,23.32
168,0.00,0.00
168,0.00,24.02
169,0.00,0.00
169,0.00,22.65
169,0.00,0.00
169,0.00,19.32
169,0.00,0.00
169,0.00,21.94
169,0.00,0.00
169,0.00,18.10
169,0.00,19.60
169,0.00,19.80
169,0.00,21.00
169,0.00,0.00
169,0.00,20.96
169,0.00,23.07
169,0.00,0.00
170,0.00,19.82
170,0.00,0.00
170,0.00,20.75
170,20.64,0.00
170,0.00,0.00
170,0.00,20.27
170,0.00,0.00
170,0.00,23.07
170,0.00,0.00
170,0.00,19.82
170,0.00,0.00
170,0.00,19.82
170,0.00,20.67
170,0.00,0.00
171,0.00,19.75
171,0.00,0.00
171,0.00,20.59
171,0.00,0.00
171,0.00,21.87
171,0.00,23.60
171,0.00,0.00
172,0.00,18.51
172,0.00,0.00
172,0.00,22.31
172,0.00,0.00
172,0.00,24.00
172,0.00,0.00
172,0.00,22.77
172,0.00,0.00
173,0.00,19.55
173,0.00,22.11
173,0.00,0.00
173,0.00,22.36
173,0.00,0.00
173,0.00,23.22
173,0.00,0.00
173,0.00,20.46
173,0.00,0.00
173,0.00,18.82
173,0.00,0.00
173,0.00,23.57
174,0.00,0.00
174,0.00,20.82
174,0.00,0.00
174,0.00,22.89
174,0.00,0.00
174,0.00,24.72
174,0.00,0.00
174,0.00,22.73
174,0.00,0.00
174,0.00,18.55
174,0.00,0.00
175,23.10,0.00
175,0.00,20.55
175,0.00,0.00
175,0.00,20.32
175,0.00,0.00
175,0.00,22.91
175,0.00,0.00
175,0.00,20.02
175,0.00,0.00
175,0.00,21.59
175,0.00,0.00
175,0.00,19.51
175,0.00,0.00
175,0.00,19.73
175,0.00,0.00
175,0.00,21.67
175,0.00,0.00
176,0.00,21.32
176,0.00,0.00
176,0.00,19.69
176,22.26,22.44
176,20.79,22.44
176,21.30,22.44
176,20.79,22.28
176,0.00,22.28
176,0.00,0.00
176,0.00,19.64
176,0.00,0.00
176,0.00,22.72
176,0.00,0.00
177,0.00,19.80
177,0.00,0.00
177,0.00,20.22
177,21.87,0.00
177,0.00,0.00
177,0.00,22.92
177,0.00,0.00
177,0.00,18.67
177,0.00,0.00
177,0.00,19.07
177,0.00,0.00
177,0.00,23.02
177,0.00,0.00
177,0.00,18.17
177,0.00,0.00
177,0.00,23.57
177,0.00,0.00
177,0.00,19.48
177,0.00,0.00
178,0.00,20.07
178,0.00,23.26
178,0.00,0.00
178,0.00,20.62
178,0.00,22.41
178,0.00,0.00
178,0.00,19.51
178,0.00,0.00
178,0.00,18.82
178,0.00,0.00
178,0.00,19.89
178,0.00,0.00
178,0.00,22.17
178,0.00,0.00
179,0.00,21.26
179,0.00,0.00
179,0.00,22.26
179,0.00,23.37
179,0.00,0.00
179,0.00,19.62
179,0.00,0.00
179,0.00,22.50
179,0.00,0.00
179,0.00,23.06
179,0.00,0.00
179,0.00,23.95
180,0.00,0.00
180,0.00,21.78
180,0.00,22.67
180,0.00,23.05
180,0.00,0.00
180,0.00,20.55
180,0.00,20.82
180,0.00,0.00
180,0.00,21.92
180,0.00,0.00
180,0.00,20.62
180,0.00,22.62
180,0.00,0.00
181,0.00,22.55
181,0.00,0.00
181,0.00,20.66
181,0.00,0.00
181,0.00,18.88
181,0.00,0.00
181,0.00,22.57
181,0.00,0.00
181,0.00,19.39
181,0.00,0.00
181,0.00,20.86
181,0.00,0.00
181,0.00,19.75
181,0.00,0.00
182,0.00,22.22
182,0.00,0.00
182,0.00,19.42
182,0.00,0.00
182,0.00,19.42
182,0.00,0.00
182,0.00,22.82
182,0.00,0.00
182,0.00,21.02
182,0.00,0.00
182,0.00,18.20
182,0.00,0.00
182,0.00,23.54
182,0.00,0.00
182,0.00,21.97
182,0.00,0.00
182,0.00,20.23
182,0.00,0.00
182,0.00,24.58
182,0.00,0.00
183,0.00,22.89
