time,price,fastEma,slowEma
1,103.16,103.16,103.16
2,108.94,103.274,103.218
3,109.48,103.397,103.28
4,108.99,103.508,103.337
5,107.56,103.588,103.379
6,105.48,103.626,103.4
7,107.53,103.703,103.441
8,107.225,103.773,103.478
9,106.97,103.836,103.513
10,106.67,103.892,103.544
11,105.3,103.92,103.562
12,104.95,103.941,103.576
13,104.89,103.959,103.589
14,105.23,103.984,103.605
15,105.22,104.009,103.621
16,105.09,104.03,103.636
17,105.32,104.056,103.653
18,105.374,104.082,103.67
19,105.15,104.103,103.684
20,104.67,104.114,103.694
21,104.87,104.129,103.706
22,105.15,104.15,103.72
23,105.09,104.168,103.734
24,104.99,104.184,103.746
25,105.08,104.202,103.76
26,105.51,104.228,103.777
27,105.29,104.249,103.792
28,104.97,104.263,103.804
29,104.97,104.277,103.816
30,105.16,104.295,103.829
31,104.79,104.305,103.838
32,104.32,104.305,103.843
33,104.18,104.302,103.847
34,103.94,104.295,103.848
35,104.04,104.29,103.849
36,103.99,104.284,103.851
37,104.11,104.281,103.853
38,104.06,104.276,103.855
39,103.98,104.271,103.857
40,104.07,104.267,103.859
41,104.17,104.265,103.862
42,104.09,104.261,103.864
43,104.12,104.258,103.867
44,104.1,104.255,103.869
45,103.87,104.248,103.869
46,103.76,104.238,103.868
47,103.54,104.224,103.865
48,103.17,104.203,103.858
49,103.55,104.19,103.855
50,103.67,104.18,103.853
51,103.8,104.173,103.852
52,103.82,104.166,103.852
53,104,104.162,103.854
54,104.16,104.162,103.857
55,103.94,104.158,103.857
56,104.06,104.156,103.859
57,103.98,104.152,103.861
58,104.24,104.154,103.864
59,104.26,104.156,103.868
60,104.14,104.156,103.871
61,104.18,104.156,103.874
62,103.84,104.15,103.874
63,103.92,104.146,103.874
64,103.947,104.142,103.875
65,103.94,104.138,103.876
66,104.05,104.136,103.877
67,104.31,104.139,103.882
68,104.01,104.137,103.883
69,104.32,104.14,103.887
70,104.35,104.145,103.892
71,104.39,104.149,103.897
72,104.39,104.154,103.902
73,104.44,104.16,103.907
74,104.46,104.166,103.913
75,104.31,104.169,103.917
76,104.51,104.175,103.922
77,104.47,104.181,103.928
78,104.66,104.191,103.935
79,104.73,104.201,103.943
80,104.71,104.211,103.951
81,104.8,104.223,103.959
82,104.82,104.235,103.968
83,104.66,104.243,103.975
84,104.93,104.257,103.984
85,104.85,104.269,103.993
86,104.79,104.279,104.001
87,104.75,104.288,104.008
88,105.14,104.305,104.019
89,105.14,104.322,104.031
90,105.5,104.345,104.045
91,105.47,104.367,104.059
92,105.48,104.389,104.073
93,105.92,104.42,104.092
94,105.98,104.451,104.111
95,105.87,104.479,104.128
96,106.27,104.514,104.149
97,106.82,104.56,104.176
98,106.85,104.605,104.203
99,106.99,104.652,104.23
100,106.95,104.698,104.257
101,107.48,104.753,104.29
102,108.65,104.83,104.333
103,109.22,104.917,104.382
104,109.89,105.016,104.436
105,112.74,105.169,104.519
106,112.05,105.305,104.594
107,111.949,105.436,104.667
108,112.27,105.572,104.743
109,112.33,105.706,104.818
110,112.45,105.839,104.894
111,112.34,105.968,104.968
112,112.24,106.092,105.041
113,112.42,106.217,105.114
114,112.26,106.337,105.185
115,112.48,106.459,105.258
116,112.3,106.574,105.328
117,112.38,106.689,105.398
118,112.59,106.806,105.47
119,112.65,106.922,105.541
120,112.22,107.027,105.607
121,112.56,107.136,105.677
122,112.68,107.246,105.746
123,112.14,107.343,105.81
124,112,107.435,105.872
125,111.91,107.524,105.932
126,111.82,107.609,105.99
127,111.88,107.693,106.049
128,111.9,107.777,106.107
129,111.89,107.858,106.165
130,111.78,107.936,106.22
131,111.32,108.003,106.271
132,111.13,108.065,106.32
133,110.66,108.116,106.363
134,110.42,108.162,106.403
135,109.9,108.196,106.438
136,110.45,108.241,106.478
137,110.33,108.282,106.516
138,110.32,108.323,106.554
139,110.44,108.365,106.593
140,110.26,108.402,106.629
141,110.18,108.437,106.664
142,110.43,108.477,106.702
143,110.45,108.516,106.739
144,110.68,108.559,106.778
145,110.27,108.593,106.813
146,110.31,108.627,106.848
147,110.2,108.658,106.881
148,110.32,108.691,106.916
149,110.56,108.728,106.952
150,110.66,108.766,106.989
151,110.48,108.8,107.023
152,110.78,108.839,107.061
153,110.54,108.873,107.095
154,110.41,108.903,107.128
155,110.45,108.934,107.161
156,110.74,108.97,107.197
157,110.2,108.994,107.227
158,110.11,109.016,107.256
159,110.23,109.04,107.285
160,109.62,109.052,107.308
161,109.14,109.053,107.327
162,109.4,109.06,107.347
163,108.85,109.056,107.362
164,108.24,109.04,107.371
165,108.33,109.026,107.381
166,108.28,109.011,107.39
167,108.34,108.998,107.399
168,108.31,108.984,107.408
169,108.34,108.971,107.417
170,108.07,108.954,107.424
171,107.9,108.933,107.429
172,108.08,108.916,107.435
173,107.98,108.897,107.44
174,108.16,108.883,107.448
175,108.12,108.868,107.454
176,108.14,108.853,107.461
177,107.95,108.835,107.466
178,107.93,108.817,107.471
179,107.96,108.8,107.475
180,108.01,108.785,107.481
181,107.72,108.764,107.483
182,107.97,108.748,107.488
183,107.86,108.73,107.492
184,107.69,108.71,107.494
185,108.13,108.698,107.5
186,107.96,108.684,107.505
187,107.76,108.665,107.507
188,107.69,108.646,107.509
189,107.69,108.627,107.511
190,107.65,108.608,107.512
191,107.45,108.585,107.512
192,107.15,108.556,107.508
193,106.97,108.525,107.503
194,106.75,108.49,107.495
195,106.61,108.453,107.486
196,106.59,108.416,107.477
197,106.38,108.375,107.466
198,106.38,108.336,107.456
199,106.41,108.298,107.445
200,106.34,108.259,107.434
201,105.97,108.214,107.42
202,105.83,108.166,107.404
203,105.63,108.116,107.386
204,105.61,108.067,107.369
205,105.55,108.017,107.35
