time,bestAskPrice,bestAskVolume,askTotalVolume,bestBidPrice,bestBidVolume,bidTotalVolume,lastTradePrice
0,0.00,0,0,0.00,0,0,100.00
1,113.32,1,1,0.00,0,0,103.16
2,110.81,1,8,104.10,1,1,108.94
3,109.52,1,14,109.28,1,5,109.48
4,109.04,1,16,108.69,1,4,108.99
5,107.70,1,23,107.55,1,2,107.56
6,105.52,1,27,105.48,1,5,105.48
7,107.70,1,23,106.47,1,5,107.53
8,107.35,1,27,107.00,2,9,107.22
9,106.88,1,32,106.65,1,6,106.97
10,106.56,1,34,106.33,1,5,106.67
11,105.15,1,42,105.13,1,5,105.30
12,105.46,1,40,104.89,1,3,104.95
13,105.55,1,39,104.68,1,3,104.89
14,105.39,1,39,105.21,1,7,105.23
15,105.31,1,41,105.19,1,10,105.21
16,105.30,1,40,104.86,1,5,105.09
17,105.51,1,42,105.07,1,6,105.32
18,105.47,1,45,105.29,1,8,105.37
19,105.53,1,45,104.91,1,5,105.15
20,105.05,1,48,104.55,1,2,104.67
21,105.05,1,48,104.84,1,4,104.87
22,105.45,1,47,104.89,1,6,105.15
23,105.34,1,47,105.22,1,10,105.09
24,105.35,1,49,104.98,1,9,104.99
25,105.10,1,52,104.91,1,9,105.08
26,105.21,1,48,105.17,1,11,105.51
27,105.43,1,47,105.19,1,14,105.29
28,105.08,1,56,104.94,1,9,104.97
29,105.04,1,60,104.84,1,8,104.97
30,104.80,1,59,104.77,1,7,105.16
31,104.80,1,64,104.70,1,5,104.79
32,104.40,2,72,104.26,1,4,104.32
33,104.28,1,74,104.09,1,3,104.18
34,104.12,1,78,103.86,1,2,103.94
35,104.13,1,83,103.98,1,4,104.04
36,104.15,1,87,103.96,1,7,103.99
37,104.13,2,92,104.00,1,8,104.11
38,104.20,1,92,104.02,1,9,104.06
39,104.14,1,94,103.95,2,8,103.98
40,104.23,3,93,103.95,1,8,104.07
41,104.23,1,95,104.09,1,11,104.17
42,104.24,3,94,104.08,1,12,104.09
43,103.99,1,99,103.96,1,12,104.12
44,104.13,3,101,103.99,1,13,104.10
