time,bestAskPrice,bestAskVolume,askTotalVolume,bestBidPrice,bestBidVolume,bidTotalVolume,lastTradePrice
0,0.00,0,0,0.00,0,0,100.00
1,0.00,0,0,0.00,0,0,99.86
2,95.37,1,2,0.00,0,0,95.53
3,107.72,1,1,0.00,0,0,94.56
4,107.72,1,1,0.00,0,0,94.95
5,107.72,1,1,0.00,0,0,95.82
6,99.47,1,6,98.80,1,2,99.39
7,101.19,1,3,100.80,1,5,99.41
8,102.38,1,4,101.44,1,6,102.08
9,100.38,2,9,99.90,1,5,100.12
10,99.70,1,12,98.90,1,3,99.69
11,98.37,1,15,98.21,1,5,98.53
12,98.33,1,16,98.07,1,4,98.29
13,98.35,1,20,98.01,1,7,98.07
14,98.14,1,21,97.77,1,4,97.85
15,98.29,1,22,98.10,1,8,98.07
16,98.37,1,25,98.36,1,12,98.41
17,98.46,1,24,98.28,1,12,98.42
18,98.53,2,24,98.27,1,12,98.49
19,98.30,1,22,97.97,1,10,98.47
20,98.59,1,19,98.51,1,18,98.49
21,98.85,1,14,98.52,1,18,98.78
22,100.17,1,11,99.76,1,22,99.93
23,102.38,1,4,100.24,1,26,100.63
24,100.99,1,8,100.70,1,28,100.93
25,100.99,1,10,100.25,1,27,100.40
26,100.48,1,9,100.45,1,27,100.42
27,100.60,1,11,100.58,1,27,100.44
28,100.86,1,9,100.55,1,31,100.63
29,100.88,2,11,100.50,1,30,100.52
30,100.88,1,11,100.33,1,26,100.83
31,100.37,1,16,100.19,1,26,100.31
32,100.10,1,16,99.96,1,25,100.04
33,100.75,1,16,100.60,1,26,100.73
34,100.77,1,18,99.86,1,26,100.14
35,100.70,1,18,100.55,1,31,100.61
36,100.29,1,17,100.02,1,28,100.22
37,100.67,1,17,100.55,1,30,100.62
38,100.81,1,16,100.63,1,33,100.82
39,100.43,1,15,99.86,1,29,100.37
40,100.66,1,14,100.63,1,33,100.80
41,100.67,1,13,100.47,1,32,100.72
42,101.13,1,16,101.10,1,36,101.13
43,101.14,1,15,100.79,1,36,100.87
44,100.96,1,13,100.79,1,38,100.83
45,100.73,1,15,100.54,1,38,100.63
46,101.15,1,16,100.83,1,41,101.01
47,100.96,1,17,100.83,1,42,100.87
48,100.99,1,18,100.51,1,38,100.56
49,101.00,1,18,100.86,1,43,101.11
50,101.47,1,13,101.32,1,48,101.46
51,101.80,1,8,101.46,2,51,101.79
52,101.77,1,8,101.58,1,54,101.70
53,101.90,1,8,101.86,1,56,101.97
54,101.63,1,10,101.50,1,53,101.98
55,101.76,1,8,101.45,1,51,101.65
56,102.27,1,5,102.17,1,53,102.20
57,102.37,1,6,101.85,1,54,102.04
58,102.44,1,6,102.36,1,60,102.17
59,102.51,1,6,102.20,1,61,102.56
60,102.55,1,4,102.05,1,58,102.10
61,102.11,1,6,101.93,1,56,102.02
62,0.00,0,0,101.74,1,53,101.82
63,0.00,0,0,101.66,1,52,102.39
64,0.00,0,0,101.27,1,50,101.67
65,0.00,0,0,101.14,1,49,101.27
66,0.00,0,0,101.71,1,47,100.86
67,0.00,0,0,100.76,1,44,101.55
68,0.00,0,0,100.51,1,40,100.57
69,0.00,0,0,100.47,1,36,100.47
70,0.00,0,0,101.34,1,37,100.47
71,0.00,0,0,100.60,1,37,101.58
72,0.00,0,0,100.60,1,39,101.12
73,0.00,0,0,100.50,1,38,102.23
74,0.00,0,0,100.92,1,39,101.98
75,0.00,0,0,100.65,1,42,100.87
76,0.00,0,0,100.60,1,41,100.65
77,101.62,1,2,101.44,1,41,100.60
78,0.00,0,0,100.50,1,40,101.44
79,0.00,0,0,102.10,1,41,101.82
80,0.00,0,0,102.23,1,41,102.54
81,0.00,0,0,100.50,1,40,102.30
82,0.00,0,0,100.38,3,37,100.42
83,0.00,0,0,100.43,1,37,100.38
84,0.00,0,0,100.38,1,35,100.38
85,0.00,0,0,100.84,1,35,100.27
86,0.00,0,0,100.84,1,35,101.32
87,0.00,0,0,101.81,1,37,101.79
88,0.00,0,0,101.96,1,37,101.42
89,100.93,1,1,100.84,1,35,101.70
90,0.00,0,0,100.87,1,35,101.12
91,0.00,0,0,102.14,1,36,101.61
92,0.00,0,0,101.72,1,35,101.79
93,0.00,0,0,100.67,1,34,100.98
94,0.00,0,0,99.61,1,25,99.65
95,0.00,0,0,99.34,1,25,99.49
96,0.00,0,0,99.34,1,22,99.29
97,0.00,0,0,98.52,1,18,98.89
98,0.00,0,0,98.52,1,18,99.09
99,0.00,0,0,98.36,1,16,98.36
100,0.00,0,0,98.77,1,16,98.36
101,0.00,0,0,98.26,1,15,99.85
102,0.00,0,0,101.21,1,16,100.28
103,101.14,1,1,99.95,1,16,101.48
104,0.00,0,0,101.74,1,19,101.20
105,0.00,0,0,101.13,1,15,100.92
106,0.00,0,0,101.13,1,15,101.23
107,0.00,0,0,98.19,1,14,102.52
108,0.00,0,0,98.17,1,13,98.19
109,0.00,0,0,98.80,1,11,97.97
110,0.00,0,0,98.23,1,14,98.26
111,0.00,0,0,98.38,1,15,98.80
112,0.00,0,0,98.38,1,15,99.31
113,0.00,0,0,99.36,1,17,98.57
114,0.00,0,0,98.39,1,16,98.64
115,0.00,0,0,99.14,1,15,98.38
116,0.00,0,0,98.94,1,13,98.21
117,0.00,0,0,97.96,1,8,97.96
118,0.00,0,0,97.65,1,6,97.83
119,0.00,0,0,97.42,1,4,97.47
120,105.45,1,1,0.00,0,0,100.64
121,104.74,1,1,0.00,0,0,101.09
122,107.20,1,2,105.42,1,1,104.74
123,107.20,1,2,0.00,0,0,105.49
124,104.37,1,3,0.00,0,0,104.26
125,104.56,1,4,0.00,0,0,104.40
126,104.56,1,4,0.00,0,0,104.40
127,103.46,1,6,0.00,0,0,103.68
128,103.20,1,5,0.00,0,0,103.79
129,103.89,1,3,0.00,0,0,103.57
130,107.20,1,2,0.00,0,0,102.88
131,105.02,1,3,0.00,0,0,104.20
132,104.09,1,5,0.00,0,0,104.98
133,107.20,1,2,0.00,0,0,105.94
134,106.74,1,3,0.00,0,0,106.64
135,107.20,1,2,0.00,0,0,106.74
136,105.43,1,3,0.00,0,0,106.27
137,105.34,1,5,0.00,0,0,106.06
138,104.46,1,5,0.00,0,0,104.39
139,106.38,1,3,0.00,0,0,105.95
140,98.93,1,1,0.00,0,0,109.33
141,101.94,1,7,101.72,1,6,101.79
142,101.81,1,11,101.66,1,6,101.75
143,101.91,1,12,101.69,1,9,101.83
144,101.98,1,9,101.58,1,7,101.75
145,101.86,1,9,101.76,1,9,101.86
146,101.55,1,11,99.59,1,2,101.39
147,101.12,1,14,101.04,1,4,101.07
148,99.76,1,18,99.36,1,2,99.59
149,99.61,1,18,99.43,1,6,99.83
150,101.07,1,17,101.02,1,8,101.00
151,100.92,1,23,100.91,1,7,100.94
152,100.90,1,24,100.72,1,6,100.75
153,101.23,1,16,101.10,1,12,101.14
154,102.19,1,8,101.65,1,21,101.86
155,0.00,0,0,102.54,1,26,103.24
156,0.00,0,0,104.13,1,32,103.29
157,103.89,1,1,103.89,1,33,104.11
158,0.00,0,0,105.37,1,34,104.36
159,0.00,0,0,105.63,1,34,105.37
160,0.00,0,0,104.12,1,33,103.89
161,0.00,0,0,105.22,1,35,104.39
162,0.00,0,0,106.50,1,36,106.63
163,0.00,0,0,105.14,1,35,106.50
164,0.00,0,0,104.31,1,34,105.14
165,105.79,1,1,104.31,1,34,107.67
166,0.00,0,0,105.10,1,35,105.49
167,0.00,0,0,105.38,1,36,105.59
168,104.48,1,1,104.47,1,34,104.31
169,0.00,0,0,105.07,1,34,104.30
170,0.00,0,0,104.32,1,34,104.12
171,0.00,0,0,103.20,1,31,103.74
172,0.00,0,0,103.69,1,31,103.20
173,0.00,0,0,104.65,1,34,104.53
174,0.00,0,0,103.31,1,31,103.60
175,0.00,0,0,103.81,1,32,104.19
176,0.00,0,0,103.81,1,34,103.86
177,0.00,0,0,105.05,1,38,104.52
178,0.00,0,0,105.02,1,38,105.73
179,105.71,1,2,105.56,1,43,105.68
