id,time,price,aggressing,aggressingOwner,direction,resting,restingOwner,volume
2,1,100.70,5,TRADER_RANDOM_02,SELL,4,TRADER_RANDOM_08,1
3,1,100.52,8,TRADER_RANDOM_07,BUY,7,TRADER_RANDOM_03,1
4,1,103.44,17,TRADER_FUNDAMENTAL_77,BUY,16,TRADER_FUNDAMENTAL_38,1
5,1,103.50,19,TRADER_FUNDAMENTAL_39,BUY,14,TRADER_FUNDAMENTAL_95,1
6,1,103.41,20,TRADER_FUNDAMENTAL_32,SELL,18,TRADER_FUNDAMENTAL_75,1
7,1,103.69,22,TRADER_FUNDAMENTAL_26,BUY,11,TRADER_FUNDAMENTAL_89,1
8,2,104.04,24,TRADER_RANDOM_08,SELL,23,TRADER_FUNDAMENTAL_61,1
9,2,105.01,25,TRADER_FUNDAMENTAL_44,BUY,9,TRADER_FUNDAMENTAL_19,1
10,2,107.08,31,TRADER_FUNDAMENTAL_78,BUY,26,TRADER_FUNDAMENTAL_47,1
11,3,107.52,36,TRADER_RANDOM_02,SELL,34,TRADER_FUNDAMENTAL_58,1
12,3,107.84,38,TRADER_FUNDAMENTAL_01,BUY,35,TRADER_FUNDAMENTAL_67,1
13,3,108.39,40,TRADER_FUNDAMENTAL_37,BUY,32,TRADER_FUNDAMENTAL_38,1
14,3,108.35,41,TRADER_FUNDAMENTAL_04,SELL,39,TRADER_FUNDAMENTAL_36,1
15,3,109.16,46,TRADER_FUNDAMENTAL_78,BUY,45,TRADER_FUNDAMENTAL_79,1
16,3,108.96,47,TRADER_FUNDAMENTAL_27,SELL,42,TRADER_FUNDAMENTAL_63,1
18,4,109.33,49,TRADER_FUNDAMENTAL_57,BUY,43,TRADER_FUNDAMENTAL_34,1
17,4,109.19,48,TRADER_RANDOM_09,BUY,44,TRADER_FUNDAMENTAL_76,1
19,4,110.02,53,TRADER_FUNDAMENTAL_50,BUY,3,TRADER_FUNDAMENTAL_56,1
20,4,109.66,54,TRADER_FUNDAMENTAL_49,SELL,51,TRADER_FUNDAMENTAL_09,1
21,4,109.53,55,TRADER_FUNDAMENTAL_20,SELL,52,TRADER_RANDOM_00,1
22,4,109.46,56,TRADER_FUNDAMENTAL_96,SELL,50,TRADER_RANDOM_03,1
23,4,107.79,57,TRADER_FUNDAMENTAL_90,SELL,37,TRADER_RANDOM_03,1
24,4,107.20,58,TRADER_FUNDAMENTAL_87,SELL,33,TRADER_FUNDAMENTAL_29,1
25,4,106.38,59,TRADER_FUNDAMENTAL_62,SELL,29,TRADER_FUNDAMENTAL_41,1
26,5,106.16,60,TRADER_RANDOM_05,SELL,30,TRADER_FUNDAMENTAL_03,1
27,5,106.14,61,TRADER_FUNDAMENTAL_46,SELL,28,TRADER_FUNDAMENTAL_88,1
28,5,105.36,63,TRADER_RANDOM_07,SELL,27,TRADER_FUNDAMENTAL_86,1
29,5,106.02,64,TRADER_RANDOM_03,BUY,62,TRADER_RANDOM_09,1
30,5,104.75,66,TRADER_FUNDAMENTAL_48,SELL,65,TRADER_FUNDAMENTAL_53,1
31,5,103.40,67,TRADER_FUNDAMENTAL_89,SELL,13,TRADER_FUNDAMENTAL_85,1
32,5,103.27,68,TRADER_FUNDAMENTAL_96,SELL,21,TRADER_FUNDAMENTAL_64,1
33,6,104.03,72,TRADER_FUNDAMENTAL_23,SELL,71,TRADER_RANDOM_03,1
34,6,103.81,73,TRADER_FUNDAMENTAL_47,SELL,70,TRADER_RANDOM_00,1
35,6,103.75,74,TRADER_FUNDAMENTAL_89,SELL,69,TRADER_RANDOM_09,1
36,6,103.20,75,TRADER_FUNDAMENTAL_87,SELL,12,TRADER_FUNDAMENTAL_88,1
37,7,103.12,77,TRADER_FUNDAMENTAL_47,SELL,15,TRADER_FUNDAMENTAL_37,1
38,7,103.16,81,TRADER_FUNDAMENTAL_29,BUY,80,TRADER_FUNDAMENTAL_60,1
39,7,103.22,82,TRADER_FUNDAMENTAL_03,BUY,76,TRADER_FUNDAMENTAL_23,1
40,7,103.37,86,TRADER_FUNDAMENTAL_92,BUY,78,TRADER_FUNDAMENTAL_45,1
41,7,103.02,87,TRADER_FUNDAMENTAL_95,SELL,85,TRADER_FUNDAMENTAL_43,1
42,7,102.96,88,TRADER_FUNDAMENTAL_81,SELL,84,TRADER_FUNDAMENTAL_17,1
43,7,102.85,89,TRADER_FUNDAMENTAL_68,SELL,83,TRADER_FUNDAMENTAL_18,1
44,8,102.79,90,TRADER_FUNDAMENTAL_87,SELL,79,TRADER_FUNDAMENTAL_79,1
45,8,103.46,93,TRADER_FUNDAMENTAL_96,SELL,92,TRADER_RANDOM_03,1
46,8,102.87,94,TRADER_FUNDAMENTAL_46,SELL,91,TRADER_RANDOM_06,1
47,9,102.75,95,TRADER_RANDOM_00,SELL,10,TRADER_FUNDAMENTAL_98,1
48,9,102.90,97,TRADER_FUNDAMENTAL_96,SELL,96,TRADER_RANDOM_07,1
49,9,100.20,98,TRADER_FUNDAMENTAL_89,SELL,6,TRADER_RANDOM_01,1
50,9,104.92,100,TRADER_FUNDAMENTAL_85,BUY,99,TRADER_FUNDAMENTAL_04,1
51,9,104.05,103,TRADER_FUNDAMENTAL_63,BUY,102,TRADER_RANDOM_04,1
52,9,108.41,104,TRADER_FUNDAMENTAL_58,BUY,101,TRADER_FUNDAMENTAL_34,1
53,9,106.82,106,TRADER_FUNDAMENTAL_03,BUY,105,TRADER_FUNDAMENTAL_29,1
54,10,107.19,109,TRADER_RANDOM_02,SELL,108,TRADER_RANDOM_08,1
55,10,106.13,112,TRADER_FUNDAMENTAL_01,BUY,111,TRADER_RANDOM_00,1
56,10,106.66,113,TRADER_FUNDAMENTAL_25,BUY,110,TRADER_RANDOM_03,1
57,10,106.02,115,TRADER_FUNDAMENTAL_66,BUY,114,TRADER_RANDOM_04,1
58,11,105.14,118,TRADER_FUNDAMENTAL_56,BUY,116,TRADER_RANDOM_05,1
60,11,105.83,121,TRADER_FUNDAMENTAL_01,BUY,117,TRADER_RANDOM_01,1
59,11,104.35,120,TRADER_RANDOM_07,BUY,119,TRADER_RANDOM_02,1
61,12,106.43,131,TRADER_RANDOM_09,BUY,128,TRADER_FUNDAMENTAL_67,1
62,12,106.36,132,TRADER_RANDOM_00,SELL,122,TRADER_RANDOM_08,1
63,12,106.49,134,TRADER_FUNDAMENTAL_50,BUY,127,TRADER_FUNDAMENTAL_81,1
64,12,106.52,138,TRADER_FUNDAMENTAL_12,BUY,137,TRADER_FUNDAMENTAL_17,1
65,12,106.51,141,TRADER_RANDOM_04,SELL,136,TRADER_FUNDAMENTAL_15,1
66,13,106.36,146,TRADER_RANDOM_06,SELL,144,TRADER_FUNDAMENTAL_03,1
67,13,106.31,147,TRADER_RANDOM_03,SELL,129,TRADER_FUNDAMENTAL_56,1
68,13,106.23,149,TRADER_RANDOM_07,SELL,130,TRADER_FUNDAMENTAL_13,1
69,13,106.35,151,TRADER_FUNDAMENTAL_49,SELL,150,TRADER_FUNDAMENTAL_53,1
70,13,106.57,152,TRADER_FUNDAMENTAL_15,BUY,140,TRADER_FUNDAMENTAL_18,1
71,13,106.59,156,TRADER_FUNDAMENTAL_74,BUY,135,TRADER_FUNDAMENTAL_48,1
72,14,106.65,157,TRADER_RANDOM_02,BUY,145,TRADER_FUNDAMENTAL_61,1
73,14,106.66,158,TRADER_RANDOM_06,BUY,153,TRADER_FUNDAMENTAL_40,1
74,14,106.44,159,TRADER_RANDOM_03,SELL,154,TRADER_FUNDAMENTAL_34,1
75,14,106.15,161,TRADER_FUNDAMENTAL_59,SELL,148,TRADER_FUNDAMENTAL_09,1
76,14,105.90,162,TRADER_FUNDAMENTAL_23,SELL,155,TRADER_FUNDAMENTAL_75,1
77,14,105.51,164,TRADER_FUNDAMENTAL_88,BUY,163,TRADER_RANDOM_08,1
79,14,106.68,166,TRADER_FUNDAMENTAL_16,BUY,133,TRADER_FUNDAMENTAL_49,1
78,14,106.57,165,TRADER_FUNDAMENTAL_92,BUY,160,TRADER_RANDOM_09,1
80,14,106.69,167,TRADER_FUNDAMENTAL_63,BUY,143,TRADER_FUNDAMENTAL_73,1
81,14,106.78,168,TRADER_FUNDAMENTAL_35,BUY,139,TRADER_FUNDAMENTAL_90,1
83,15,106.91,170,TRADER_FUNDAMENTAL_08,BUY,142,TRADER_FUNDAMENTAL_77,1
82,15,106.90,169,TRADER_FUNDAMENTAL_09,BUY,126,TRADER_FUNDAMENTAL_33,1
84,15,107.41,174,TRADER_FUNDAMENTAL_57,BUY,172,TRADER_FUNDAMENTAL_96,1
85,15,107.27,175,TRADER_RANDOM_08,SELL,173,TRADER_FUNDAMENTAL_69,1
86,15,107.75,178,TRADER_FUNDAMENTAL_97,BUY,177,TRADER_FUNDAMENTAL_17,1
87,15,107.66,180,TRADER_FUNDAMENTAL_30,SELL,179,TRADER_FUNDAMENTAL_85,1
88,15,107.28,187,TRADER_FUNDAMENTAL_68,SELL,182,TRADER_FUNDAMENTAL_63,1
89,16,107.37,188,TRADER_FUNDAMENTAL_03,BUY,181,TRADER_FUNDAMENTAL_31,1
90,16,107.34,192,TRADER_RANDOM_03,SELL,189,TRADER_FUNDAMENTAL_65,1
91,16,107.39,193,TRADER_FUNDAMENTAL_09,BUY,183,TRADER_FUNDAMENTAL_67,1
92,16,107.44,194,TRADER_FUNDAMENTAL_51,BUY,191,TRADER_FUNDAMENTAL_61,1
93,16,107.23,196,TRADER_FUNDAMENTAL_52,SELL,176,TRADER_FUNDAMENTAL_16,1
94,16,107.25,200,TRADER_FUNDAMENTAL_58,BUY,199,TRADER_FUNDAMENTAL_60,1
96,16,107.15,204,TRADER_RANDOM_08,SELL,190,TRADER_FUNDAMENTAL_05,1
97,16,107.06,205,TRADER_FUNDAMENTAL_18,SELL,185,TRADER_FUNDAMENTAL_80,1
95,16,107.28,201,TRADER_FUNDAMENTAL_57,BUY,198,TRADER_FUNDAMENTAL_96,1
98,16,107.33,207,TRADER_FUNDAMENTAL_66,BUY,197,TRADER_FUNDAMENTAL_55,1
99,16,107.17,209,TRADER_FUNDAMENTAL_27,SELL,206,TRADER_FUNDAMENTAL_41,1
101,17,106.99,212,TRADER_RANDOM_02,SELL,171,TRADER_RANDOM_00,1
100,17,107.00,211,TRADER_FUNDAMENTAL_05,BUY,210,TRADER_FUNDAMENTAL_67,1
102,17,106.79,214,TRADER_FUNDAMENTAL_61,SELL,184,TRADER_FUNDAMENTAL_72,1
103,17,106.99,215,TRADER_FUNDAMENTAL_01,BUY,213,TRADER_RANDOM_01,1
104,17,107.34,216,TRADER_FUNDAMENTAL_54,BUY,195,TRADER_FUNDAMENTAL_22,1
105,17,107.35,217,TRADER_FUNDAMENTAL_24,BUY,203,TRADER_FUNDAMENTAL_04,1
106,17,107.35,218,TRADER_FUNDAMENTAL_25,BUY,208,TRADER_FUNDAMENTAL_29,1
107,17,107.62,219,TRADER_FUNDAMENTAL_00,BUY,202,TRADER_FUNDAMENTAL_62,1
108,17,107.77,220,TRADER_RANDOM_08,BUY,125,TRADER_FUNDAMENTAL_90,1
109,18,107.87,221,TRADER_FUNDAMENTAL_53,BUY,186,TRADER_FUNDAMENTAL_45,1
110,18,109.06,223,TRADER_FUNDAMENTAL_02,BUY,124,TRADER_FUNDAMENTAL_40,1
111,18,108.74,225,TRADER_RANDOM_06,SELL,224,TRADER_RANDOM_07,1
114,18,108.74,231,TRADER_RANDOM_00,BUY,226,TRADER_RANDOM_03,1
113,18,108.16,230,TRADER_FUNDAMENTAL_51,BUY,227,TRADER_RANDOM_09,1
112,18,107.99,229,TRADER_FUNDAMENTAL_25,BUY,228,TRADER_FUNDAMENTAL_22,1
115,18,109.99,233,TRADER_FUNDAMENTAL_50,BUY,232,TRADER_FUNDAMENTAL_48,1
116,18,110.12,236,TRADER_FUNDAMENTAL_43,SELL,235,TRADER_FUNDAMENTAL_70,1
117,18,109.56,239,TRADER_FUNDAMENTAL_21,BUY,238,TRADER_FUNDAMENTAL_06,1
118,18,108.69,240,TRADER_RANDOM_08,SELL,237,TRADER_FUNDAMENTAL_91,1
119,19,107.89,244,TRADER_FUNDAMENTAL_29,SELL,222,TRADER_RANDOM_02,1
120,19,108.43,245,TRADER_FUNDAMENTAL_53,BUY,243,TRADER_FUNDAMENTAL_39,1
121,19,108.59,246,TRADER_RANDOM_01,BUY,242,TRADER_FUNDAMENTAL_14,1
122,19,107.69,250,TRADER_FUNDAMENTAL_25,BUY,248,TRADER_RANDOM_09,1
123,19,107.73,251,TRADER_FUNDAMENTAL_50,BUY,249,TRADER_RANDOM_00,1
124,19,107.99,252,TRADER_FUNDAMENTAL_64,BUY,247,TRADER_RANDOM_03,1
125,19,109.27,253,TRADER_FUNDAMENTAL_70,BUY,241,TRADER_FUNDAMENTAL_33,1
126,19,110.26,254,TRADER_FUNDAMENTAL_21,BUY,234,TRADER_FUNDAMENTAL_81,1
127,19,112.05,255,TRADER_FUNDAMENTAL_57,BUY,123,TRADER_FUNDAMENTAL_60,1
128,20,110.95,257,TRADER_FUNDAMENTAL_00,BUY,256,TRADER_RANDOM_00,1
129,21,111.05,259,TRADER_RANDOM_09,SELL,258,TRADER_RANDOM_05,1
130,22,112.00,265,TRADER_FUNDAMENTAL_27,SELL,260,TRADER_RANDOM_01,1
131,22,111.24,274,TRADER_FUNDAMENTAL_21,SELL,261,TRADER_RANDOM_06,1
132,22,111.30,275,TRADER_RANDOM_05,BUY,271,TRADER_FUNDAMENTAL_74,1
133,23,110.42,277,TRADER_RANDOM_03,BUY,276,TRADER_RANDOM_06,1
134,23,111.32,278,TRADER_FUNDAMENTAL_78,BUY,272,TRADER_FUNDAMENTAL_31,1
135,23,111.41,279,TRADER_FUNDAMENTAL_15,BUY,270,TRADER_FUNDAMENTAL_71,1
136,23,111.46,280,TRADER_FUNDAMENTAL_12,BUY,269,TRADER_FUNDAMENTAL_83,1
137,23,111.58,281,TRADER_FUNDAMENTAL_91,BUY,267,TRADER_FUNDAMENTAL_18,1
138,24,110.96,284,TRADER_FUNDAMENTAL_10,BUY,283,TRADER_RANDOM_04,1
139,24,110.06,288,TRADER_FUNDAMENTAL_02,BUY,285,TRADER_RANDOM_09,1
140,24,110.23,289,TRADER_FUNDAMENTAL_78,BUY,287,TRADER_RANDOM_03,1
141,24,110.57,290,TRADER_RANDOM_00,BUY,286,TRADER_RANDOM_01,1
142,24,111.32,291,TRADER_FUNDAMENTAL_72,BUY,282,TRADER_RANDOM_08,1
143,24,111.58,292,TRADER_FUNDAMENTAL_41,BUY,273,TRADER_FUNDAMENTAL_14,1
144,25,111.69,294,TRADER_RANDOM_06,SELL,293,TRADER_FUNDAMENTAL_01,1
145,25,111.70,295,TRADER_FUNDAMENTAL_65,BUY,268,TRADER_FUNDAMENTAL_79,1
147,25,113.06,297,TRADER_FUNDAMENTAL_08,BUY,264,TRADER_FUNDAMENTAL_98,1
148,25,113.07,298,TRADER_FUNDAMENTAL_50,BUY,263,TRADER_FUNDAMENTAL_47,1
146,25,112.31,296,TRADER_FUNDAMENTAL_78,BUY,266,TRADER_FUNDAMENTAL_89,1
149,26,112.31,300,TRADER_FUNDAMENTAL_10,BUY,299,TRADER_RANDOM_00,1
150,27,112.64,304,TRADER_FUNDAMENTAL_51,SELL,302,TRADER_RANDOM_01,1
152,27,112.62,308,TRADER_FUNDAMENTAL_36,SELL,301,TRADER_RANDOM_02,1
151,27,112.81,306,TRADER_FUNDAMENTAL_62,SELL,305,TRADER_RANDOM_08,1
153,27,113.15,310,TRADER_RANDOM_04,BUY,309,TRADER_FUNDAMENTAL_92,1
154,28,113.41,311,TRADER_RANDOM_05,BUY,307,TRADER_FUNDAMENTAL_84,1
155,28,113.91,312,TRADER_RANDOM_07,BUY,303,TRADER_FUNDAMENTAL_01,1
156,29,113.64,314,TRADER_RANDOM_01,BUY,313,TRADER_RANDOM_00,1
157,29,114.62,317,TRADER_FUNDAMENTAL_51,SELL,315,TRADER_RANDOM_09,1
158,29,113.68,321,TRADER_FUNDAMENTAL_27,SELL,316,TRADER_RANDOM_03,1
159,29,113.85,322,TRADER_RANDOM_00,BUY,320,TRADER_FUNDAMENTAL_73,1
160,30,114.13,323,TRADER_RANDOM_05,BUY,319,TRADER_FUNDAMENTAL_99,1
161,30,114.25,325,TRADER_RANDOM_09,SELL,324,TRADER_RANDOM_07,1
162,30,113.77,328,TRADER_RANDOM_00,BUY,326,TRADER_RANDOM_03,1
163,31,114.22,330,TRADER_FUNDAMENTAL_05,SELL,329,TRADER_RANDOM_05,1
164,31,114.22,331,TRADER_RANDOM_01,BUY,327,TRADER_RANDOM_06,1
165,31,114.33,333,TRADER_FUNDAMENTAL_12,SELL,332,TRADER_RANDOM_00,1
166,32,114.69,335,TRADER_FUNDAMENTAL_08,BUY,318,TRADER_FUNDAMENTAL_47,1
167,32,114.57,337,TRADER_FUNDAMENTAL_58,SELL,334,TRADER_RANDOM_06,1
168,33,114.06,339,TRADER_RANDOM_09,BUY,338,TRADER_RANDOM_02,1
169,33,115.02,342,TRADER_FUNDAMENTAL_08,BUY,336,TRADER_FUNDAMENTAL_44,1
170,33,114.85,343,TRADER_FUNDAMENTAL_58,SELL,340,TRADER_FUNDAMENTAL_02,1
171,33,115.25,344,TRADER_RANDOM_08,BUY,341,TRADER_FUNDAMENTAL_22,1
172,34,115.40,345,TRADER_FUNDAMENTAL_08,BUY,262,TRADER_FUNDAMENTAL_22,1
173,35,115.76,347,TRADER_RANDOM_05,SELL,346,TRADER_RANDOM_02,1
174,35,115.69,349,TRADER_FUNDAMENTAL_08,BUY,348,TRADER_RANDOM_09,1
175,35,114.70,351,TRADER_RANDOM_04,BUY,350,TRADER_RANDOM_00,1
176,36,113.90,353,TRADER_RANDOM_09,BUY,352,TRADER_RANDOM_01,1
177,36,113.57,355,TRADER_FUNDAMENTAL_10,BUY,354,TRADER_RANDOM_04,1
178,37,112.83,357,TRADER_FUNDAMENTAL_02,BUY,356,TRADER_RANDOM_02,1
179,38,112.77,359,TRADER_FUNDAMENTAL_70,BUY,358,TRADER_RANDOM_07,1
180,39,112.03,362,TRADER_RANDOM_02,BUY,361,TRADER_RANDOM_00,1
181,39,111.64,364,TRADER_FUNDAMENTAL_70,BUY,363,TRADER_RANDOM_01,1
182,39,110.76,366,TRADER_RANDOM_03,BUY,365,TRADER_RANDOM_08,1
183,40,110.04,369,TRADER_FUNDAMENTAL_65,BUY,368,TRADER_RANDOM_04,1
185,40,110.46,372,TRADER_FUNDAMENTAL_64,BUY,367,TRADER_RANDOM_00,1
184,40,109.25,371,TRADER_FUNDAMENTAL_70,BUY,370,TRADER_RANDOM_01,1
186,41,111.81,377,TRADER_FUNDAMENTAL_89,SELL,376,TRADER_FUNDAMENTAL_03,1
187,41,111.73,379,TRADER_RANDOM_07,BUY,378,TRADER_FUNDAMENTAL_54,1
188,41,111.97,380,TRADER_RANDOM_06,BUY,375,TRADER_FUNDAMENTAL_75,1
189,41,111.78,382,TRADER_FUNDAMENTAL_08,BUY,381,TRADER_FUNDAMENTAL_55,1
190,41,111.54,384,TRADER_RANDOM_09,SELL,374,TRADER_FUNDAMENTAL_00,1
191,41,111.71,385,TRADER_RANDOM_02,BUY,383,TRADER_RANDOM_01,1
192,41,111.08,388,TRADER_FUNDAMENTAL_84,BUY,387,TRADER_FUNDAMENTAL_34,1
193,41,110.76,390,TRADER_RANDOM_03,BUY,389,TRADER_FUNDAMENTAL_43,1
194,41,110.69,392,TRADER_FUNDAMENTAL_32,SELL,373,TRADER_RANDOM_00,1
196,42,111.21,397,TRADER_FUNDAMENTAL_12,BUY,394,TRADER_FUNDAMENTAL_04,1
195,42,111.09,396,TRADER_FUNDAMENTAL_45,SELL,393,TRADER_FUNDAMENTAL_00,1
197,42,110.80,400,TRADER_RANDOM_09,SELL,399,TRADER_FUNDAMENTAL_25,1
198,42,111.33,403,TRADER_FUNDAMENTAL_90,SELL,401,TRADER_FUNDAMENTAL_92,1
199,42,111.17,407,TRADER_FUNDAMENTAL_58,BUY,404,TRADER_FUNDAMENTAL_26,1
200,43,111.15,413,TRADER_FUNDAMENTAL_03,BUY,411,TRADER_FUNDAMENTAL_14,1
201,43,111.18,415,TRADER_RANDOM_02,BUY,410,TRADER_FUNDAMENTAL_76,1
202,43,111.20,419,TRADER_FUNDAMENTAL_64,BUY,418,TRADER_FUNDAMENTAL_82,1
203,43,111.41,422,TRADER_FUNDAMENTAL_73,BUY,412,TRADER_FUNDAMENTAL_74,1
204,44,111.33,425,TRADER_RANDOM_01,SELL,420,TRADER_RANDOM_04,1
205,44,111.22,428,TRADER_FUNDAMENTAL_51,SELL,426,TRADER_FUNDAMENTAL_47,1
206,44,111.22,429,TRADER_FUNDAMENTAL_24,SELL,427,TRADER_FUNDAMENTAL_44,1
207,44,111.13,431,TRADER_RANDOM_08,SELL,405,TRADER_FUNDAMENTAL_99,1
208,44,111.13,433,TRADER_FUNDAMENTAL_81,SELL,406,TRADER_FUNDAMENTAL_35,1
209,44,111.03,435,TRADER_FUNDAMENTAL_97,SELL,409,TRADER_FUNDAMENTAL_00,1
210,44,111.17,437,TRADER_RANDOM_00,BUY,432,TRADER_FUNDAMENTAL_26,1
211,44,110.83,438,TRADER_FUNDAMENTAL_76,SELL,417,TRADER_FUNDAMENTAL_91,1
212,45,111.17,440,TRADER_FUNDAMENTAL_45,SELL,439,TRADER_FUNDAMENTAL_64,1
213,45,110.94,442,TRADER_RANDOM_06,SELL,441,TRADER_FUNDAMENTAL_53,1
214,45,111.27,443,TRADER_RANDOM_01,BUY,436,TRADER_FUNDAMENTAL_22,1
215,45,111.25,449,TRADER_FUNDAMENTAL_71,SELL,446,TRADER_FUNDAMENTAL_57,1
216,45,111.13,451,TRADER_FUNDAMENTAL_37,SELL,450,TRADER_FUNDAMENTAL_41,1
217,46,111.02,452,TRADER_FUNDAMENTAL_87,SELL,447,TRADER_FUNDAMENTAL_70,1
218,46,111.02,455,TRADER_RANDOM_05,BUY,453,TRADER_FUNDAMENTAL_13,1
219,46,110.97,457,TRADER_FUNDAMENTAL_08,BUY,456,TRADER_FUNDAMENTAL_46,1
220,46,110.82,458,TRADER_RANDOM_09,SELL,444,TRADER_FUNDAMENTAL_56,1
221,46,110.65,459,TRADER_RANDOM_02,SELL,414,TRADER_FUNDAMENTAL_05,1
222,46,110.72,462,TRADER_RANDOM_04,SELL,460,TRADER_FUNDAMENTAL_72,1
224,47,110.95,465,TRADER_FUNDAMENTAL_12,BUY,461,TRADER_FUNDAMENTAL_04,1
223,47,110.66,464,TRADER_FUNDAMENTAL_03,BUY,463,TRADER_FUNDAMENTAL_75,1
225,47,110.63,467,TRADER_FUNDAMENTAL_09,SELL,391,TRADER_FUNDAMENTAL_35,1
226,47,110.59,468,TRADER_FUNDAMENTAL_23,SELL,454,TRADER_FUNDAMENTAL_05,1
228,47,110.23,475,TRADER_FUNDAMENTAL_90,SELL,470,TRADER_FUNDAMENTAL_47,1
227,47,110.23,474,TRADER_FUNDAMENTAL_93,SELL,445,TRADER_FUNDAMENTAL_84,1
229,47,110.02,479,TRADER_RANDOM_03,SELL,472,TRADER_FUNDAMENTAL_64,1
230,47,110.02,480,TRADER_RANDOM_02,SELL,476,TRADER_FUNDAMENTAL_56,1
231,47,110.27,481,TRADER_RANDOM_00,BUY,477,TRADER_FUNDAMENTAL_97,1
232,47,110.32,482,TRADER_FUNDAMENTAL_37,BUY,473,TRADER_FUNDAMENTAL_76,1
233,48,110.43,483,TRADER_RANDOM_07,BUY,471,TRADER_FUNDAMENTAL_52,1
234,48,110.48,484,TRADER_FUNDAMENTAL_65,BUY,478,TRADER_FUNDAMENTAL_81,1
236,48,110.99,486,TRADER_FUNDAMENTAL_08,BUY,466,TRADER_FUNDAMENTAL_74,1
235,48,110.51,485,TRADER_FUNDAMENTAL_78,BUY,469,TRADER_FUNDAMENTAL_98,1
237,48,111.28,487,TRADER_FUNDAMENTAL_02,BUY,434,TRADER_FUNDAMENTAL_37,1
238,48,111.02,489,TRADER_FUNDAMENTAL_56,BUY,488,TRADER_RANDOM_09,1
239,48,110.36,492,TRADER_FUNDAMENTAL_63,BUY,491,TRADER_RANDOM_00,1
240,49,110.38,494,TRADER_FUNDAMENTAL_30,SELL,493,TRADER_RANDOM_09,1
241,49,110.44,496,TRADER_FUNDAMENTAL_85,BUY,495,TRADER_FUNDAMENTAL_79,1
242,49,110.60,498,TRADER_FUNDAMENTAL_77,SELL,497,TRADER_FUNDAMENTAL_82,1
243,49,109.99,500,TRADER_FUNDAMENTAL_21,BUY,499,TRADER_RANDOM_03,1
244,49,110.77,501,TRADER_FUNDAMENTAL_80,BUY,490,TRADER_RANDOM_03,1
245,50,111.37,502,TRADER_FUNDAMENTAL_03,BUY,424,TRADER_FUNDAMENTAL_09,1
246,50,111.41,503,TRADER_FUNDAMENTAL_05,BUY,448,TRADER_FUNDAMENTAL_42,1
247,50,111.48,504,TRADER_FUNDAMENTAL_01,BUY,386,TRADER_FUNDAMENTAL_26,1
248,50,111.52,505,TRADER_FUNDAMENTAL_08,BUY,416,TRADER_FUNDAMENTAL_69,1
249,50,111.55,506,TRADER_FUNDAMENTAL_44,BUY,408,TRADER_FUNDAMENTAL_30,1
250,50,111.55,507,TRADER_FUNDAMENTAL_15,BUY,430,TRADER_FUNDAMENTAL_83,1
251,50,111.56,508,TRADER_RANDOM_03,BUY,423,TRADER_FUNDAMENTAL_89,1
253,51,111.58,511,TRADER_RANDOM_06,BUY,421,TRADER_FUNDAMENTAL_21,1
252,51,111.35,510,TRADER_FUNDAMENTAL_01,BUY,509,TRADER_RANDOM_00,1
254,51,111.71,512,TRADER_FUNDAMENTAL_25,BUY,395,TRADER_FUNDAMENTAL_14,1
255,51,111.79,513,TRADER_FUNDAMENTAL_78,BUY,402,TRADER_FUNDAMENTAL_33,1
256,51,112.05,514,TRADER_FUNDAMENTAL_47,BUY,360,TRADER_RANDOM_03,1
257,51,112.27,515,TRADER_FUNDAMENTAL_85,BUY,398,TRADER_FUNDAMENTAL_61,1
258,52,113.32,521,TRADER_RANDOM_01,SELL,518,TRADER_RANDOM_00,1
259,52,112.87,525,TRADER_RANDOM_08,SELL,516,TRADER_RANDOM_03,1
260,52,112.36,528,TRADER_RANDOM_02,BUY,527,TRADER_RANDOM_04,1
261,53,112.57,529,TRADER_FUNDAMENTAL_01,BUY,526,TRADER_RANDOM_00,1
262,53,113.18,530,TRADER_FUNDAMENTAL_25,BUY,524,TRADER_FUNDAMENTAL_22,1
263,53,113.41,531,TRADER_FUNDAMENTAL_72,BUY,520,TRADER_FUNDAMENTAL_28,1
264,53,112.86,533,TRADER_FUNDAMENTAL_10,BUY,532,TRADER_RANDOM_04,1
265,54,113.43,534,TRADER_FUNDAMENTAL_12,BUY,522,TRADER_FUNDAMENTAL_62,1
266,54,112.99,536,TRADER_RANDOM_03,BUY,535,TRADER_RANDOM_04,1
267,54,113.45,537,TRADER_RANDOM_02,BUY,523,TRADER_FUNDAMENTAL_24,1
268,55,114.16,538,TRADER_RANDOM_07,BUY,519,TRADER_FUNDAMENTAL_63,1
269,55,113.42,542,TRADER_FUNDAMENTAL_51,SELL,541,TRADER_FUNDAMENTAL_50,1
270,55,113.43,543,TRADER_RANDOM_08,BUY,540,TRADER_RANDOM_06,1
271,55,113.89,546,TRADER_FUNDAMENTAL_80,SELL,544,TRADER_FUNDAMENTAL_70,1
273,56,113.92,550,TRADER_RANDOM_07,BUY,539,TRADER_RANDOM_05,1
272,56,113.87,549,TRADER_RANDOM_05,BUY,547,TRADER_FUNDAMENTAL_53,1
274,56,114.00,551,TRADER_FUNDAMENTAL_25,BUY,548,TRADER_FUNDAMENTAL_31,1
275,56,114.18,552,TRADER_FUNDAMENTAL_56,BUY,545,TRADER_FUNDAMENTAL_82,1
