time,bestAskPrice,bestAskVolume,askTotalVolume,bestBidPrice,bestBidVolume,bidTotalVolume,lastTradePrice
0,0.00,0,0,0.00,0,0,100.00
1,105.01,1,2,103.40,1,6,103.69
2,107.84,1,3,107.52,1,12,107.08
3,109.19,1,3,107.79,1,12,108.96
4,0.00,0,0,106.16,1,9,106.38
5,0.00,0,0,103.20,1,4,103.27
6,0.00,0,0,103.12,1,3,103.20
7,0.00,0,0,102.79,1,3,102.85
8,0.00,0,0,102.75,1,2,102.87
9,118.44,1,1,0.00,0,0,106.82
10,118.44,1,1,0.00,0,0,106.02
11,106.43,1,7,106.36,1,1,105.83
12,106.57,1,11,106.31,1,2,106.51
13,106.65,1,11,106.44,1,3,106.59
14,106.90,1,6,0.00,0,0,106.78
15,107.37,1,7,107.23,1,4,107.28
16,107.00,1,10,106.99,1,2,107.17
17,107.87,1,4,0.00,0,0,107.77
18,108.43,1,6,107.89,1,1,108.69
19,118.44,1,1,0.00,0,0,112.05
20,118.44,1,1,111.05,1,1,110.95
21,118.44,1,1,0.00,0,0,111.05
22,111.32,1,11,0.00,0,0,111.30
23,110.96,1,9,0.00,0,0,111.58
24,111.70,1,6,0.00,0,0,111.58
25,115.40,1,2,0.00,0,0,113.07
26,115.40,1,2,0.00,0,0,112.31
27,113.41,1,4,0.00,0,0,113.15
28,113.64,1,3,0.00,0,0,113.91
29,114.13,1,4,0.00,0,0,113.85
30,114.22,1,4,0.00,0,0,113.77
31,114.69,1,3,0.00,0,0,114.33
32,115.02,1,3,0.00,0,0,114.57
33,115.40,1,2,0.00,0,0,115.25
34,118.44,1,1,0.00,0,0,115.40
35,118.44,1,1,0.00,0,0,114.70
36,118.44,1,1,0.00,0,0,113.57
37,118.44,1,1,0.00,0,0,112.83
38,112.03,1,3,0.00,0,0,112.77
39,110.04,1,4,0.00,0,0,110.76
40,111.97,1,3,111.54,1,2,110.46
41,111.21,1,5,111.09,1,2,110.69
42,111.15,1,9,111.13,2,4,111.17
43,111.48,1,9,111.33,1,7,111.41
44,111.27,1,14,110.65,1,2,110.83
45,111.28,1,14,111.02,1,5,111.13
46,110.95,1,15,110.63,1,3,110.72
47,110.43,1,18,0.00,0,0,110.32
48,110.77,1,14,0.00,0,0,110.36
49,111.37,1,13,0.00,0,0,110.77
50,111.35,1,7,0.00,0,0,111.56
51,115.12,1,2,113.32,1,2,112.27
52,112.57,1,8,0.00,0,0,112.36
53,113.43,1,5,0.00,0,0,112.86
54,114.16,1,3,0.00,0,0,113.45
55,113.87,1,6,0.00,0,0,113.89
56,116.36,1,3,115.78,1,1,115.05
57,116.10,1,5,115.31,1,1,115.51
58,115.40,1,8,115.37,1,1,115.31
59,116.10,1,5,0.00,0,0,115.56
60,116.10,1,5,0.00,0,0,115.56
61,116.36,1,3,0.00,0,0,116.12
62,0.00,0,0,0.00,0,0,108.76
63,112.73,1,1,0.00,0,0,112.78
64,112.13,1,2,108.84,1,1,108.21
65,112.13,1,2,110.98,1,4,109.64
66,111.84,1,2,111.62,1,9,111.72
67,111.91,1,3,111.55,1,10,111.62
68,111.73,1,7,111.39,1,8,111.31
69,111.86,1,6,111.29,1,6,111.65
70,111.91,1,8,111.62,1,11,111.75
71,112.15,1,5,111.44,1,13,112.04
72,111.55,1,9,111.51,1,13,111.51
73,111.99,1,6,111.84,2,15,112.01
74,112.63,1,5,112.50,1,19,112.52
75,112.84,1,3,112.30,1,19,112.68
76,114.43,1,1,114.11,1,26,114.27
77,0.00,0,0,113.95,1,25,114.11
78,0.00,0,0,112.50,1,24,112.51
79,0.00,0,0,113.14,1,23,112.41
80,0.00,0,0,112.39,1,21,112.40
81,0.00,0,0,113.10,1,23,112.39
