0,0.00,0.00
1,0.00,99.03
201,99.03,99.03
3001,99.03,99.12
3201,99.03,99.08
3201,99.08,99.08
3401,99.04,99.08
3601,99.04,99.13
3801,99.13,99.13
4001,99.03,99.13
4201,99.13,99.13
4201,99.03,99.13
4401,99.13,99.13
4401,99.03,99.13
4601,99.13,99.13
4801,99.03,99.13
5201,99.03,99.19
5201,99.03,99.03
8001,99.02,99.03
8201,99.03,99.03
8401,99.02,99.03
8601,99.01,99.03
8601,98.99,99.03
8801,98.95,99.03
8801,98.94,99.03
9001,98.92,99.03
9201,98.92,99.03
9401,99.03,99.03
9801,98.92,99.03
9801,98.91,99.03
10001,99.03,99.03
10401,98.91,99.03
10401,99.03,99.03
10601,99.00,99.03
10801,98.91,99.03
11001,98.91,99.03
11001,99.03,99.03
11401,98.91,99.03
11401,98.90,99.03
11601,98.90,99.03
11601,98.84,99.03
11801,98.77,98.84
11801,98.74,98.84
12001,98.71,98.74
12001,98.71,98.74
12201,98.71,98.74
12201,98.71,98.84
12401,98.62,98.84
12401,98.60,98.83
12601,98.72,98.83
12601,98.60,98.83
12801,98.83,98.83
13001,98.60,98.84
13001,98.60,99.03
13201,98.60,98.65
13401,98.60,98.65
13401,98.58,98.60
13601,98.53,98.58
13801,98.48,98.60
14001,98.44,98.48
14001,98.37,98.48
14201,98.37,98.60
14201,98.37,98.61
14401,98.37,98.47
14601,98.33,98.47
14801,98.32,98.47
15001,98.30,98.47
15201,98.28,98.47
15401,98.26,98.47
15401,98.47,98.47
15601,98.26,98.47
15601,98.25,98.47
15801,98.47,98.47
17401,98.47,98.61
17601,98.61,98.61
18601,98.59,98.61
18801,98.61,98.65
18801,98.59,98.65
19001,98.65,98.65
22801,98.55,98.65
23001,98.54,98.65
23001,98.65,98.65
23201,98.52,98.65
23401,98.65,98.65
23601,98.48,98.65
23601,98.50,98.65
23801,98.65,98.65
24001,98.52,98.65
24001,98.50,98.65
24201,98.65,98.65
24401,98.63,98.65
24801,98.65,98.65
25001,98.63,98.65
25001,98.63,98.65
25201,98.65,98.65
25401,98.63,98.65
25401,98.50,98.65
25601,98.65,98.66
25601,98.66,98.66
26201,98.66,98.70
26401,98.65,98.70
26601,98.60,98.70
26601,98.70,98.70
26801,98.68,98.70
27001,98.60,98.68
27201,98.64,98.68
27201,98.64,98.70
27401,98.64,98.70
27401,98.60,98.64
27601,98.60,98.70
27601,98.70,98.70
27801,98.60,98.70
27801,98.50,98.60
28201,98.49,98.50
28201,98.49,98.60
28401,98.48,98.70
28401,98.55,98.70
28601,98.55,98.70
28601,98.70,98.70
28801,98.55,98.70
28801,98.50,98.70
29001,98.48,98.70
29201,98.47,98.70
29201,98.67,98.70
29401,98.47,98.70
29401,98.47,98.70
29601,98.70,98.70
31001,98.70,98.71
31201,98.71,98.71
31601,98.71,98.72
31801,98.70,98.72
32201,98.69,98.70
32201,98.69,98.72
32401,98.56,98.72
32601,98.72,98.72
32801,98.56,98.72
33001,98.54,98.56
33001,98.54,98.72
33201,98.49,98.72
33401,98.72,98.72
33601,98.70,98.72
33801,98.49,98.70
34001,98.49,98.55
34201,98.47,98.55
34401,98.55,98.55
35401,98.55,98.58
35801,98.58,98.58
36001,98.56,98.58
36001,98.56,98.56
36201,98.55,98.56
36201,98.56,98.56
37001,98.55,98.56
37001,98.52,98.55
37201,98.55,98.56
37201,98.52,98.58
37401,98.58,98.58
37601,98.52,98.58
37601,98.58,98.58
38201,98.58,98.63
38401,98.62,98.64
38401,98.58,98.62
38601,98.52,98.64
38601,98.51,98.64
38801,98.50,98.64
38801,98.64,98.64
39001,98.50,98.64
39001,98.64,98.64
39601,98.50,98.64
39601,98.50,98.68
39801,98.49,98.68
39801,98.47,98.68
40201,98.47,98.56
40401,98.52,98.56
40601,98.47,98.56
41001,98.56,98.56
41201,98.47,98.56
41201,98.46,98.56
41401,98.46,98.56
41401,98.56,98.56
41801,98.56,98.68
42401,98.68,98.68
43401,98.56,98.68
43601,98.49,98.56
43601,98.46,98.56
43801,98.45,98.68
44001,98.52,98.68
44001,98.68,98.68
46601,98.68,98.68
47201,98.68,98.71
47201,98.68,98.71
47401,98.68,98.71
47601,98.71,98.71
47601,98.68,98.71
47801,98.71,98.71
48001,98.68,98.71
48201,98.68,98.72
48401,98.72,98.72
48601,98.68,98.72
48801,98.72,98.72
49001,98.68,98.72
49401,98.70,98.72
49601,98.72,98.72
54401,98.72,98.72
54801,98.72,98.72
57001,98.70,98.72
57401,98.70,98.72
57401,98.72,98.72
59001,98.72,98.73
59201,98.73,98.73
59401,98.72,98.73
59601,98.70,98.73
59801,98.73,98.73
59801,98.70,98.73
60001,98.70,98.73
60201,98.68,98.73
60201,98.68,98.74
60601,98.74,98.74
61001,98.68,98.74
61001,98.74,98.74
61201,98.74,98.74
61601,98.67,98.74
61601,98.67,98.74
61801,98.74,98.74
61801,98.67,98.74
62001,98.74,98.74
62201,98.67,98.74
62201,98.66,98.67
62401,98.66,98.67
62401,98.67,98.67
62601,98.66,98.67
63201,98.65,98.67
63201,98.65,98.65
63401,98.65,98.65
63601,98.65,98.67
63801,98.64,98.67
64001,98.67,98.67
64201,98.64,98.67
64401,98.62,98.67
64601,98.67,98.69
64801,98.69,98.69
65001,98.67,98.69
65001,98.69,98.74
65201,98.67,98.69
65201,98.62,98.69
65401,98.61,98.69
65401,98.61,98.74
65601,98.74,98.74
66001,98.61,98.74
66001,98.61,98.74
66201,98.74,98.74
66201,98.61,98.74
66401,98.73,98.74
66601,98.61,98.74
66601,98.73,98.74
66801,98.60,98.74
66801,98.60,98.74
67001,98.60,98.73
67201,98.57,98.73
67201,98.57,98.74
67601,98.57,98.69
67801,98.69,98.69
68001,98.62,98.69
68201,98.57,98.69
68201,98.69,98.69
68401,98.57,98.69
68801,98.53,98.69
69001,98.53,98.69
69001,98.57,98.69
69201,98.57,98.74
69401,98.57,98.74
69401,98.53,98.74
69601,98.52,98.53
69801,98.52,98.76
69801,98.51,98.76
70001,98.74,98.76
70201,98.76,98.76
70801,98.75,98.76
71001,98.76,98.76
71001,98.75,98.76
71201,98.74,98.76
71201,98.74,98.76
71401,98.57,98.74
71401,98.51,98.76
71601,98.76,98.76
71801,98.51,98.76
71801,98.50,98.76
72001,98.49,98.76
72201,98.49,98.76
72401,98.47,98.68
72401,98.68,98.68
72801,98.47,98.68
73001,98.68,98.76
73001,98.66,98.76
73201,98.76,98.76
73401,98.47,98.76
73401,98.65,98.76
73601,98.76,98.76
75201,98.76,98.76
78201,98.74,98.76
78201,98.68,98.76
78401,98.67,98.76
78601,98.76,98.76
79001,98.67,98.76
79201,98.67,98.76
79401,98.69,98.76
79401,98.67,98.76
79801,98.67,98.76
80001,98.76,98.76
80001,98.76,98.76
80601,98.67,98.76
80801,98.67,98.76
80801,98.65,98.76
81001,98.76,98.76
81201,98.65,98.76
81201,98.65,98.76
82001,98.64,98.76
82001,98.60,98.64
82401,98.64,98.76
82401,98.60,98.76
82601,98.58,98.76
82801,98.55,98.76
83001,98.47,98.69
83201,98.63,98.69
83401,98.69,98.69
83601,98.63,98.69
83801,98.58,98.69
83801,98.58,98.69
84001,98.69,98.69
85601,98.69,98.69
85801,98.58,98.69
86001,98.63,98.69
86201,98.69,98.69
86401,98.63,98.69
86601,98.69,98.69
86601,98.63,98.75
86801,98.58,98.75
86801,98.47,98.75
87201,98.50,98.76
87601,98.47,98.76
87801,98.76,98.76
88001,98.47,98.76
88001,98.46,98.76
88401,98.76,98.76
89801,98.60,98.76
89801,98.76,98.76
90001,98.60,98.76
90001,98.46,98.76
90201,98.48,98.76
90201,98.46,98.76
90401,98.76,98.76
91001,98.49,98.76
91001,98.76,98.76
92001,98.76,98.76
94001,98.76,98.76
95001,98.76,98.77
95401,98.77,98.77
95801,98.76,98.77
95801,98.77,98.77
96001,98.76,98.77
96001,98.77,98.77
96201,98.76,98.77
96201,98.76,98.77
96401,98.77,98.77
96801,98.77,98.77
98201,98.77,98.77
99401,98.77,98.77
100001,98.76,98.77
100201,98.76,98.77
100401,98.77,98.77
100601,98.76,98.77
101001,98.76,98.77
101001,98.77,98.77
101201,98.76,98.77
101201,98.76,98.77
101401,98.75,98.77
101801,98.77,98.77
102401,98.75,98.77
102401,98.73,98.77
102601,98.77,98.77
102801,98.73,98.77
102801,98.77,98.77
103401,98.73,98.77
103401,98.77,98.77
103601,98.73,98.77
103801,98.77,98.77
104001,98.73,98.77
104001,98.72,98.77
104201,98.70,98.72
104201,98.72,98.77
104401,98.70,98.72
104401,98.69,98.72
104601,98.69,98.77
104601,98.77,98.77
105001,98.74,98.77
105201,98.77,98.77
105201,98.74,98.77
105401,98.77,98.77
105401,98.74,98.77
105801,98.77,98.77
106001,98.69,98.77
106201,98.77,98.77
106401,98.69,98.77
106401,98.77,98.77
106601,98.77,98.77
107401,98.77,98.78
107401,98.78,98.78
110801,98.78,98.78
112601,98.78,98.78
114001,98.78,98.78
114001,98.78,98.78
117601,98.78,98.78
119401,98.78,98.78
120001,98.78,98.78
120601,98.78,98.79
120801,98.78,98.79
121001,98.79,98.79
121601,98.79,98.79
122401,98.79,98.79
126801,98.79,98.79
127201,98.79,98.79
129001,98.79,98.79
129401,98.79,98.79
130401,98.78,98.79
130601,98.78,98.79
130801,98.79,98.79
131401,98.78,98.79
131601,98.79,98.79
131801,98.78,98.79
132001,98.78,98.79
132601,98.79,98.79
133601,98.78,98.79
134001,98.79,98.79
134001,98.78,98.79
134401,98.79,98.79
134601,98.78,98.79
135001,98.79,98.79
135201,98.79,98.79
135401,98.78,98.79
135401,98.79,98.79
136001,98.78,98.79
136201,98.79,98.79
136601,98.78,98.79
136801,98.78,98.79
137001,98.79,98.79
137001,98.78,98.79
137201,98.79,98.80
137201,98.80,98.80
142601,98.80,98.80
143601,98.79,98.80
143601,98.79,98.80
143801,98.80,98.80
144001,98.78,98.80
144001,98.80,98.80
144401,98.78,98.80
144601,98.77,98.80
144601,98.77,98.80
144801,98.77,98.80
144801,98.80,98.80
148001,98.80,98.80
148401,98.80,98.80
153001,98.80,98.80
153601,98.80,98.80
158401,98.80,98.80
161001,98.80,98.80
163001,98.80,98.80
