time,price
12001,98.09
12001,97.72
12001,97.45
12001,97.67
12001,97.92
12001,97.91
12201,98.53
12401,97.86
12601,98.14
12601,98.53
12801,98.06
13001,98.18
13201,98.18
13401,98.18
13801,98.18
14001,98.18
14001,98.18
14201,98.18
14201,98.18
14401,98.18
14601,98.18
14601,98.18
15001,98.18
15601,98.18
15801,98.18
16401,98.26
16401,98.40
16401,98.46
16401,98.58
16401,99.53
16401,98.43
16401,98.34
16401,98.37
16401,98.38
16401,99.20
16401,100.00
16401,99.36
16401,99.43
16401,99.03
16401,99.36
16401,98.82
16401,98.18
16401,98.85
16401,99.03
16401,99.08
16401,99.04
16401,98.61
16401,98.99
16401,99.00
16401,98.59
16401,98.65
16401,98.74
16401,98.71
16401,98.60
16401,98.60
17001,98.76
17001,98.18
17001,98.18
17001,97.21
17001,97.24
17001,98.76
17001,97.35
17001,98.76
17001,98.76
17001,98.76
17001,97.51
17001,97.29
17001,97.51
17001,97.46
17001,97.67
17001,97.49
17001,97.92
17001,97.87
17001,97.66
17001,97.52
17001,97.57
17001,98.18
17001,97.82
17001,97.79
17001,98.06
17001,97.94
17001,98.04
17001,98.18
17001,98.18
17001,98.18
17201,96.49
17601,95.99
18001,95.99
18001,95.99
18001,95.70
18001,95.17
18001,95.32
18001,95.99
18001,95.99
18001,95.99
18201,95.35
18201,95.99
18201,96.46
18201,96.81
18201,96.87
18201,96.69
18201,99.35
18201,96.09
18201,96.28
18201,96.42
18201,96.88
18201,100.97
18201,100.99
18201,98.76
18201,99.00
18401,100.62
18601,100.93
18801,100.85
19001,100.83
19001,100.48
19201,100.39
19401,100.80
19601,100.80
19601,100.99
19601,101.29
19601,101.41
19601,101.05
19601,100.80
19601,100.85
19601,100.93
19801,100.49
19801,100.41
20001,100.72
20001,101.10
20001,102.09
20001,100.47
20601,101.47
20601,102.77
20601,102.75
20601,101.21
20601,101.43
20801,103.59
20801,103.31
21001,103.04
21001,103.59
21201,103.59
21201,101.21
21201,100.21
21201,99.90
21201,101.21
21201,103.00
21201,101.21
21201,101.21
21201,99.23
21201,99.45
21401,99.60
21401,99.51
21601,99.42
21801,99.41
22001,99.06
22201,98.97
22201,98.84
22601,99.05
23001,99.06
23401,99.06
23601,99.06
24001,99.06
24201,99.06
24201,99.36
24201,99.45
24201,99.47
24201,99.42
24201,99.94
24201,99.23
24201,99.24
24201,99.33
24201,99.76
24201,99.06
24201,103.59
24201,99.48
24201,99.77
24201,99.92
24201,99.80
24201,99.55
24201,99.61
24401,104.30
24801,105.17
24801,105.17
25201,105.91
25401,105.25
25601,105.78
25801,105.91
26201,105.91
26201,105.80
26201,105.17
26201,105.04
26201,105.31
26201,98.38
26201,98.40
26201,98.41
26201,98.09
26201,98.54
26201,105.91
26201,105.91
26201,105.91
26201,98.80
26201,98.41
26201,98.59
26201,98.56
26201,99.06
26201,98.57
26201,103.38
26201,105.91
26201,99.06
26201,98.87
26201,98.80
26201,98.85
26201,104.40
26201,99.06
26201,99.06
26201,104.86
26201,103.49
26201,103.38
26201,103.41
26201,104.76
26201,104.60
26401,105.91
26401,105.91
26801,105.54
26801,105.54
27201,105.54
27201,105.95
27201,105.96
27201,105.98
27201,105.96
27201,106.66
27201,105.70
27201,105.80
27201,105.91
27201,105.54
27201,106.13
27201,106.93
27201,106.94
27201,106.17
27201,106.54
27401,107.12
27601,107.12
28201,107.28
28401,107.28
28401,107.28
28601,107.28
28601,107.28
28801,107.28
29001,107.28
29201,107.28
29401,107.28
29601,107.28
29801,107.54
29801,107.60
29801,107.88
29801,107.57
29801,107.28
29801,107.42
29801,107.43
29801,107.99
29801,108.24
30001,109.04
30001,107.28
30001,107.19
30001,107.10
30001,107.03
30001,107.18
30001,104.60
30001,107.28
30001,107.28
30001,107.22
30001,106.30
30001,107.83
30001,106.08
30001,106.63
30001,105.54
30001,104.71
30001,106.77
30001,106.62
30001,106.34
30001,106.47
30001,106.74
30001,106.63
30801,103.94
31201,103.94
31401,103.94
31401,103.94
31401,103.94
31601,103.91
31801,103.94
32001,103.94
32201,104.32
32201,104.38
32201,104.44
32201,104.34
32201,109.78
32201,103.94
32201,104.05
32201,104.89
32201,104.65
32201,105.03
32201,105.40
32201,105.29
32201,104.79
32201,104.86
32401,110.25
32601,110.25
32801,110.25
33001,110.25
33001,110.25
33201,110.02
33401,110.02
33601,110.01
33801,109.91
33801,109.90
34001,110.01
34001,110.25
34001,110.73
34001,110.30
34001,110.05
34001,110.07
34001,110.07
34601,110.26
34801,110.26
34801,110.26
35001,110.26
35001,111.55
35001,110.94
35001,111.00
35001,111.28
35201,111.67
35401,112.26
35401,112.34
35401,112.59
35601,111.89
35601,111.89
37201,111.03
37201,111.03
37201,111.03
37201,111.03
37201,103.05
37201,103.11
37201,103.58
37201,103.38
37201,111.03
37201,103.70
37201,103.69
37201,103.91
37201,103.73
37201,103.92
37201,103.94
37201,103.94
37201,108.83
37201,111.03
37201,111.03
37201,111.03
37201,103.94
37201,109.36
37201,109.20
37201,108.93
37201,108.99
37201,109.68
37201,110.13
37201,109.61
37201,109.43
37201,110.26
37201,109.59
37201,110.01
37201,109.71
37201,110.86
37201,111.03
37201,110.26
37201,110.26
37201,110.26
37201,111.03
37201,111.00
37401,103.61
37601,104.06
37801,104.36
37801,111.19
37801,111.32
37801,111.38
37801,111.26
37801,112.86
37801,111.03
37801,111.08
37801,111.15
37801,112.69
37801,112.38
37801,104.07
37801,112.39
37801,112.77
37801,112.84
37801,112.80
37801,112.00
37801,112.57
37801,112.57
37801,111.39
37801,112.18
37801,112.34
37801,112.27
37801,111.63
37801,111.89
38001,113.86
38401,114.46
38601,114.03
38601,112.86
38601,112.02
38601,111.78
38601,112.74
38601,103.34
38601,113.11
38601,112.86
38601,104.07
38601,103.24
38601,103.65
38601,103.40
39001,102.70
39201,103.51
39201,104.07
39201,114.07
39201,103.98
39201,102.70
39201,102.85
39201,103.00
39201,113.45
39201,114.46
39601,112.96
39801,112.75
40001,113.21
40201,112.82
40201,111.86
40201,102.70
40201,101.85
40201,111.63
40201,112.67
40201,112.49
40201,112.17
40201,113.05
40201,101.69
40401,112.25
40601,112.30
41001,111.71
41601,111.71
41601,111.70
41801,111.67
42001,111.42
42001,111.70
42201,111.71
42401,111.71
42601,111.71
43001,111.85
43001,111.96
43001,111.97
43001,111.92
43001,113.33
43001,111.71
43001,111.73
43001,111.81
43001,112.51
43001,112.72
43001,113.52
43001,113.92
43001,112.29
43001,113.21
43001,113.30
43001,112.30
43001,112.44
43001,112.33
43001,112.06
43001,112.17
43001,112.10
44201,112.78
44201,112.78
44201,112.78
44201,112.78
44201,112.78
44201,110.61
44201,112.78
44201,112.78
44201,102.16
44201,110.81
44201,111.38
44201,110.80
44201,110.75
44201,110.78
44201,111.71
44201,111.37
44201,110.87
44201,111.13
44201,112.78
44201,111.71
44201,111.41
44201,111.46
44201,112.78
44201,111.71
44201,102.39
44401,102.49
44401,101.94
44601,112.78
44601,113.52
44601,114.06
44601,114.22
44601,113.88
44601,114.64
44601,112.84
44601,113.26
44601,113.43
44601,112.78
44601,114.53
44601,114.59
44601,114.59
45001,115.65
45201,115.40
45201,114.35
45201,113.88
45201,114.97
45201,115.66
45201,115.62
45201,102.42
45201,102.72
45201,102.64
45201,102.06
45601,103.32
45601,103.11
45801,103.37
46201,103.37
46201,103.37
46201,102.89
46401,103.37
46401,102.21
46401,102.20
46401,102.68
46401,102.34
46401,102.33
46401,103.37
46601,101.50
46601,101.54
47001,101.79
47201,101.79
47601,101.79
47801,101.79
47801,101.79
47801,101.55
48001,101.68
48201,101.79
48601,101.79
48801,101.79
49201,101.79
49201,101.79
49201,101.53
49201,101.79
49201,101.79
49201,101.79
49201,101.79
49201,101.06
49201,101.38
49201,100.96
49201,100.87
49201,100.86
49201,101.33
49201,101.10
49201,101.15
49201,101.52
49201,101.42
49201,101.46
49801,101.78
50001,101.79
50201,101.69
50201,101.79
50401,101.79
50601,101.79
51001,101.79
51201,101.79
51601,101.79
51801,101.79
51801,101.76
52401,101.74
52601,101.79
52801,101.79
52801,101.48
52801,101.41
52801,101.40
52801,101.45
52801,100.23
52801,101.79
52801,101.76
52801,101.71
52801,100.88
52801,101.07
52801,101.03
52801,100.62
52801,100.26
52801,100.39
52801,101.20
52801,100.95
52801,100.93
52801,101.15
52801,101.11
52801,101.13
52801,101.30
52801,101.22
52801,101.23
53001,101.79
53001,101.79
53201,101.79
53201,101.79
53801,101.79
53801,101.79
54001,101.79
54201,101.79
54201,101.79
54201,101.95
54201,102.02
54201,102.03
54201,103.37
54201,102.80
54201,115.66
54201,102.72
54201,102.75
54201,102.02
54201,102.66
54201,102.69
54201,102.58
54201,102.62
54201,101.83
54201,101.87
54201,101.88
54201,102.57
54201,102.58
54201,102.52
54201,102.50
54201,102.49
54201,102.39
54201,102.47
54201,102.40
54201,102.39
54201,102.29
54201,101.79
54201,102.20
54201,102.30
54201,102.39
54201,102.33
54201,102.16
54201,102.26
54201,102.28
54201,102.09
54201,104.25
54201,104.24
54201,102.04
54201,102.09
54201,102.12
54201,102.12
54201,102.04
54201,102.05
54201,103.39
54401,115.27
54601,114.85
54601,101.46
54601,100.92
54601,100.97
54601,101.79
54601,101.79
55001,101.22
55001,100.69
55001,101.22
55201,100.44
55401,100.36
55601,99.71
56001,99.71
56201,99.53
56401,99.71
56601,99.48
56601,99.43
56801,99.37
56801,99.23
57001,99.18
57001,99.71
58001,99.71
58001,99.71
58001,99.72
58001,99.91
58001,100.11
58001,100.28
58001,100.10
58001,101.89
58001,99.74
58001,99.79
58001,99.82
58001,101.03
58001,99.71
58001,101.22
58001,115.59
58001,116.16
58001,100.54
58001,101.26
58001,101.33
58001,100.31
58001,100.58
58001,101.03
58001,100.90
58001,100.41
58001,100.53
58201,117.15
58601,117.15
58801,117.38
59201,117.38
59201,117.38
59201,117.85
59201,118.04
59201,118.01
59201,117.45
59201,117.51
59201,117.79
59401,117.38
59401,117.38
59401,117.06
59601,116.85
60001,117.44
60201,117.10
60601,117.74
60601,118.16
60601,118.21
60601,118.06
60601,117.36
60601,117.44
60601,117.63
60601,118.24
60801,117.53
61401,117.53
61401,117.53
61801,117.53
62001,117.53
62001,117.53
62201,117.53
62201,117.33
62201,117.10
62201,117.08
62201,98.68
62201,98.80
62201,98.82
62201,117.17
62201,98.82
62201,98.93
62201,98.99
62201,99.05
62201,98.92
62201,99.31
62201,117.53
62201,117.53
62201,117.47
62201,99.71
62201,99.11
62201,99.71
62201,99.58
62201,116.38
62201,99.71
62201,116.55
62201,117.53
62201,116.53
62201,116.24
62201,115.83
62201,116.24
62201,116.98
62201,116.46
62201,116.44
62201,117.07
62201,116.84
62201,116.59
62201,116.61
62201,117.05
62201,117.01
62601,98.60
62801,98.60
63001,98.60
63001,98.23
63001,97.72
63001,98.60
63001,98.55
63001,98.47
63001,98.60
63201,97.28
63401,97.27
63401,97.77
63601,97.20
63601,97.20
64001,97.66
64001,98.82
64001,117.53
64001,117.60
64001,98.91
64001,97.98
64001,98.60
64001,98.60
64001,118.01
64001,118.24
64001,118.58
64001,118.50
64001,117.66
64001,117.93
64001,117.86
64401,117.93
64601,117.79
64601,117.12
64801,117.57
64801,96.76
64801,96.74
64801,96.76
64801,116.77
64801,97.49
64801,97.17
64801,97.47
65001,97.40
65801,96.77
65801,96.77
65801,96.77
65801,96.77
65801,96.77
65801,96.77
65801,96.77
65801,96.77
66001,96.24
66201,96.07
66201,96.24
66401,95.95
66401,96.31
66601,95.86
66801,96.21
67001,96.00
67001,95.40
67001,95.02
67201,95.76
67201,94.99
67201,95.34
67401,95.70
67401,95.73
67601,96.00
67801,95.24
68001,95.70
68001,95.03
68001,94.63
68001,94.22
68201,95.76
68201,96.47
68201,96.57
68201,96.57
68201,96.55
68201,119.70
68201,95.79
68201,96.21
68201,96.35
68201,117.93
68201,98.16
68201,98.24
68201,118.18
68201,119.32
68201,118.69
68201,97.44
68201,117.79
68201,117.93
68201,97.63
68201,98.15
68201,98.07
68201,96.77
68201,96.99
68201,96.94
68601,120.77
68601,120.64
68801,119.81
68801,119.76
68801,119.01
68801,93.50
68801,119.86
69001,120.25
69401,120.77
69601,120.77
69601,120.77
69801,120.77
70001,120.46
70001,120.40
70001,119.61
70001,92.89
70001,120.16
70001,120.11
70001,120.04
70001,120.77
70201,93.59
70601,93.31
70801,93.31
71001,93.31
71201,93.31
71401,93.31
71801,93.31
71801,93.31
71801,93.02
72201,93.07
72201,92.77
72201,92.71
72201,92.70
72201,92.73
72201,92.92
72201,92.90
72201,92.82
72201,92.48
72401,93.16
72401,93.31
72601,92.95
72601,93.35
72601,93.47
72601,93.54
72601,93.37
72601,120.95
72601,93.31
72601,93.31
72601,93.34
72601,120.77
72601,120.85
72601,121.03
72601,121.67
72601,93.99
72601,120.85
72601,120.94
72601,93.62
72601,94.06
72601,94.22
72601,94.15
72601,93.81
72601,93.86
73001,122.10
73001,122.26
73001,122.51
73001,120.72
73401,121.87
73401,121.81
74801,121.87
75201,121.87
75201,121.87
75601,121.87
75601,121.87
75601,121.87
75601,121.87
75601,92.20
75601,92.54
75601,121.87
75601,92.88
75601,121.87
75601,121.87
75601,121.87
75601,120.83
75601,92.73
75601,120.68
75601,120.51
75601,121.46
75601,120.53
75601,121.80
75601,121.87
75601,121.76
75601,121.42
75601,121.23
75601,121.41
75601,121.87
75601,121.63
75601,121.51
75601,121.87
75601,121.87
75601,121.85
75601,121.87
75601,121.87
75601,121.87
75801,92.18
76001,92.31
76201,92.77
76401,92.05
76401,91.55
76601,90.88
76601,91.71
76801,91.38
76801,91.81
77001,91.24
77001,91.47
77401,91.59
77401,91.33
77601,91.59
77601,92.89
77601,92.91
77601,93.20
77601,92.91
77601,123.29
77601,92.65
77601,92.77
77601,92.86
77601,122.85
77601,122.43
77601,122.49
77601,122.92
77601,123.28
77601,122.98
77601,122.07
77601,122.49
77601,122.72
77601,122.21
77601,91.57
77601,91.25
77601,91.19
77601,90.72
77601,122.30
77601,122.30
77601,121.87
77601,122.01
77601,121.87
77801,90.24
78001,89.56
78401,88.71
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82201,87.87
82801,87.87
83001,87.87
83001,87.87
83201,87.87
83601,87.87
83601,87.70
83601,87.59
83601,87.26
83601,87.62
83601,87.87
83601,87.87
83601,87.75
83601,87.87
83601,87.87
83601,88.84
83601,88.78
83601,90.38
83601,90.38
83601,90.11
83601,88.75
83601,88.76
83601,89.56
83601,88.70
83601,88.71
83601,88.73
83601,89.40
83601,89.34
83601,89.29
83601,89.23
83601,88.71
83601,89.18
83601,89.13
83601,89.11
83601,89.10
83601,89.10
83601,89.00
83601,88.97
83601,88.93
83601,88.90
83601,88.53
83601,88.64
83601,88.66
83601,88.67
83601,88.65
83601,88.56
83601,88.61
83601,88.62
83601,87.25
83601,88.25
83601,88.38
83601,88.49
83601,88.51
83601,88.47
83601,123.18
83601,88.30
83601,88.33
83601,88.36
83601,90.06
83601,89.48
83601,89.56
83601,89.49
83601,88.21
83601,89.27
83601,89.22
83601,89.18
83601,88.00
83601,87.99
83601,87.98
83601,87.98
83601,88.04
83601,88.14
83601,88.08
83601,87.17
84001,122.25
84001,122.25
84001,124.37
84001,123.04
84001,123.28
84001,123.58
84401,124.04
84401,124.20
84601,124.21
84601,124.21
84801,124.12
84801,123.67
84801,123.02
85001,123.92
85201,124.21
85401,124.21
85401,124.21
85601,124.21
85801,123.98
85801,123.86
86001,123.86
86001,124.79
86001,125.32
86001,125.41
86001,125.24
86001,124.21
86001,124.69
86001,124.72
86001,125.50
87001,124.27
87201,124.27
87601,124.35
87601,124.94
87601,125.13
87601,124.65
87601,126.07
87601,124.27
87601,124.34
87601,124.35
87601,126.18
87601,126.53
87601,125.16
87601,125.83
87601,125.41
87801,126.87
88001,126.97
88201,128.07
88201,128.07
88401,127.09
88601,127.27
88601,127.23
88801,126.54
89001,126.54
89201,125.67
89401,126.80
89601,127.04
89601,125.56
89601,124.56
89601,124.27
89601,125.10
89601,123.30
89601,126.76
89601,125.96
89601,125.77
89601,122.65
89601,124.27
89601,124.27
89601,124.27
89601,124.25
89601,123.85
89601,124.08
89601,124.27
89601,124.27
89601,124.27
89601,124.27
89601,124.27
89601,124.27
89601,124.27
89601,124.27
89601,124.27
90001,122.81
90201,121.85
90401,122.90
91401,122.22
91601,122.22
91601,122.22
91601,122.22
91601,122.22
91601,122.22
91601,120.79
91601,122.22
91601,122.22
91601,121.71
91601,120.70
91601,121.53
91601,121.37
91601,121.47
91601,122.15
91601,121.85
91601,121.98
91801,120.55
92201,120.55
92401,120.55
92401,120.55
92601,120.55
92601,120.48
92801,120.48
92801,120.43
93001,120.55
93201,120.55
93601,120.55
94001,120.55
94401,120.55
94601,120.55
94801,120.55
95401,120.55
95401,120.55
95601,120.55
95601,120.55
95601,120.55
95601,120.75
95601,120.82
95601,120.84
95601,128.14
95601,128.08
95601,127.68
95601,128.06
95601,120.77
95601,127.56
95601,127.65
95601,127.27
95601,127.43
95601,127.04
95601,123.94
95601,123.85
95601,120.65
95601,120.65
95601,120.65
95601,123.67
95601,123.67
95601,123.04
95601,123.54
95601,122.99
95601,123.16
95601,122.22
95601,121.65
95601,122.62
95601,122.85
95601,122.63
95601,121.65
95601,121.66
95601,121.74
95601,121.31
95601,121.06
95601,121.35
95601,121.65
95601,121.61
95601,121.09
95601,121.31
95601,129.31
95801,129.20
95801,120.55
95801,120.41
95801,120.41
95801,120.55
95801,119.66
95801,120.55
95801,120.55
95801,120.55
95801,119.57
95801,119.78
95801,119.90
95801,130.52
95801,119.84
95801,119.73
95801,119.68
95801,119.72
95801,119.96
95801,119.83
95801,119.82
95801,120.23
95801,119.94
95801,119.92
95801,119.94
95801,120.08
95801,120.07
96001,119.64
96201,119.64
96401,119.64
96401,120.18
96401,120.60
96401,130.55
96401,119.64
97001,129.70
97001,131.27
97001,131.61
97001,131.65
97001,131.40
97001,130.29
97001,130.47
97401,130.82
97401,131.64
97401,132.48
97401,131.92
97401,131.11
97401,131.47
97401,131.48
97601,133.12
97801,134.38
97801,133.75
98201,134.36
98401,134.47
98601,134.29
98601,134.47
98801,134.21
99001,134.11
99001,133.52
99001,133.36
99001,132.92
99001,133.52
99001,118.78
99001,133.64
99001,133.55
99001,130.72
99001,129.69
99001,118.96
99001,119.47
99001,132.75
99001,118.94
99001,130.72
99001,130.82
99401,119.55
99601,118.58
100401,118.02
100401,118.02
100601,118.02
100801,118.02
100801,118.84
100801,118.93
100801,119.25
100801,118.86
100801,135.12
100801,118.41
100801,118.46
100801,118.74
100801,119.70
100801,135.30
100801,120.35
100801,134.89
100801,134.47
100801,119.55
100801,119.59
100801,119.57
101001,135.74
101201,135.74
101401,135.74
101401,135.74
101601,135.74
101801,135.64
101801,136.76
101801,136.81
101801,135.74
101801,136.24
102001,136.36
102201,136.36
102401,135.51
102401,134.92
102401,134.54
102401,135.40
102401,136.72
102401,136.21
102401,135.55
102401,117.80
102401,118.02
102401,117.45
102401,117.41
102401,117.05
102401,118.02
102401,118.02
102401,118.02
102401,134.54
102401,118.02
102401,118.02
102601,117.72
103201,117.52
103601,117.52
103601,117.52
104201,117.52
104201,117.52
104601,117.52
104801,117.52
104801,117.52
105001,117.52
105001,117.52
105001,117.52
105001,117.52
105001,117.52
105001,116.31
105001,117.52
105001,117.52
105001,117.52
105001,116.67
105001,117.52
105001,116.59
105001,117.41
105001,116.45
105001,116.37
105001,117.52
105001,117.01
105001,116.84
105001,117.00
105001,117.52
105001,117.46
105201,117.24
105201,117.52
105401,117.52
105601,117.52
105601,117.52
105801,116.70
106001,116.50
106001,115.76
106201,115.63
106401,116.50
106401,117.75
106401,118.01
106401,118.12
106401,117.94
106401,137.11
106401,116.56
106401,117.52
106401,117.61
106401,118.72
106401,118.76
106401,118.34
106401,118.77
106401,136.72
106401,118.35
106401,118.47
106401,118.41
106401,118.16
106401,118.31
106401,118.23
106801,136.09
106801,135.99
106801,116.50
106801,115.39
106801,114.77
106801,136.09
107001,136.09
107001,137.66
107001,138.21
107001,136.31
107001,136.87
107201,114.50
107201,137.94
107201,139.56
107401,114.50
107401,114.50
107401,114.50
107401,138.81
107601,139.02
107801,139.25
107801,115.61
107801,114.72
107801,114.21
107801,139.92
108001,138.71
108001,138.07
108601,137.29
108801,137.29
109001,137.29
109001,137.29
109801,137.29
109801,137.29
110801,137.29
111001,137.29
111001,137.29
111401,137.29
111601,137.29
111601,137.29
111601,137.29
111601,137.29
111601,137.29
111601,137.29
111601,137.29
111601,136.28
111601,136.62
111601,136.50
111601,136.28
111601,115.26
111601,136.06
111601,136.97
111601,136.33
111601,136.31
111601,136.96
111601,136.71
111601,114.17
111601,137.29
111601,137.37
111601,137.50
111601,140.00
111601,137.34
111601,138.54
111601,138.48
111601,138.64
111601,139.33
111601,138.89
111601,138.52
111601,138.52
111601,138.42
111601,138.06
111601,136.79
111601,137.85
111601,138.20
111601,138.41
111601,138.31
111601,137.84
111601,137.92
111601,138.04
111601,137.59
111601,137.55
111601,137.52
111601,137.29
111601,137.67
111601,137.80
111601,137.80
111601,137.01
111601,137.55
111601,137.01
111801,138.82
111801,138.87
112001,139.80
112601,139.83
112801,139.83
112801,139.83
113001,139.83
113201,139.83
113401,139.83
113401,139.83
114001,139.83
114201,139.83
114201,139.47
114201,139.37
114201,139.31
114201,139.46
114201,139.83
114201,139.53
114201,139.51
114201,138.93
114201,139.83
114201,139.14
114201,138.85
114201,138.68
114201,138.72
114201,139.12
114201,139.01
114401,139.54
114601,139.83
114601,139.83
114801,139.83
114801,139.41
114801,139.36
115001,139.83
115401,139.05
115601,138.22
115601,139.66
115601,139.94
115601,140.03
115601,140.07
115601,140.00
115601,141.19
115601,139.79
115601,139.83
115601,139.89
115601,140.70
115601,139.20
115601,140.79
115601,141.20
115601,140.45
115601,141.00
115601,141.19
115601,140.16
115601,140.45
115601,140.59
115601,140.49
115601,140.23
115601,140.26
115801,138.27
116201,138.94
116401,138.94
116601,138.94
116601,138.88
116801,138.82
117201,138.69
117201,138.58
117201,138.07
117201,138.39
117201,138.27
117201,138.23
117201,138.69
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.71
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.76
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120601,136.77
120801,136.19
121601,135.66
121601,135.66
121601,135.66
121801,135.66
122001,135.66
122001,134.97
122001,134.87
122001,135.66
122001,135.66
122001,135.62
122001,135.66
122201,135.63
122201,134.07
122401,134.24
122601,133.95
122601,133.03
122601,134.35
123001,133.04
123001,132.80
123001,132.40
123001,131.78
123201,131.91
123201,135.63
123201,135.66
123201,135.79
123201,138.54
123201,138.39
123201,140.22
123201,138.30
123201,138.39
123201,139.40
123201,139.32
123201,139.30
123201,139.22
123201,135.66
123201,138.14
123201,138.25
123201,139.05
123201,138.98
123201,138.95
123201,138.95
123201,138.09
123201,138.10
123201,138.77
123201,132.43
123201,133.04
123201,134.66
123201,138.08
123201,138.07
123201,137.93
123201,138.02
123201,137.83
123201,137.85
123201,137.89
123201,137.84
123201,131.85
123201,137.12
123201,137.35
123201,137.73
123201,137.75
123201,137.38
123201,137.13
123201,137.26
123201,137.27
123201,139.44
123201,140.20
123201,140.11
123201,136.99
123201,139.28
123201,139.05
123201,138.99
123201,136.50
123201,138.80
123201,138.76
123201,138.69
123201,136.24
123201,136.56
123201,136.77
123201,136.77
123201,136.39
123201,136.40
123201,138.66
123601,139.12
123801,139.12
124001,139.62
124001,140.25
124001,140.35
124001,139.93
124001,139.12
124001,139.17
124001,139.52
124001,139.99
124201,141.24
124601,142.17
124601,142.19
124601,142.52
124801,141.35
124801,140.47
124801,138.92
124801,141.23
124801,142.74
124801,142.16
124801,142.09
124801,138.31
124801,131.11
124801,131.55
125001,131.69
125201,131.31
125401,130.93
125401,130.38
125601,130.90
125801,130.90
125801,130.32
125801,130.31
125801,130.38
126001,130.47
126201,130.47
126401,130.47
126801,130.47
127001,130.47
127201,130.47
127401,130.47
127601,130.48
127601,131.51
127601,131.64
127601,131.74
127601,131.55
127601,130.47
127601,131.24
127601,131.25
127601,131.47
127601,130.82
127601,132.02
127601,132.66
127801,130.47
128001,131.31
128201,130.94
128201,130.57
128401,130.47
128401,131.01
128801,131.31
129201,131.31
129201,131.31
129801,131.31
130001,131.31
130201,131.31
130201,131.31
130201,131.12
130201,131.10
130201,131.19
130201,129.26
130201,131.31
130201,131.31
130201,129.37
130201,129.36
130201,129.29
130201,129.30
130201,129.74
130201,130.08
130201,129.56
130201,129.45
130201,129.52
130201,130.31
130201,129.92
130201,129.77
130201,129.87
130201,131.09
130201,131.31
130201,130.29
130201,130.12
130201,130.27
130201,131.07
130201,130.33
130401,130.01
131401,128.86
131401,128.86
131401,129.55
131401,129.77
131401,129.83
131401,129.72
131401,128.88
131401,128.93
131401,129.19
131401,131.91
131401,131.48
131401,131.80
131401,132.07
