time,price,fastEma,slowEma
1,107.85,107.85,107.85
2,106.32,107.835,107.842
3,101.123,107.768,107.809
4,96.29,107.654,107.751
5,89.6068,107.474,107.661
6,89.7809,107.298,107.572
7,89.7809,107.124,107.483
8,98.95,107.043,107.44
9,101.66,106.989,107.412
10,101.665,106.936,107.383
11,101.43,106.881,107.353
12,101.14,106.824,107.322
13,100.76,106.764,107.29
14,100.31,106.7,107.255
15,100.35,106.636,107.22
16,100.96,106.58,107.189
17,100.28,106.517,107.155
18,100.278,106.455,107.12
19,100.21,106.393,107.086
20,100.32,106.333,107.052
21,99.5218,106.265,107.015
22,99.65,106.199,106.978
23,98.8379,106.126,106.937
24,99.12,106.056,106.898
25,99.45,105.99,106.861
26,99.25,105.923,106.823
27,98.71,105.851,106.783
28,98.79,105.781,106.743
29,99.3,105.717,106.706
30,99.34,105.653,106.669
31,98.94,105.586,106.63
32,99.15,105.522,106.593
33,99.34,105.461,106.557
34,98.92,105.396,106.519
35,99.2,105.334,106.482
36,99.03,105.271,106.445
37,99.2753,105.212,106.409
38,99.09,105.151,106.373
39,99.09,105.091,106.337
40,99.25,105.032,106.301
41,99.11,104.973,106.265
42,99.21,104.916,106.23
43,99.47,104.862,106.196
44,99.44,104.808,106.163
45,98.9484,104.75,106.127
46,98.73,104.69,106.09
47,98.89,104.632,106.054
48,98.65,104.573,106.017
49,98.89,104.516,105.981
50,99.03,104.461,105.947
51,99.15,104.409,105.913
52,99.19,104.357,105.879
53,99.44,104.308,105.847
54,99.47,104.26,105.815
55,99.55,104.213,105.784
56,99.37,104.165,105.752
57,99.73,104.12,105.722
58,99.83,104.078,105.693
59,99.96,104.037,105.664
60,99.74,103.994,105.635
61,99.2695,103.947,105.603
62,100.11,103.909,105.576
63,100.23,103.872,105.549
64,100.32,103.837,105.523
65,100.32,103.802,105.497
66,100.28,103.767,105.471
67,100.74,103.737,105.447
68,100.33,103.703,105.422
69,100.78,103.674,105.399
70,100.85,103.646,105.376
71,100.907,103.618,105.354
72,100.53,103.588,105.33
73,100.49,103.557,105.305
74,100.72,103.529,105.282
75,100.97,103.503,105.261
76,100.54,103.474,105.237
77,100.87,103.448,105.216
78,100.73,103.421,105.193
79,100.46,103.391,105.17
80,100.318,103.361,105.145
81,100.29,103.33,105.121
82,100.52,103.302,105.098
83,100.46,103.274,105.075
84,99.94,103.241,105.05
85,99.99,103.208,105.024
86,100.12,103.178,105
87,100.01,103.146,104.975
88,100.54,103.12,104.953
89,100.47,103.094,104.931
90,100.78,103.071,104.91
91,100.64,103.047,104.889
92,100.88,103.025,104.869
93,100.94,103.004,104.849
94,100.8,102.982,104.829
95,100.57,102.958,104.807
96,100.79,102.937,104.787
97,100.62,102.914,104.767
98,100.65,102.891,104.746
99,100.59,102.868,104.725
100,100.71,102.847,104.705
101,100.6,102.824,104.685
102,100.36,102.8,104.663
103,100.29,102.775,104.642
104,100.62,102.754,104.621
105,100.43,102.73,104.601
106,100.88,102.712,104.582
107,100.854,102.694,104.563
108,100.74,102.674,104.544
109,100.27,102.65,104.523
110,100.63,102.63,104.504
111,100.44,102.608,104.483
112,100.44,102.587,104.463
113,100.358,102.564,104.443
114,100.71,102.546,104.424
115,100.889,102.53,104.406
116,100.7,102.511,104.388
117,100.61,102.492,104.369
118,101.07,102.478,104.353
119,101.13,102.465,104.337
120,100.68,102.447,104.318
121,100.7,102.43,104.3
122,100.4,102.41,104.281
123,100.71,102.393,104.263
124,100.15,102.37,104.243
125,100.06,102.347,104.222
126,99.94,102.323,104.2
127,99.74,102.298,104.178
128,99.67,102.272,104.156
129,99.58,102.245,104.133
130,99.3,102.215,104.109
131,99.33,102.187,104.085
132,98.78,102.153,104.058
133,98.55,102.117,104.031
134,98.48,102.081,104.003
135,98.36,102.044,103.975
136,98.27,102.006,103.947
137,98.18,101.968,103.918
138,97.58,101.924,103.886
139,97.31,101.879,103.853
140,97.15,101.832,103.82
141,97.25,101.786,103.787
142,97.38,101.742,103.755
143,97.37,101.699,103.723
144,97.77,101.659,103.694
145,97.85,101.622,103.665
146,98.13,101.587,103.637
147,98.41,101.555,103.611
148,98.56,101.525,103.586
149,98.482,101.495,103.56
150,98.58,101.466,103.535
151,98.85,101.44,103.512
152,98.94,101.415,103.489
153,98.76,101.389,103.466
154,99.04,101.365,103.444
155,98.79,101.34,103.42
156,98.91,101.316,103.398
157,98.93,101.292,103.376
158,99.31,101.272,103.355
159,98.67,101.246,103.332
160,98.93,101.223,103.31
161,99.36,101.205,103.29
162,98.62,101.179,103.267
163,99.22,101.159,103.247
164,99.69,101.145,103.229
165,100.04,101.134,103.213
166,100.38,101.126,103.199
167,100.49,101.12,103.186
168,101.18,101.121,103.176
169,101.25,101.122,103.166
170,101.41,101.125,103.157
171,101.75,101.131,103.15
172,102.1,101.141,103.145
173,104.13,101.17,103.15
174,104.59,101.204,103.157
175,104.2,101.234,103.162
176,104.12,101.263,103.167
177,104.11,101.291,103.172
178,104.52,101.323,103.178
179,104.429,101.354,103.185
180,104.71,101.388,103.192
181,104.56,101.419,103.199
182,104.67,101.452,103.206
183,104.52,101.482,103.213
184,104.28,101.51,103.218
185,104.52,101.54,103.225
186,104.48,101.569,103.231
187,104.27,101.596,103.236
188,104.25,101.622,103.241
189,104.43,101.65,103.247
190,104.62,101.68,103.254
191,104.62,101.709,103.261
192,104.03,101.732,103.265
193,104.1,101.756,103.269
194,103.97,101.778,103.272
195,104.05,101.8,103.276
196,103.96,101.822,103.28
197,103.83,101.842,103.282
198,103.79,101.861,103.285
199,103.8,101.881,103.288
200,103.67,101.898,103.289
201,103.42,101.914,103.29
202,102.88,101.923,103.288
203,102.39,101.928,103.284
204,102.36,101.932,103.279
205,102.82,101.941,103.277
206,102.5,101.947,103.273
207,102.34,101.95,103.268
208,102.34,101.954,103.264
209,102.81,101.963,103.261
210,102.72,101.97,103.259
211,102.79,101.979,103.256
212,102.79,101.987,103.254
213,102.78,101.994,103.252
214,103.01,102.005,103.25
215,102.93,102.014,103.249
216,103.28,102.026,103.249
217,103.37,102.04,103.249
218,103.143,102.051,103.249
219,103.32,102.063,103.249
220,103.5,102.078,103.251
221,103.75,102.094,103.253
222,103.6,102.109,103.255
223,103.49,102.123,103.256
224,104.02,102.142,103.26
225,103.97,102.16,103.263
226,103.48,102.173,103.264
227,103.33,102.185,103.265
228,103.556,102.198,103.266
229,103.4,102.21,103.267
230,103.38,102.222,103.267
231,103.23,102.232,103.267
232,103.78,102.247,103.27
233,103.58,102.261,103.271
234,103.28,102.271,103.271
235,102.98,102.278,103.27
236,102.98,102.285,103.268
237,103.4,102.296,103.269
238,103.52,102.308,103.27
239,103.5,102.32,103.272
240,102.93,102.326,103.27
241,103.12,102.334,103.269
242,102.95,102.34,103.267
243,102.97,102.346,103.266
244,103.07,102.354,103.265
245,103.065,102.361,103.264
246,102.8,102.365,103.262
247,102.86,102.37,103.26
248,103.28,102.379,103.26
249,103.59,102.391,103.261
250,103.98,102.407,103.265
251,104.09,102.424,103.269
252,104.22,102.441,103.274
253,104.26,102.46,103.279
254,104.61,102.481,103.285
255,104.51,102.501,103.292
256,104.7,102.523,103.299
257,104.85,102.546,103.306
258,104.98,102.57,103.315
259,105.1,102.596,103.324
260,105.42,102.624,103.334
261,106.03,102.658,103.347
262,105.72,102.688,103.359
263,105.72,102.718,103.371
264,105.72,102.748,103.383
265,106.416,102.785,103.398
266,106.254,102.819,103.412
267,106.243,102.853,103.426
268,106.727,102.892,103.443
269,106.143,102.924,103.456
270,107.415,102.969,103.476
271,105.95,102.998,103.488
272,106.672,103.035,103.504
273,106.672,103.071,103.52
274,106.852,103.109,103.537
275,107.092,103.148,103.554
276,107.43,103.191,103.574
277,106.819,103.227,103.59
278,107.28,103.267,103.608
279,108.516,103.32,103.633
280,106.78,103.354,103.648
281,111.77,103.438,103.689
282,111.45,103.518,103.728
283,111.37,103.596,103.766
284,111.65,103.676,103.805
285,111.808,103.757,103.845
286,112.35,103.842,103.887
287,112.32,103.927,103.929
288,112.17,104.009,103.971
289,113.02,104.098,104.016
290,112.54,104.182,104.058
291,113.15,104.272,104.104
292,113.07,104.359,104.148
293,112.88,104.444,104.192
294,112.561,104.525,104.234
295,112.99,104.609,104.277
296,113.28,104.695,104.322
297,112.81,104.776,104.364
298,112.75,104.855,104.406
299,112.48,104.931,104.447
300,112.59,105.007,104.487
301,112.89,105.086,104.529
302,112.47,105.159,104.569
303,112.91,105.236,104.61
304,112.71,105.311,104.651
305,112.73,105.385,104.691
306,112.74,105.458,104.731
307,112.99,105.533,104.772
308,113.07,105.608,104.814
309,112.84,105.68,104.854
310,112.97,105.752,104.894
311,112.712,105.821,104.933
312,112.95,105.892,104.973
313,113.29,105.966,105.015
314,112.85,106.034,105.054
315,113.23,106.106,105.095
316,113.3,106.178,105.135
317,113.15,106.247,105.175
318,113.39,106.318,105.216
319,112.94,106.384,105.255
320,112.88,106.449,105.293
321,112.69,106.511,105.33
322,112.46,106.57,105.365
323,112.96,106.634,105.403
324,113.04,106.697,105.441
325,113.03,106.76,105.479
326,113.34,106.826,105.518
