time,bestAskPrice,bestAskVolume,askTotalVolume,bestBidPrice,bestBidVolume,bidTotalVolume,lastTradePrice
0,0.00,0,0,0.00,0,0,100.00
1,94.46,1,2,0.00,0,0,91.93
2,91.03,1,1,0.00,0,0,100.08
3,0.00,0,0,92.24,1,1,99.35
4,99.57,1,2,0.00,0,0,92.24
5,97.72,1,4,97.24,1,4,97.27
6,98.17,1,4,97.99,1,7,98.08
7,98.43,1,4,98.26,1,9,98.28
8,98.82,1,4,98.46,1,10,98.77
9,99.94,1,2,99.92,1,18,99.82
10,100.09,1,7,99.82,1,18,99.85
11,98.90,1,12,98.74,1,14,98.76
12,98.75,1,15,98.54,2,14,98.73
13,98.72,1,16,98.61,1,14,98.68
14,98.60,1,13,98.27,1,10,98.99
15,98.82,1,15,98.27,1,10,98.31
16,98.02,1,19,97.95,1,11,97.96
17,98.71,1,17,98.34,1,11,98.36
18,98.41,1,21,98.29,1,13,98.30
19,98.81,1,19,98.28,1,13,98.71
20,100.09,1,7,99.26,1,25,99.36
21,100.44,1,5,100.39,1,33,100.62
22,105.95,1,1,101.45,1,38,101.31
23,104.76,1,2,104.01,1,42,104.05
24,105.25,1,4,104.88,1,46,105.13
25,105.20,1,7,104.94,1,48,104.96
26,104.95,1,9,104.46,1,45,104.12
27,104.42,1,16,104.24,1,45,104.27
28,104.57,1,17,104.46,1,47,104.20
29,104.43,1,20,104.01,1,46,104.01
30,104.59,1,18,103.90,3,48,104.18
31,103.92,1,21,103.90,1,47,103.90
32,104.01,1,25,103.81,1,44,103.83
33,104.34,1,23,104.30,1,45,104.21
34,104.01,1,26,103.80,1,44,103.92
35,104.05,1,27,103.98,1,43,104.00
36,104.03,1,32,103.92,1,45,104.02
37,104.14,2,35,104.02,1,48,104.13
38,103.96,1,37,103.94,1,49,103.95
39,104.19,3,36,103.92,1,50,103.95
40,104.32,1,31,104.04,1,57,104.06
41,104.62,2,22,104.50,1,69,104.60
42,104.78,1,15,104.60,1,76,104.77
43,105.12,1,11,104.74,1,80,104.95
44,105.53,1,6,105.43,1,85,105.39
45,105.73,1,4,105.63,1,91,105.76
46,0.00,0,0,105.93,1,97,106.00
47,0.00,0,0,105.59,1,94,105.63
48,0.00,0,0,105.57,1,93,106.38
49,0.00,0,0,105.57,1,93,107.52
50,0.00,0,0,105.46,1,90,105.54
51,0.00,0,0,105.17,1,87,105.81
52,105.45,1,1,105.41,1,89,105.96
53,0.00,0,0,105.78,1,93,106.21
54,0.00,0,0,105.57,1,92,105.78
