time,bestAskPrice,bestAskVolume,askTotalVolume,bestBidPrice,bestBidVolume,bidTotalVolume,lastTradePrice
0,0.00,0,0,0.00,0,0,100.00
1,100.71,1,1,0.00,0,0,87.35
2,100.74,1,1,0.00,0,0,90.79
3,97.06,1,2,0.00,0,0,94.80
4,101.06,1,4,100.90,1,6,97.06
5,99.23,1,10,99.19,1,5,99.31
6,98.37,1,14,98.34,1,7,98.02
7,98.27,1,17,98.27,1,8,98.46
8,98.52,1,13,97.71,1,4,98.19
9,97.82,1,17,97.72,1,7,97.65
10,97.91,1,18,97.59,1,6,97.65
11,97.51,1,19,97.49,1,5,97.78
12,97.66,1,21,97.23,1,3,97.43
13,98.09,1,16,97.53,1,6,97.80
14,97.57,1,19,97.44,1,5,97.53
15,98.12,1,16,97.35,1,3,97.98
16,98.12,1,17,98.02,2,6,98.07
17,98.03,1,24,98.00,1,7,98.00
18,98.00,2,31,97.82,1,7,97.85
19,97.86,1,33,97.79,1,7,97.84
20,97.94,1,34,97.69,1,4,97.71
21,97.86,1,34,97.57,1,4,97.69
22,97.90,1,32,97.77,1,4,97.82
23,97.90,1,32,97.43,1,3,97.62
24,97.53,1,36,97.51,1,9,97.54
25,97.54,1,35,97.46,1,10,97.53
26,97.90,1,32,97.46,1,11,97.72
27,98.03,1,31,97.86,1,17,98.01
28,98.11,1,25,98.01,1,20,98.10
29,98.21,1,25,98.12,1,23,98.14
30,98.29,1,19,98.04,1,21,98.28
31,98.23,1,18,98.15,1,22,98.15
32,98.11,1,20,97.92,1,22,98.18
33,98.18,1,21,97.91,1,24,97.92
34,98.22,1,20,97.88,1,22,98.19
35,98.04,1,23,97.98,1,25,97.90
36,98.45,1,18,98.14,1,23,98.43
37,99.00,1,10,98.80,1,33,98.91
38,99.91,1,7,99.86,1,44,99.68
39,101.23,1,2,100.58,1,49,101.12
40,101.71,1,2,101.64,2,57,101.25
41,0.00,0,0,101.64,1,63,101.64
42,0.00,0,0,101.58,1,59,101.62
43,0.00,0,0,101.30,1,55,100.97
44,0.00,0,0,101.32,1,54,100.94
45,0.00,0,0,101.57,1,55,101.32
46,0.00,0,0,102.37,1,55,102.03
47,0.00,0,0,100.85,1,51,100.91
48,0.00,0,0,101.77,1,52,100.91
49,0.00,0,0,101.20,1,48,100.41
50,100.45,1,1,100.38,1,47,100.98
51,0.00,0,0,100.27,1,46,100.38
52,0.00,0,0,100.19,1,46,100.35
53,0.00,0,0,101.58,1,48,100.74
54,0.00,0,0,100.32,1,46,101.55
55,0.00,0,0,100.37,1,46,100.56
56,0.00,0,0,100.25,1,47,100.28
57,0.00,0,0,100.11,1,45,100.27
58,0.00,0,0,100.56,1,50,100.02
59,0.00,0,0,100.17,1,50,100.37
60,0.00,0,0,101.09,1,51,100.17
61,0.00,0,0,100.54,1,50,101.09
62,106.01,1,2,105.10,1,58,102.54
63,105.05,1,6,105.00,1,59,105.25
64,104.92,1,10,104.59,1,61,105.01
65,104.66,1,11,104.54,1,63,104.59
66,105.13,1,9,105.03,1,66,104.96
67,105.02,1,12,104.92,1,69,104.96
68,105.08,1,15,104.82,1,68,105.04
69,104.71,1,17,104.67,1,65,104.53
70,104.81,1,17,104.48,1,64,104.78
71,104.75,1,19,104.37,1,62,104.57
72,104.75,1,19,104.34,1,61,104.63
73,104.17,1,18,103.97,1,61,104.13
74,103.72,1,24,103.24,1,56,103.70
75,101.80,1,27,101.24,1,55,103.53
76,102.49,1,26,100.90,1,54,101.24
77,100.94,1,30,100.82,1,53,100.82
78,101.21,1,30,100.95,1,56,101.34
79,100.98,1,36,100.96,1,58,101.10
80,100.57,1,40,100.54,1,52,100.55
81,100.66,1,39,100.52,1,53,100.58
82,100.82,1,39,100.24,2,51,100.38
83,100.10,1,40,99.75,1,48,100.07
84,100.10,1,41,99.87,1,50,99.91
85,100.30,1,41,99.98,1,48,100.10
86,100.11,1,46,99.98,1,50,99.98
87,99.96,2,51,99.82,1,51,99.83
88,100.11,1,52,100.00,1,54,100.01
89,99.87,1,56,99.78,1,51,99.80
90,99.96,1,55,99.86,1,51,99.63
91,99.64,1,59,99.58,1,46,99.60
92,99.44,1,68,99.29,1,41,99.37
93,99.24,1,76,99.05,1,39,99.21
94,98.59,2,83,98.34,1,30,98.40
95,98.31,1,94,98.14,1,23,98.14
96,97.75,1,99,97.68,1,18,97.71
97,97.69,1,105,97.39,1,10,97.39
98,97.40,1,110,97.20,2,5,97.23
99,97.36,1,115,97.19,1,5,97.20
100,97.33,1,118,97.08,2,3,97.10
101,97.40,1,118,97.03,1,2,97.08
102,97.45,1,114,0.00,0,0,97.08
103,96.64,1,112,0.00,0,0,97.58
104,96.72,1,112,0.00,0,0,96.83
105,97.46,1,111,0.00,0,0,95.59
106,97.75,1,105,0.00,0,0,97.62
107,96.90,1,105,0.00,0,0,97.00
108,97.84,1,102,0.00,0,0,97.83
109,97.57,1,100,0.00,0,0,97.95
110,97.77,1,94,0.00,0,0,98.33
111,97.04,1,94,0.00,0,0,97.77
112,98.12,1,91,0.00,0,0,98.44
113,98.47,2,90,0.00,0,0,97.09
114,98.47,1,90,0.00,0,0,97.90
115,96.65,1,91,0.00,0,0,96.00
116,98.58,1,89,0.00,0,0,98.47
117,97.73,1,92,0.00,0,0,98.47
118,98.01,1,92,0.00,0,0,97.85
119,98.41,1,91,0.00,0,0,97.62
120,98.45,1,90,0.00,0,0,98.37
121,98.59,1,87,0.00,0,0,98.59
122,98.36,1,89,0.00,0,0,98.59
123,97.58,1,89,0.00,0,0,98.36
124,97.92,1,89,0.00,0,0,97.58
125,97.52,1,89,0.00,0,0,97.97
126,97.97,1,93,0.00,0,0,97.75
127,98.09,1,90,0.00,0,0,98.07
128,97.95,1,90,0.00,0,0,97.88
129,98.17,1,92,0.00,0,0,98.11
130,97.23,1,94,0.00,0,0,97.74
131,97.39,1,95,0.00,0,0,97.23
132,96.49,1,96,0.00,0,0,97.39
133,96.48,1,98,0.00,0,0,96.49
134,96.86,1,96,0.00,0,0,95.86
135,97.47,1,94,0.00,0,0,95.98
136,96.21,1,95,0.00,0,0,96.02
137,96.13,1,95,0.00,0,0,96.21
138,95.56,1,95,0.00,0,0,96.13
139,96.61,1,95,0.00,0,0,95.18
140,97.26,1,96,0.00,0,0,96.77
141,96.07,1,97,0.00,0,0,95.67
142,93.86,1,99,0.00,0,0,94.77
143,93.27,1,100,0.00,0,0,93.86
144,93.04,1,101,0.00,0,0,92.95
145,92.70,1,101,0.00,0,0,93.04
146,92.45,1,106,0.00,0,0,93.04
147,92.70,1,103,0.00,0,0,92.47
148,92.22,1,104,0.00,0,0,92.70
149,91.34,1,105,0.00,0,0,92.22
150,92.48,1,104,0.00,0,0,91.17
151,90.42,1,107,0.00,0,0,90.59
152,91.62,1,108,91.58,1,1,91.49
153,90.45,1,111,90.14,1,1,90.30
154,90.13,1,119,89.79,1,2,90.10
155,90.04,1,119,0.00,0,0,89.92
156,90.32,1,116,0.00,0,0,89.89
157,90.66,1,113,0.00,0,0,90.47
158,91.52,1,109,0.00,0,0,90.61
159,91.62,1,108,0.00,0,0,90.58
160,91.67,1,107,0.00,0,0,91.37
161,91.89,1,105,0.00,0,0,91.72
162,92.72,1,102,0.00,0,0,92.61
163,93.60,1,100,0.00,0,0,92.40
164,93.10,1,104,93.07,1,3,91.95
165,92.17,1,108,92.00,1,1,91.66
166,92.84,1,107,0.00,0,0,92.17
167,92.98,1,107,0.00,0,0,92.79
168,92.80,1,105,0.00,0,0,92.38
169,93.10,1,104,0.00,0,0,92.84
170,92.24,1,105,0.00,0,0,92.24
171,93.16,1,102,0.00,0,0,92.61
172,93.17,1,105,0.00,0,0,92.95
173,93.46,1,101,0.00,0,0,93.46
174,94.25,1,99,0.00,0,0,93.60
175,93.70,1,102,0.00,0,0,93.34
176,94.25,1,101,0.00,0,0,93.86
177,93.39,1,100,0.00,0,0,94.26
178,93.34,1,100,0.00,0,0,93.39
