time,price,fastEma,slowEma
1,103.52,103.52,103.52
2,104.31,103.528,103.524
3,105.26,103.545,103.533
4,107.85,103.588,103.554
5,106.97,103.622,103.571
6,106.74,103.653,103.587
7,106.73,103.683,103.603
8,106.55,103.712,103.617
9,106.43,103.739,103.631
10,107.03,103.772,103.648
11,106.65,103.8,103.663
12,106.69,103.829,103.678
13,106.54,103.856,103.693
14,106.43,103.882,103.706
15,106.53,103.908,103.72
16,106.71,103.936,103.735
17,106.7,103.963,103.75
18,106.4,103.988,103.763
19,106.51,104.013,103.777
20,106.29,104.035,103.79
21,107.027,104.065,103.806
22,106.82,104.092,103.821
23,106.59,104.117,103.835
24,107.06,104.147,103.851
25,107.13,104.176,103.867
26,107.24,104.207,103.884
27,107,104.235,103.899
28,107.02,104.262,103.915
29,107.16,104.291,103.931
30,107.32,104.321,103.948
31,107.13,104.349,103.964
32,107.43,104.38,103.981
33,107.41,104.41,103.998
34,107.24,104.438,104.014
35,107.32,104.467,104.031
36,107.35,104.496,104.047
37,107.41,104.525,104.064
38,107.07,104.55,104.079
39,107.34,104.578,104.095
40,107.34,104.605,104.112
41,107.45,104.633,104.128
42,107.05,104.657,104.143
43,106.89,104.68,104.157
44,106.92,104.702,104.17
45,106.27,104.718,104.181
46,106.21,104.732,104.191
47,105.98,104.745,104.2
48,104.72,104.745,104.202
49,103.85,104.736,104.201
50,103.24,104.721,104.196
51,102.05,104.694,104.185
52,103.29,104.68,104.181
53,103.364,104.667,104.177
54,102.838,104.649,104.17
55,103.89,104.641,104.169
56,104.03,104.635,104.168
57,105.22,104.641,104.173
58,103.763,104.632,104.171
59,104.086,104.627,104.171
60,106.07,104.641,104.18
61,106.35,104.658,104.191
62,105.69,104.669,104.198
63,105.926,104.681,104.207
64,105.255,104.687,104.212
65,106.094,104.701,104.222
66,105.967,104.713,104.23
67,106.44,104.731,104.241
68,106.32,104.746,104.252
69,106.11,104.76,104.261
70,105.848,104.771,104.269
71,105.94,104.782,104.277
72,105.97,104.794,104.286
73,106.09,104.807,104.295
74,105.19,104.811,104.299
75,105.19,104.815,104.304
76,104.386,104.81,104.304
77,103.451,104.797,104.3
78,102.998,104.779,104.293
79,103.355,104.765,104.289
80,102.65,104.744,104.28
81,102.099,104.717,104.27
82,101.858,104.689,104.258
83,101.382,104.656,104.243
84,102.11,104.631,104.233
85,101.717,104.602,104.22
86,102.302,104.579,104.21
87,101.98,104.553,104.199
88,100.53,104.513,104.181
89,100.263,104.471,104.162
90,101.225,104.438,104.147
91,101.254,104.407,104.132
92,102.58,104.389,104.125
93,101.697,104.362,104.113
94,101.934,104.338,104.102
95,101.255,104.307,104.088
96,100.416,104.268,104.069
97,99.7622,104.223,104.048
98,100.137,104.183,104.028
99,100.263,104.144,104.009
100,99.2889,104.095,103.986
101,98.2883,104.038,103.957
102,98.2883,103.98,103.929
103,97.3471,103.914,103.896
104,96.9829,103.845,103.862
105,96.9829,103.777,103.828
106,96.2125,103.702,103.79
107,96.2125,103.627,103.752
108,95.4273,103.546,103.71
109,95.4273,103.465,103.669
110,94.6889,103.378,103.624
111,94.3299,103.288,103.578
112,96.5323,103.22,103.543
113,96.4329,103.153,103.507
114,97.1247,103.093,103.475
115,98.3053,103.045,103.45
116,97.5729,102.991,103.42
117,96.4961,102.926,103.386
118,96.3993,102.861,103.351
119,96.0056,102.793,103.314
120,98.266,102.748,103.289
121,98.266,102.703,103.264
122,97.8557,102.655,103.237
123,97.3517,102.602,103.208
124,98.2241,102.559,103.183
125,98.52,102.519,103.16
126,98.52,102.479,103.136
127,98.53,102.44,103.114
128,94.4729,102.36,103.07
129,95.5506,102.293,103.033
130,95.2287,102.222,102.994
131,95.9663,102.16,102.959
132,96.8638,102.107,102.929
133,96.3336,102.05,102.896
134,96.4564,101.994,102.864
135,95.9374,101.934,102.829
136,96.7756,101.883,102.799
137,96.99,101.834,102.77
138,96.7806,101.784,102.74
139,96.7806,101.734,102.71
